study_word,thisN,thisTrialN,thisRepN,slider.response,slider.rt,test_word,Reference,old_new,textbox.text,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,text.started,slider.started,trial.stopped,trials.slider.response,trials.slider.rt,test.started,text_2.started,textbox.started,text_3.started,mouse.started,test.stopped,trials_2.textbox.text,trials_2.mouse.x,trials_2.mouse.y,trials_2.mouse.leftButton,trials_2.mouse.midButton,trials_2.mouse.rightButton,trials_2.mouse.time,trials_2.mouse.clicked_name,text_2.stopped,textbox.stopped,text_3.stopped,mouse.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
Cruise,10,10,0,1.4895397489539748,0.9726959580002585,,,,,,,,,,,,0,10,10,11,,,,,10.140410291998705,,10.134436916996492,10.140410291998705,10.140410291998705,11.116049042000668,1.4895397489539748,0.9726959580002585,,,,,,,,,,,,,,,,,,,3,001,2025-10-16_11h07.15.467,WordPriming,,2025.1.1,120.56030352972431,2025-10-16 11h07.23.475568 +0530,
phone,11,11,0,1.497907949790795,0.7219976249980391,,,,,,,,,,,,0,11,11,2,,,,,11.124973917001626,,11.11889845800033,11.124973917001626,11.124973917001626,11.849519249997684,1.497907949790795,0.7219976249980391,,,,,,,,,,,,,,,,,,,3,001,2025-10-16_11h07.15.467,WordPriming,,2025.1.1,120.56030352972431,2025-10-16 11h07.23.475568 +0530,
Laptop,12,12,0,1.506276150627615,1.8721335839945823,,,,,,,,,,,,0,12,12,5,,,,,11.857777500001248,,11.85174279200146,11.857777500001248,11.857777500001248,13.732792167000298,1.506276150627615,1.8721335839945823,,,,,,,,,,,,,,,,,,,3,001,2025-10-16_11h07.15.467,WordPriming,,2025.1.1,120.56030352972431,2025-10-16 11h07.23.475568 +0530,
board,13,13,0,1.5146443514644352,0.5880674170039129,,,,,,,,,,,,0,13,13,4,,,,,13.740968707999855,,13.735086332999344,13.740968707999855,13.740968707999855,14.332707667002978,1.5146443514644352,0.5880674170039129,,,,,,,,,,,,,,,,,,,3,001,2025-10-16_11h07.15.467,WordPriming,,2025.1.1,120.56030352972431,2025-10-16 11h07.23.475568 +0530,
cushion,14,14,0,1.5146443514644352,2.3565419580045273,,,,,,,,,,,,0,14,14,1,,,,,14.340530374996888,,14.334607333003078,14.340530374996888,14.340530374996888,16.69936987500114,1.5146443514644352,2.3565419580045273,,,,,,,,,,,,,,,,,,,3,001,2025-10-16_11h07.15.467,WordPriming,,2025.1.1,120.56030352972431,2025-10-16 11h07.23.475568 +0530,
,0,0,0,,,l_pt_p,Laptop,old,laptop,[np.float64(0.028242677824267783)],[np.float64(-0.301255230125523)],[1],[0],[0],[5.401071292006236],['text_3'],,,,,0,0,0,0,16.715432625001995,,,,,,,,16.70727425000223,16.715432625001995,16.715432625001995,16.715432625001995,0.007881958001235034,22.10850216700055,laptop,[np.float64(0.028242677824267783)],[np.float64(-0.301255230125523)],[1],[0],[0],[5.401071292006236],['text_3'],,,,,3,001,2025-10-16_11h07.15.467,WordPriming,,2025.1.1,120.56030352972431,2025-10-16 11h07.23.475568 +0530,
,1,1,0,,,c_s_io_,Cushion,old,cushion,[np.float64(0.038702928870292884)],[np.float64(-0.3106694560669456)],[1],[0],[0],[4.312783542001853],['text_3'],,,,,0,1,1,14,22.119568583002547,,,,,,,,22.110933875002956,22.119568583002547,22.119568583002547,22.119568583002547,0.0022635830027866177,26.423886999997194,cushion,[np.float64(0.038702928870292884)],[np.float64(-0.3106694560669456)],[1],[0],[0],[4.312783542001853],['text_3'],,,,,3,001,2025-10-16_11h07.15.467,WordPriming,,2025.1.1,120.56030352972431,2025-10-16 11h07.23.475568 +0530,
,2,2,0,,,_o_rd,Board,old,board,[np.float64(0.03556485355648536)],[np.float64(-0.3138075313807531)],[1],[0],[0],[4.364031166995119],['text_3'],,,,,0,2,2,10,26.434197000002314,,,,,,,,26.425895624997793,26.434197000002314,26.434197000002314,26.434197000002314,0.0019016250007553026,30.790087749999657,board,[np.float64(0.03556485355648536)],[np.float64(-0.3138075313807531)],[1],[0],[0],[4.364031166995119],['text_3'],,,,,3,001,2025-10-16_11h07.15.467,WordPriming,,2025.1.1,120.56030352972431,2025-10-16 11h07.23.475568 +0530,
,3,3,0,,,T_hi_t,Tshirt,old,tshirt,[np.float64(0.0397489539748954)],[np.float64(-0.32426778242677823)],[1],[0],[0],[2.8159367910047877],['text_3'],,,,,0,3,3,2,30.800203124999825,,,,,,,,30.791948749996664,30.800203124999825,30.800203124999825,30.800203124999825,0.0017715419962769374,33.608055917000456,tshirt,[np.float64(0.0397489539748954)],[np.float64(-0.32426778242677823)],[1],[0],[0],[2.8159367910047877],['text_3'],,,,,3,001,2025-10-16_11h07.15.467,WordPriming,,2025.1.1,120.56030352972431,2025-10-16 11h07.23.475568 +0530,
,4,4,0,,,_oo_,Book,old,book,[np.float64(0.0397489539748954)],[np.float64(-0.32426778242677823)],[1],[0],[0],[2.2808871250017546],['text_3'],,,,,0,4,4,13,33.61904791699635,,,,,,,,33.60990991700237,33.61904791699635,33.61904791699635,33.61904791699635,0.0017431669984944165,35.89098304200161,book,[np.float64(0.0397489539748954)],[np.float64(-0.32426778242677823)],[1],[0],[0],[2.2808871250017546],['text_3'],,,,,3,001,2025-10-16_11h07.15.467,WordPriming,,2025.1.1,120.56030352972431,2025-10-16 11h07.23.475568 +0530,
,5,5,0,,,ta_l_,Table,new,table,[np.float64(0.0397489539748954)],[np.float64(-0.32426778242677823)],[1],[0],[0],[2.297623874997953],['text_3'],,,,,0,5,5,15,35.90233783300209,,,,,,,,35.89331287499954,35.90233783300209,35.90233783300209,35.90233783300209,0.0022264170038397424,38.191149291997135,table,[np.float64(0.0397489539748954)],[np.float64(-0.32426778242677823)],[1],[0],[0],[2.297623874997953],['text_3'],,,,,3,001,2025-10-16_11h07.15.467,WordPriming,,2025.1.1,120.56030352972431,2025-10-16 11h07.23.475568 +0530,
,6,6,0,,,c_s_,Case,old,case,[np.float64(0.03556485355648536)],[np.float64(-0.2824267782426778)],[1],[0],[0],[2.931648584002687],['text_3'],,,,,0,6,6,5,38.21762029200181,,,,,,,,38.19325895800284,38.21762029200181,38.21762029200181,38.21762029200181,0.0019847910007229075,41.12509979199967,case,[np.float64(0.03556485355648536)],[np.float64(-0.2824267782426778)],[1],[0],[0],[2.931648584002687],['text_3'],,,,,3,001,2025-10-16_11h07.15.467,WordPriming,,2025.1.1,120.56030352972431,2025-10-16 11h07.23.475568 +0530,
,7,7,0,,,K_y_,Keys,old,keys,[np.float64(0.032426778242677826)],[np.float64(-0.3127615062761506)],[1],[0],[0],[3.763617124997836],['text_3'],,,,,0,7,7,8,41.13624762499967,,,,,,,,41.12708637500327,41.13624762499967,41.13624762499967,41.13624762499967,0.0018841659984900616,44.890885708002315,keys,[np.float64(0.032426778242677826)],[np.float64(-0.3127615062761506)],[1],[0],[0],[3.763617124997836],['text_3'],,,,,3,001,2025-10-16_11h07.15.467,WordPriming,,2025.1.1,120.56030352972431,2025-10-16 11h07.23.475568 +0530,
,8,8,0,,,_ha_t,Chart,old,chart,[np.float64(0.032426778242677826)],[np.float64(-0.3158995815899582)],[1],[0],[0],[5.398200667004858],['text_3'],,,,,0,8,8,1,44.91701395800192,,,,,,,,44.892785333002394,44.91701395800192,44.91701395800192,44.91701395800192,0.0018011249994742684,50.29118875000131,chart,[np.float64(0.032426778242677826)],[np.float64(-0.3158995815899582)],[1],[0],[0],[5.398200667004858],['text_3'],,,,,3,001,2025-10-16_11h07.15.467,WordPriming,,2025.1.1,120.56030352972431,2025-10-16 11h07.23.475568 +0530,
,9,9,0,,,_ou_e,mouse,old,mouse,[np.float64(0.032426778242677826)],[np.float64(-0.3158995815899582)],[1],[0],[0],[9.031407040994964],['text_3'],,,,,0,9,9,3,50.30317641700094,,,,,,,,50.29365420799877,50.30317641700094,50.30317641700094,50.30317641700094,0.00234650000493275,59.32529424999666,mouse,[np.float64(0.032426778242677826)],[np.float64(-0.3158995815899582)],[1],[0],[0],[9.031407040994964],['text_3'],,,,,3,001,2025-10-16_11h07.15.467,WordPriming,,2025.1.1,120.56030352972431,2025-10-16 11h07.23.475568 +0530,
,10,10,0,,,_ho_e,Phone,old,,[],[],[],[],[],[],[],,,,,0,10,10,12,59.3368734579999,,,,,,,,59.32779695800127,59.3368734579999,59.3368734579999,59.3368734579999,0.0023787499958416447,69.33385758299846,,[],[],[],[],[],[],[],,,,,3,001,2025-10-16_11h07.15.467,WordPriming,,2025.1.1,120.56030352972431,2025-10-16 11h07.23.475568 +0530,
,11,11,0,,,c_m_ra,Camera,new,camera,[np.float64(0.009414225941422594)],[np.float64(-0.3106694560669456)],[1],[0],[0],[8.738473958001123],['text_3'],,,,,0,11,11,19,69.35083112499706,,,,,,,,69.33624591700209,69.35083112499706,69.35083112499706,69.35083112499706,0.010833207998075522,78.07495337499859,camera,[np.float64(0.009414225941422594)],[np.float64(-0.3106694560669456)],[1],[0],[0],[8.738473958001123],['text_3'],,,,,3,001,2025-10-16_11h07.15.467,WordPriming,,2025.1.1,120.56030352972431,2025-10-16 11h07.23.475568 +0530,
,12,12,0,,,P_st_r,Poster,old,pastry,[np.float64(0.014644351464435146)],[np.float64(-0.2834728033472803)],[1],[0],[0],[8.06366104100016],['text_3'],,,,,0,12,12,9,78.08645799999795,,,,,,,,78.07725258300343,78.08645799999795,78.08645799999795,78.08645799999795,0.0021913330056122504,86.14111737500207,pastry,[np.float64(0.014644351464435146)],[np.float64(-0.2834728033472803)],[1],[0],[0],[8.06366104100016],['text_3'],,,,,3,001,2025-10-16_11h07.15.467,WordPriming,,2025.1.1,120.56030352972431,2025-10-16 11h07.23.475568 +0530,
,13,13,0,,,v_s_,Vase,new,vase,[np.float64(0.014644351464435146)],[np.float64(-0.2834728033472803)],[1],[0],[0],[2.281381250002596],['text_3'],,,,,0,13,13,17,86.15188208300242,,,,,,,,86.14386291700066,86.15188208300242,86.15188208300242,86.15188208300242,0.0026548750029178336,88.4254659579965,vase,[np.float64(0.014644351464435146)],[np.float64(-0.2834728033472803)],[1],[0],[0],[2.281381250002596],['text_3'],,,,,3,001,2025-10-16_11h07.15.467,WordPriming,,2025.1.1,120.56030352972431,2025-10-16 11h07.23.475568 +0530,
,14,14,0,,,bo_t_e,Bottle,new,bottle,[np.float64(0.014644351464435146)],[np.float64(-0.2834728033472803)],[1],[0],[0],[3.3801163750031264],['text_3'],,,,,0,14,14,18,88.4367739579975,,,,,,,,88.42811158300174,88.4367739579975,88.4367739579975,88.4367739579975,0.002513250001356937,91.80846541700157,bottle,[np.float64(0.014644351464435146)],[np.float64(-0.2834728033472803)],[1],[0],[0],[3.3801163750031264],['text_3'],,,,,3,001,2025-10-16_11h07.15.467,WordPriming,,2025.1.1,120.56030352972431,2025-10-16 11h07.23.475568 +0530,
,15,15,0,,,p_nc_l,Pencil,new,pencil,[np.float64(0.008368200836820083)],[np.float64(-0.3179916317991632)],[1],[0],[0],[5.73111987500306],['text_3'],,,,,0,15,15,16,91.81982162500208,,,,,,,,91.81066237499908,91.81982162500208,91.81982162500208,91.81982162500208,0.002083083993056789,97.54200766699796,pencil,[np.float64(0.008368200836820083)],[np.float64(-0.3179916317991632)],[1],[0],[0],[5.73111987500306],['text_3'],,,,,3,001,2025-10-16_11h07.15.467,WordPriming,,2025.1.1,120.56030352972431,2025-10-16 11h07.23.475568 +0530,
,16,16,0,,,_a_bl_,Marble,old,,[],[],[],[],[],[],[],,,,,0,16,16,11,97.55311995800002,,,,,,,,97.54422233300284,97.55311995800002,97.55311995800002,97.55311995800002,0.0020979589971830137,107.5405131669977,,[],[],[],[],[],[],[],107.55026145799638,107.55026145799638,107.55026145799638,9.99821641699964,3,001,2025-10-16_11h07.15.467,WordPriming,,2025.1.1,120.56030352972431,2025-10-16 11h07.23.475568 +0530,
,17,17,0,,,_ru_s_,Cruise,old,cruise,[np.float64(0.007322175732217573)],[np.float64(-0.29811715481171547)],[1],[0],[0],[6.18242037500022],['text_3'],,,,,0,17,17,6,107.55026145799638,,,,,,,,107.54214887499984,107.55026145799638,107.55026145799638,107.55026145799638,2.191699604736641e-05,113.72475875000237,cruise,[np.float64(0.007322175732217573)],[np.float64(-0.29811715481171547)],[1],[0],[0],[6.18242037500022],['text_3'],,,,,3,001,2025-10-16_11h07.15.467,WordPriming,,2025.1.1,120.56030352972431,2025-10-16 11h07.23.475568 +0530,
,18,18,0,,,P_li_e,Police,old,police,[np.float64(0.007322175732217573)],[np.float64(-0.29811715481171547)],[1],[0],[0],[8.39831783399859],['text_3'],,,,,0,18,18,7,113.73599195799761,,,,,,,,113.72704199999862,113.73599195799761,113.73599195799761,113.73599195799761,0.0021931669980403967,122.1256172919966,police,[np.float64(0.007322175732217573)],[np.float64(-0.29811715481171547)],[1],[0],[0],[8.39831783399859],['text_3'],,,,,3,001,2025-10-16_11h07.15.467,WordPriming,,2025.1.1,120.56030352972431,2025-10-16 11h07.23.475568 +0530,
,19,19,0,,,P_s_r_,Pastry,old,pastry,[],[],[],[],[],[],[],,,,,0,19,19,4,122.1371874999968,,,,,,,,122.12888491700141,122.1371874999968,122.1371874999968,122.1371874999968,0.0031381659937324002,132.1246051670023,pastry,[],[],[],[],[],[],[],132.13381683299667,132.13381683299667,132.13381683299667,9.998622290993808,3,001,2025-10-16_11h07.15.467,WordPriming,,2025.1.1,120.56030352972431,2025-10-16 11h07.23.475568 +0530,
