reward_today,future_reward,delay,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,text.started,key_resp.started,fixation.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
50.0,69.0,49.0,82,2,8,t,1.7158832080021966,None,8,2,82,9,284.10748141701333,,284.09856104201754,284.10748141701333,285.08997466700384,285.08997466700384,285.11610512502375,286.8168313750066,t,1.7158832080021966,None,002,001,2025-11-06_14h36.17.809,delayed discounting,,2025.1.1,None,2025-11-06 14h36.26.702610 +0530,
15.0,35.0,13.0,83,3,8,l,1.04679424999631,None,8,3,83,1,286.83515650001937,,286.8242002080078,286.83515650001937,287.81615066700033,287.81615066700033,287.8318450420047,288.8668680000119,l,1.04679424999631,None,002,001,2025-11-06_14h36.17.809,delayed discounting,,2025.1.1,None,2025-11-06 14h36.26.702610 +0530,
49.0,60.0,89.0,84,4,8,t,1.8826739579963032,None,8,4,84,4,288.88333012501244,,288.8736579170218,288.88333012501244,289.86406183301006,289.86406183301006,289.8814915830153,291.749468916998,t,1.8826739579963032,None,002,001,2025-11-06_14h36.17.809,delayed discounting,,2025.1.1,None,2025-11-06 14h36.26.702610 +0530,
27.0,50.0,21.0,85,5,8,l,1.8561973329924513,None,8,5,85,2,291.7658714170102,,291.75606995800626,291.7658714170102,292.7485564170056,292.7485564170056,292.7555972080154,294.60733687502216,l,1.8561973329924513,None,002,001,2025-11-06_14h36.17.809,delayed discounting,,2025.1.1,None,2025-11-06 14h36.26.702610 +0530,
67.0,75.0,119.0,86,6,8,t,1.5444852910004556,None,8,6,86,5,294.6255942500138,,294.616348792013,294.6255942500138,295.6052881250216,295.6052881250216,295.6215597920236,297.15654466699925,t,1.5444852910004556,None,002,001,2025-11-06_14h36.17.809,delayed discounting,,2025.1.1,None,2025-11-06 14h36.26.702610 +0530,
11.0,30.0,7.0,87,7,8,l,1.1106562489876524,None,8,7,87,0,297.1718810420134,,297.1629633750126,297.1718810420134,298.1550047500059,298.1550047500059,298.16447445799713,299.27302912500454,l,1.1106562489876524,None,002,001,2025-11-06_14h36.17.809,delayed discounting,,2025.1.1,None,2025-11-06 14h36.26.702610 +0530,
90.0,101.0,190.0,88,8,8,t,1.0844537079974543,None,8,8,88,7,299.28825725000934,,299.2796560830029,299.28825725000934,300.27208570801304,300.27208570801304,300.2810724580195,301.3666871250025,t,1.0844537079974543,None,002,001,2025-11-06_14h36.17.809,delayed discounting,,2025.1.1,None,2025-11-06 14h36.26.702610 +0530,
78.0,80.0,162.0,89,9,8,t,1.290400123980362,None,8,9,89,6,301.3826927500195,,301.3737733330054,301.3826927500195,302.36415208299877,302.36415208299877,302.38169462501537,303.65681454201695,t,1.290400123980362,None,002,001,2025-11-06_14h36.17.809,delayed discounting,,2025.1.1,None,2025-11-06 14h36.26.702610 +0530,
15.0,35.0,13.0,90,0,9,l,1.1802321249851957,None,9,0,90,1,303.6740039169963,,303.6656667920179,303.6740039169963,304.65532633301336,304.65532633301336,304.6718264170049,305.8410516669974,l,1.1802321249851957,None,002,001,2025-11-06_14h36.17.809,delayed discounting,,2025.1.1,None,2025-11-06 14h36.26.702610 +0530,
90.0,101.0,190.0,91,1,9,t,1.2902859579771757,None,9,1,91,7,305.8578519580187,,305.8487525420205,305.8578519580187,306.8387967500021,306.8387967500021,306.85508387500886,308.1334171250055,t,1.2902859579771757,None,002,001,2025-11-06_14h36.17.809,delayed discounting,,2025.1.1,None,2025-11-06 14h36.26.702610 +0530,
50.0,69.0,49.0,92,2,9,t,0.9825777910009492,None,9,2,92,9,308.1489869579964,,308.1401103330136,308.1489869579964,309.13084129200433,309.13084129200433,309.14786425000057,310.11609375002445,t,0.9825777910009492,None,002,001,2025-11-06_14h36.17.809,delayed discounting,,2025.1.1,None,2025-11-06 14h36.26.702610 +0530,
27.0,50.0,21.0,93,3,9,t,2.138455750013236,None,9,3,93,2,310.131678500009,,310.12295337501564,310.131678500009,311.1141687500058,311.1141687500058,311.12100320801255,313.2676871250151,t,2.138455750013236,None,002,001,2025-11-06_14h36.17.809,delayed discounting,,2025.1.1,None,2025-11-06 14h36.26.702610 +0530,
11.0,30.0,7.0,94,4,9,l,0.8679293330060318,None,9,4,94,0,313.2845447080035,,313.2750643330219,313.2845447080035,314.2643785830005,314.2643785830005,314.2817743330088,315.1397082080075,l,0.8679293330060318,None,002,001,2025-11-06_14h36.17.809,delayed discounting,,2025.1.1,None,2025-11-06 14h36.26.702610 +0530,
78.0,80.0,162.0,95,5,9,t,1.170285333006177,None,9,5,95,6,315.1554707500036,,315.14741608299664,315.1554707500036,316.1391103330243,316.1391103330243,316.1482638750167,317.3158117500134,t,1.170285333006177,None,002,001,2025-11-06_14h36.17.809,delayed discounting,,2025.1.1,None,2025-11-06 14h36.26.702610 +0530,
40.0,55.0,62.0,96,6,9,l,3.0527904580230825,None,9,6,96,3,317.32933766700444,,317.3219343330129,317.32933766700444,318.30597829201724,318.30597829201724,318.32180916701327,321.36624854200636,l,3.0527904580230825,None,002,001,2025-11-06_14h36.17.809,delayed discounting,,2025.1.1,None,2025-11-06 14h36.26.702610 +0530,
49.0,60.0,89.0,97,7,9,t,2.5358845409937203,None,9,7,97,4,321.37964754202403,,321.37241550002364,321.37964754202403,322.3642394580238,322.3642394580238,322.3727235830156,324.90633812500164,t,2.5358845409937203,None,002,001,2025-11-06_14h36.17.809,delayed discounting,,2025.1.1,None,2025-11-06 14h36.26.702610 +0530,
9.0,18.0,12.0,98,8,9,l,2.86694754101336,None,9,8,98,8,324.9212355830241,,324.913037833001,324.9212355830241,325.9053073330142,325.9053073330142,325.914569125016,328.77408450000803,l,2.86694754101336,None,002,001,2025-11-06_14h36.17.809,delayed discounting,,2025.1.1,None,2025-11-06 14h36.26.702610 +0530,
67.0,75.0,119.0,99,9,9,t,1.8865730830002576,None,9,9,99,5,328.7905365420156,,328.7815977499995,328.7905365420156,329.7724270420149,329.7724270420149,329.788492917025,331.66687929202453,t,1.8865730830002576,None,002,001,2025-11-06_14h36.17.809,delayed discounting,,2025.1.1,None,2025-11-06 14h36.26.702610 +0530,
