reward_today,future_reward,delay,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,text.started,key_resp.started,fixation.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
11.0,30.0,7.0,37,7,3,l,1.656805082981009,None,3,7,37,0,164.76529525002115,,164.75653304200387,164.76529525002115,165.7471155830135,165.7471155830135,165.76401245800662,167.405792458012,l,1.656805082981009,None,002,001,2025-11-06_14h36.17.809,delayed discounting,,2025.1.1,None,2025-11-06 14h36.26.702610 +0530,
78.0,80.0,162.0,38,8,3,t,2.491074416000629,None,3,8,38,6,167.42113654201967,,167.41229249999742,167.42113654201967,168.40580462501384,168.40580462501384,168.41398837501765,170.89958983301767,t,2.491074416000629,None,002,001,2025-11-06_14h36.17.809,delayed discounting,,2025.1.1,None,2025-11-06 14h36.26.702610 +0530,
27.0,50.0,21.0,39,9,3,t,3.332696166005917,None,3,9,39,2,170.91593787501915,,170.90657854202436,170.91593787501915,171.89730533299735,171.89730533299735,171.91383458301425,175.23228779202327,t,3.332696166005917,None,002,001,2025-11-06_14h36.17.809,delayed discounting,,2025.1.1,None,2025-11-06 14h36.26.702610 +0530,
90.0,101.0,190.0,40,0,4,l,1.756064499990316,None,4,0,40,7,175.24830191701767,,175.23897987502278,175.24830191701767,176.23047375000897,176.23047375000897,176.24728966702241,177.98946595800226,l,1.756064499990316,None,002,001,2025-11-06_14h36.17.809,delayed discounting,,2025.1.1,None,2025-11-06 14h36.26.702610 +0530,
67.0,75.0,119.0,41,1,4,t,3.343760248972103,None,4,1,41,5,178.00490629201522,,177.99621762501192,178.00490629201522,178.98922700001276,178.98922700001276,179.01506299999892,182.33979816699866,t,3.343760248972103,None,002,001,2025-11-06_14h36.17.809,delayed discounting,,2025.1.1,None,2025-11-06 14h36.26.702610 +0530,
49.0,60.0,89.0,42,2,4,t,2.2845297080057207,None,4,2,42,4,182.35714550002012,,182.34777404202032,182.35714550002012,183.3379887920164,183.3379887920164,183.35557095802506,185.6324654170021,t,2.2845297080057207,None,002,001,2025-11-06_14h36.17.809,delayed discounting,,2025.1.1,None,2025-11-06 14h36.26.702610 +0530,
11.0,30.0,7.0,43,3,4,l,1.7949942080012988,None,4,3,43,0,185.64804925001226,,185.63901750001241,185.64804925001226,186.6304525420128,186.6304525420128,186.63730133301578,188.43276237501414,l,1.7949942080012988,None,002,001,2025-11-06_14h36.17.809,delayed discounting,,2025.1.1,None,2025-11-06 14h36.26.702610 +0530,
50.0,69.0,49.0,44,4,4,t,1.7900128740002401,None,4,4,44,9,188.4494315420161,,188.43996712501394,188.4494315420161,189.4304159170133,189.4304159170133,189.44757270801347,191.22349220802425,t,1.7900128740002401,None,002,001,2025-11-06_14h36.17.809,delayed discounting,,2025.1.1,None,2025-11-06 14h36.26.702610 +0530,
9.0,18.0,12.0,45,5,4,l,2.0319242490222678,None,4,5,45,8,191.23919166700216,,191.23043841699837,191.23919166700216,192.2224311250029,192.2224311250029,192.23167729200213,194.25636587501504,l,2.0319242490222678,None,002,001,2025-11-06_14h36.17.809,delayed discounting,,2025.1.1,None,2025-11-06 14h36.26.702610 +0530,
40.0,55.0,62.0,46,6,4,t,1.7022769160103053,None,4,6,46,3,194.27153841700056,,194.26317312501487,194.27153841700056,195.24703516700538,195.24703516700538,195.26459562501987,196.95687241700944,t,1.7022769160103053,None,002,001,2025-11-06_14h36.17.809,delayed discounting,,2025.1.1,None,2025-11-06 14h36.26.702610 +0530,
27.0,50.0,21.0,47,7,4,l,1.623387083003763,None,4,7,47,2,196.97337650001282,,196.96480537499883,196.97337650001282,197.95470704202307,197.95470704202307,197.97212074999698,199.58286870800657,l,1.623387083003763,None,002,001,2025-11-06_14h36.17.809,delayed discounting,,2025.1.1,None,2025-11-06 14h36.26.702610 +0530,
15.0,35.0,13.0,48,8,4,l,1.8207380830135662,None,4,8,48,1,199.59932791700703,,199.58998083299957,199.59932791700703,200.5804386670061,200.5804386670061,200.59739629199612,202.40627516701352,l,1.8207380830135662,None,002,001,2025-11-06_14h36.17.809,delayed discounting,,2025.1.1,None,2025-11-06 14h36.26.702610 +0530,
78.0,80.0,162.0,49,9,4,t,1.914082582021365,None,4,9,49,6,202.42217741700006,,202.4136015830154,202.42217741700006,203.4050465830078,203.4050465830078,203.4140794170089,205.32291200000327,t,1.914082582021365,None,002,001,2025-11-06_14h36.17.809,delayed discounting,,2025.1.1,None,2025-11-06 14h36.26.702610 +0530,
50.0,69.0,49.0,50,0,5,t,1.8388935819966719,None,5,0,50,9,205.33934683300322,,205.33022816700395,205.33934683300322,206.33219604199985,206.33219604199985,206.33851125001092,208.17334087501513,t,1.8388935819966719,None,002,001,2025-11-06_14h36.17.809,delayed discounting,,2025.1.1,None,2025-11-06 14h36.26.702610 +0530,
11.0,30.0,7.0,51,1,5,l,1.3326179989962839,None,5,1,51,0,208.18926875002217,,208.1802906250232,208.18926875002217,209.1714849580021,209.1714849580021,209.18766241701087,210.50673029202153,l,1.3326179989962839,None,002,001,2025-11-06_14h36.17.809,delayed discounting,,2025.1.1,None,2025-11-06 14h36.26.702610 +0530,
15.0,35.0,13.0,52,2,5,l,1.7493363739922643,None,5,2,52,1,210.52311470801942,,210.51485050001065,210.52311470801942,211.5055074999982,211.5055074999982,211.5146404170082,213.26639154201257,l,1.7493363739922643,None,002,001,2025-11-06_14h36.17.809,delayed discounting,,2025.1.1,None,2025-11-06 14h36.26.702610 +0530,
67.0,75.0,119.0,53,3,5,t,1.82393470799434,None,5,3,53,5,213.2822942500061,,213.27332125001703,213.2822942500061,214.26393483299762,214.26393483299762,214.28128395800013,216.09008983301464,t,1.82393470799434,None,002,001,2025-11-06_14h36.17.809,delayed discounting,,2025.1.1,None,2025-11-06 14h36.26.702610 +0530,
27.0,50.0,21.0,54,4,5,t,1.5193552070122678,None,5,4,54,2,216.10669770801906,,216.09737295800005,216.10669770801906,217.08851850000792,217.08851850000792,217.10447908300557,218.61642200002098,t,1.5193552070122678,None,002,001,2025-11-06_14h36.17.809,delayed discounting,,2025.1.1,None,2025-11-06 14h36.26.702610 +0530,
49.0,60.0,89.0,55,5,5,t,1.3118195410061162,None,5,5,55,4,218.6308272080205,,218.6228606250079,218.6308272080205,219.6139028330217,219.6139028330217,219.621137500013,220.9329125000222,t,1.3118195410061162,None,002,001,2025-11-06_14h36.17.809,delayed discounting,,2025.1.1,None,2025-11-06 14h36.26.702610 +0530,
78.0,80.0,162.0,56,6,5,t,1.0779012910206802,None,5,6,56,6,220.94893912502448,,220.94022762501845,220.94893912502448,221.93081612500828,221.93081612500828,221.94833800001652,223.0164496670186,t,1.0779012910206802,None,002,001,2025-11-06_14h36.17.809,delayed discounting,,2025.1.1,None,2025-11-06 14h36.26.702610 +0530,
90.0,101.0,190.0,57,7,5,t,1.3868027499993332,None,5,7,57,7,223.0330055420054,,223.02471475000493,223.0330055420054,224.0139151670155,224.0139151670155,224.03137520799646,225.4068432500062,t,1.3868027499993332,None,002,001,2025-11-06_14h36.17.809,delayed discounting,,2025.1.1,None,2025-11-06 14h36.26.702610 +0530,
40.0,55.0,62.0,58,8,5,t,1.3683337490074337,None,5,8,58,3,225.42290987502201,,225.41397583301296,225.42290987502201,226.4053143330093,226.4053143330093,226.41458079201402,227.8001996250241,t,1.3683337490074337,None,002,001,2025-11-06_14h36.17.809,delayed discounting,,2025.1.1,None,2025-11-06 14h36.26.702610 +0530,
9.0,18.0,12.0,59,9,5,l,1.1591198329988401,None,5,9,59,8,227.81743595801527,,227.8074065420078,227.81743595801527,228.79730987502262,228.79730987502262,228.81420633301605,229.96599695802433,l,1.1591198329988401,None,002,001,2025-11-06_14h36.17.809,delayed discounting,,2025.1.1,None,2025-11-06 14h36.26.702610 +0530,
49.0,60.0,89.0,60,0,6,t,1.2104413740162272,None,6,0,60,4,229.98173950001365,,229.97266116700484,229.98173950001365,230.96408420801163,230.96408420801163,230.97219270802452,232.18314979202114,t,1.2104413740162272,None,002,001,2025-11-06_14h36.17.809,delayed discounting,,2025.1.1,None,2025-11-06 14h36.26.702610 +0530,
27.0,50.0,21.0,61,1,6,t,1.2808768739923835,None,6,1,61,2,232.1972121669969,,232.18954170800862,232.1972121669969,233.18055654200725,233.18055654200725,233.18815666701994,234.46551862501656,t,1.2808768739923835,None,002,001,2025-11-06_14h36.17.809,delayed discounting,,2025.1.1,None,2025-11-06 14h36.26.702610 +0530,
15.0,35.0,13.0,62,2,6,l,1.2933472080039792,None,6,2,62,1,234.4812624170154,,234.47306320801727,234.4812624170154,235.46410429201205,235.46410429201205,235.47139729201444,236.76593341701664,l,1.2933472080039792,None,002,001,2025-11-06_14h36.17.809,delayed discounting,,2025.1.1,None,2025-11-06 14h36.26.702610 +0530,
78.0,80.0,162.0,63,3,6,t,2.234149708005134,None,6,3,63,6,236.78055291701457,,236.7723876250093,236.78055291701457,237.76413295802195,237.76413295802195,237.77144791700994,240.00763945802464,t,2.234149708005134,None,002,001,2025-11-06_14h36.17.809,delayed discounting,,2025.1.1,None,2025-11-06 14h36.26.702610 +0530,
67.0,75.0,119.0,64,4,6,t,1.2914977490145247,None,6,4,64,5,240.02423237499897,,240.01549520800472,240.02423237499897,241.0058136669977,241.0058136669977,241.04904283300857,242.29983995802468,t,1.2914977490145247,None,002,001,2025-11-06_14h36.17.809,delayed discounting,,2025.1.1,None,2025-11-06 14h36.26.702610 +0530,
90.0,101.0,190.0,65,5,6,t,1.3318071660178248,None,6,5,65,7,242.31553170800908,,242.30679566701292,242.31553170800908,243.2974232500128,243.2974232500128,243.31481716700364,244.6327060420008,t,1.3318071660178248,None,002,001,2025-11-06_14h36.17.809,delayed discounting,,2025.1.1,None,2025-11-06 14h36.26.702610 +0530,
11.0,30.0,7.0,66,6,6,l,0.9842751240066718,None,6,6,66,0,244.64842608300387,,244.6395790000097,244.64842608300387,245.63078674999997,245.63078674999997,245.6383002079965,246.6164955830027,l,0.9842751240066718,None,002,001,2025-11-06_14h36.17.809,delayed discounting,,2025.1.1,None,2025-11-06 14h36.26.702610 +0530,
9.0,18.0,12.0,67,7,6,l,1.2472376659861766,None,6,7,67,8,246.63229770801263,,246.62403475001338,246.63229770801263,247.61391375001404,247.61391375001404,247.63164158302243,248.86622937500942,l,1.2472376659861766,None,002,001,2025-11-06_14h36.17.809,delayed discounting,,2025.1.1,None,2025-11-06 14h36.26.702610 +0530,
40.0,55.0,62.0,68,8,6,t,1.2570170410035644,None,6,8,68,3,248.8816306250228,,248.8729515419982,248.8816306250228,249.86404362501344,249.86404362501344,249.87137300000177,251.12359020800795,t,1.2570170410035644,None,002,001,2025-11-06_14h36.17.809,delayed discounting,,2025.1.1,None,2025-11-06 14h36.26.702610 +0530,
50.0,69.0,49.0,69,9,6,t,1.1402598739950918,None,6,9,69,9,251.1394256670028,,251.13056679200963,251.1394256670028,252.12183454202022,252.12183454202022,252.13083850001567,253.26684604201,t,1.1402598739950918,None,002,001,2025-11-06_14h36.17.809,delayed discounting,,2025.1.1,None,2025-11-06 14h36.26.702610 +0530,
9.0,18.0,12.0,70,0,7,l,1.3509119160007685,None,7,0,70,8,253.28300049999962,,253.27397062501404,253.28300049999962,254.2639780830068,254.2639780830068,254.28145291699911,255.61697987501975,l,1.3509119160007685,None,002,001,2025-11-06_14h36.17.809,delayed discounting,,2025.1.1,None,2025-11-06 14h36.26.702610 +0530,
49.0,60.0,89.0,71,1,7,t,1.3489491659856867,None,7,1,71,4,255.6345808750193,,255.6242734999978,255.6345808750193,256.6140142500226,256.6140142500226,256.63171241700184,257.9660555419978,t,1.3489491659856867,None,002,001,2025-11-06_14h36.17.809,delayed discounting,,2025.1.1,None,2025-11-06 14h36.26.702610 +0530,
78.0,80.0,162.0,72,2,7,t,0.991595416009659,None,7,2,72,6,257.98368104200927,,257.9741502079996,257.98368104200927,258.96416408300865,258.96416408300865,258.9990004580177,259.9665505000157,t,0.991595416009659,None,002,001,2025-11-06_14h36.17.809,delayed discounting,,2025.1.1,None,2025-11-06 14h36.26.702610 +0530,
67.0,75.0,119.0,73,3,7,t,1.247602082992671,None,7,3,73,5,259.9835631670139,,259.97314391701366,259.9835631670139,260.96442641702015,260.96442641702015,260.98163770799874,262.21651354202186,t,1.247602082992671,None,002,001,2025-11-06_14h36.17.809,delayed discounting,,2025.1.1,None,2025-11-06 14h36.26.702610 +0530,
40.0,55.0,62.0,74,4,7,t,1.4227483330178075,None,7,4,74,3,262.23249837500043,,262.22330020801746,262.23249837500043,263.21398966701236,263.21398966701236,263.23180045801564,264.63943304200075,t,1.4227483330178075,None,002,001,2025-11-06_14h36.17.809,delayed discounting,,2025.1.1,None,2025-11-06 14h36.26.702610 +0530,
50.0,69.0,49.0,75,5,7,t,1.002912041003583,None,7,5,75,9,264.6550661250076,,264.646338999999,264.6550661250076,265.63082633301383,265.63082633301383,265.64836991700577,266.63953916702303,t,1.002912041003583,None,002,001,2025-11-06_14h36.17.809,delayed discounting,,2025.1.1,None,2025-11-06 14h36.26.702610 +0530,
15.0,35.0,13.0,76,6,7,l,1.4158205410058144,None,7,6,76,1,266.65581137500703,,266.64634175001993,266.65581137500703,267.63080970800365,267.63080970800365,267.64774475002196,269.0494410000101,l,1.4158205410058144,None,002,001,2025-11-06_14h36.17.809,delayed discounting,,2025.1.1,None,2025-11-06 14h36.26.702610 +0530,
11.0,30.0,7.0,77,7,7,l,2.0533261239761487,None,7,7,77,0,269.0665523330099,,269.05698054202367,269.0665523330099,270.047316583019,270.047316583019,270.0640320420207,272.1067451670242,l,2.0533261239761487,None,002,001,2025-11-06_14h36.17.809,delayed discounting,,2025.1.1,None,2025-11-06 14h36.26.702610 +0530,
90.0,101.0,190.0,78,8,7,t,1.4362024989968631,None,7,8,78,7,272.12441245801165,,272.1142756670015,272.12441245801165,273.1051567920076,273.1051567920076,273.12149000001955,274.549894374999,t,1.4362024989968631,None,002,001,2025-11-06_14h36.17.809,delayed discounting,,2025.1.1,None,2025-11-06 14h36.26.702610 +0530,
27.0,50.0,21.0,79,9,7,t,1.5199252489837818,None,7,9,79,2,274.5656149999995,,274.5566251670243,274.5656149999995,275.5476194579969,275.5476194579969,275.56441383302445,277.07331454200903,t,1.5199252489837818,None,002,001,2025-11-06_14h36.17.809,delayed discounting,,2025.1.1,None,2025-11-06 14h36.26.702610 +0530,
40.0,55.0,62.0,80,0,8,t,1.2885751660214737,None,8,0,80,3,277.0893139580148,,277.08039558300516,277.0893139580148,278.07293420800124,278.07293420800124,278.09890620800434,279.36639800001285,t,1.2885751660214737,None,002,001,2025-11-06_14h36.17.809,delayed discounting,,2025.1.1,None,2025-11-06 14h36.26.702610 +0530,
9.0,18.0,12.0,81,1,8,l,3.7221700829977635,None,8,1,81,8,279.38277362502413,,279.3736450000142,279.38277362502413,280.3644357500016,280.3644357500016,280.3812893750146,284.0906252920104,l,3.7221700829977635,None,002,001,2025-11-06_14h36.17.809,delayed discounting,,2025.1.1,None,2025-11-06 14h36.26.702610 +0530,
