pos,corr_resp,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,fixation.started,line1.started,line2.started,line3.started,line4.started,fixation.stopped,probe.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,trials_2.key_resp.keys,trials_2.key_resp.corr,trials_2.key_resp.rt,trials_2.key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
50,c,10,2,2,c,1,1.1853800000099,None,2,2,10,2,,,,,29.10110554100538,,29.09521870801109,29.10110554100538,30.0921822500095,30.0921822500095,30.0921822500095,30.0921822500095,30.09849437500816,31.092252416012343,31.092252416012343,32.28408995800419,c,1,1.1853800000099,None,,,,,1,001,2025-10-02_17h12.43.988,motor sequence learning,,2025.1.1,None,2025-10-02 17h13.09.745393 +0530,
-150,z,11,3,2,z,1,1.071212499999092,None,2,3,11,3,,,,,32.29132762500376,,32.284366666004644,32.29132762500376,33.28206808300456,33.28206808300456,33.28206808300456,33.28206808300456,33.28206808300456,34.282200958012254,34.282200958012254,35.36099549999926,z,1,1.071212499999092,None,,,,,1,001,2025-10-02_17h12.43.988,motor sequence learning,,2025.1.1,None,2025-10-02 17h13.09.745393 +0530,
-50,x,12,0,3,x,1,1.2102714579959866,None,3,0,12,0,,,,,35.36671579100948,,35.361219958009315,35.36671579100948,36.35898004101182,36.35898004101182,36.35898004101182,36.35898004101182,36.36437654100882,37.358902208012296,37.358902208012296,38.5775525830104,x,1,1.2102714579959866,None,,,,,1,001,2025-10-02_17h12.43.988,motor sequence learning,,2025.1.1,None,2025-10-02 17h13.09.745393 +0530,
150,v,13,1,3,v,1,1.2946114999940619,None,3,1,13,1,,,,,38.582594541003346,,38.57780533299956,38.582594541003346,39.57572833300219,39.57572833300219,39.57572833300219,39.57572833300219,39.582170708003105,40.57562670799962,40.57562670799962,41.87797179100744,v,1,1.2946114999940619,None,,,,,1,001,2025-10-02_17h12.43.988,motor sequence learning,,2025.1.1,None,2025-10-02 17h13.09.745393 +0530,
50,c,14,2,3,c,1,0.8556384169933153,None,3,2,14,2,,,,,41.88405279100698,,41.8782282910106,41.88405279100698,42.87556370800303,42.87556370800303,42.87556370800303,42.87556370800303,42.88198750000447,43.875604375003604,43.875604375003604,44.73428837500978,c,1,0.8556384169933153,None,,,,,1,001,2025-10-02_17h12.43.988,motor sequence learning,,2025.1.1,None,2025-10-02 17h13.09.745393 +0530,
-150,z,15,3,3,z,1,0.857903416006593,None,3,3,15,3,,,,,44.74128608300816,,44.73457066601259,44.74128608300816,45.73265804100083,45.73265804100083,45.73265804100083,45.73265804100083,45.73265804100083,46.73229075000563,46.73229075000563,47.59459183301078,z,1,0.857903416006593,None,,,,,1,001,2025-10-02_17h12.43.988,motor sequence learning,,2025.1.1,None,2025-10-02 17h13.09.745393 +0530,
-50,x,16,0,4,x,1,1.308745624992298,None,4,0,16,0,,,,,47.59852325000975,,47.594870375003666,47.59852325000975,48.59237170800043,48.59237170800043,48.59237170800043,48.59237170800043,48.59237170800043,49.59232445800444,49.59232445800444,50.91110829100944,x,1,1.308745624992298,None,,,,,1,001,2025-10-02_17h12.43.988,motor sequence learning,,2025.1.1,None,2025-10-02 17h13.09.745393 +0530,
150,v,17,1,4,v,1,0.6558232919924194,None,4,1,17,1,,,,,50.91615645799902,,50.91145808300644,50.91615645799902,51.90904254101042,51.90904254101042,51.90904254101042,51.90904254101042,51.91552370801219,52.909101875004126,52.909101875004126,53.56664370800718,v,1,0.6558232919924194,None,,,,,1,001,2025-10-02_17h12.43.988,motor sequence learning,,2025.1.1,None,2025-10-02 17h13.09.745393 +0530,
50,c,18,2,4,c,1,0.6822945829917444,None,4,2,18,2,,,,,53.57569812500151,,53.56689145800192,53.57569812500151,54.56510691600852,54.56510691600852,54.56510691600852,54.56510691600852,54.56510691600852,55.56467441600398,55.56467441600398,56.250651708003716,c,1,0.6822945829917444,None,,,,,1,001,2025-10-02_17h12.43.988,motor sequence learning,,2025.1.1,None,2025-10-02 17h13.09.745393 +0530,
-150,z,19,3,4,z,1,0.5163771250081481,None,4,3,19,3,,,,,56.25832612501108,,56.25087758300651,56.25832612501108,57.24926683300873,57.24926683300873,57.24926683300873,57.24926683300873,57.24926683300873,58.248482374998275,58.248482374998275,58.76755000000412,z,1,0.5163771250081481,None,,,,,1,001,2025-10-02_17h12.43.988,motor sequence learning,,2025.1.1,None,2025-10-02 17h13.09.745393 +0530,
-50,x,20,0,5,x,1,0.35243979199731257,None,5,0,20,0,,,,,58.77572804100055,,58.767857416009065,58.77572804100055,59.76575445799972,59.76575445799972,59.76575445799972,59.76575445799972,59.76575445799972,60.76534041600826,60.76534041600826,61.12847145801061,x,1,0.35243979199731257,None,,,,,1,001,2025-10-02_17h12.43.988,motor sequence learning,,2025.1.1,None,2025-10-02 17h13.09.745393 +0530,
150,v,21,1,5,v,1,0.3822510830068495,None,5,1,21,1,,,,,61.134864791005384,,61.128784250002354,61.134864791005384,62.1257897910109,62.1257897910109,62.1257897910109,62.1257897910109,62.1322491660103,63.124675166007364,63.124675166007364,63.511299791003694,v,1,0.3822510830068495,None,,,,,1,001,2025-10-02_17h12.43.988,motor sequence learning,,2025.1.1,None,2025-10-02 17h13.09.745393 +0530,
50,c,22,2,5,c,1,0.5106796250038315,None,5,2,22,2,,,,,63.515236999999615,,63.51156391600671,63.515236999999615,64.50903091600048,64.50903091600048,64.50903091600048,64.50903091600048,64.50903091600048,65.50909787500859,65.50909787500859,66.02797408300103,c,1,0.5106796250038315,None,,,,,1,001,2025-10-02_17h12.43.988,motor sequence learning,,2025.1.1,None,2025-10-02 17h13.09.745393 +0530,
-150,z,23,3,5,z,1,0.41695050000271294,None,5,3,23,3,,,,,66.03370600000198,,66.02820479100046,66.03370600000198,67.02577612501045,67.02577612501045,67.02577612501045,67.02577612501045,67.03278987501108,68.02572674999828,68.02572674999828,68.44462129101157,z,1,0.41695050000271294,None,,,,,1,001,2025-10-02_17h12.43.988,motor sequence learning,,2025.1.1,None,2025-10-02 17h13.09.745393 +0530,
-50,x,24,0,6,x,1,0.387993208001717,None,6,0,24,0,,,,,68.44776275000186,,68.44488658300543,68.44776275000186,69.44247362500755,69.44247362500755,69.44247362500755,69.44247362500755,69.44861387500714,70.44253316600225,70.44253316600225,70.83300437500293,x,1,0.387993208001717,None,,,,,1,001,2025-10-02_17h12.43.988,motor sequence learning,,2025.1.1,None,2025-10-02 17h13.09.745393 +0530,
150,v,25,1,6,v,1,0.4425694169913186,None,6,1,25,1,,,,,70.84238450000703,,70.8332122080028,70.84238450000703,71.83170616600546,71.83170616600546,71.83170616600546,71.83170616600546,71.83170616600546,72.83172004100925,72.83172004100925,73.2779703749984,v,1,0.4425694169913186,None,,,,,1,001,2025-10-02_17h12.43.988,motor sequence learning,,2025.1.1,None,2025-10-02 17h13.09.745393 +0530,
50,c,26,2,6,c,1,0.5076492499938468,None,6,2,26,2,,,,,73.28223000001162,,73.27825524999935,73.28223000001162,74.27574825000193,74.27574825000193,74.27574825000193,74.27574825000193,74.281420875006,75.27579966600752,75.27579966600752,75.79473333300848,c,1,0.5076492499938468,None,,,,,1,001,2025-10-02_17h12.43.988,motor sequence learning,,2025.1.1,None,2025-10-02 17h13.09.745393 +0530,
-150,z,27,3,6,z,1,0.4021287919895258,None,6,3,27,3,,,,,75.8009853750118,,75.79499191600189,75.8009853750118,76.79245058300148,76.79245058300148,76.79245058300148,76.79245058300148,76.79895445800503,77.7923735830118,77.7923735830118,78.20061845800956,z,1,0.4021287919895258,None,,,,,1,001,2025-10-02_17h12.43.988,motor sequence learning,,2025.1.1,None,2025-10-02 17h13.09.745393 +0530,
-50,x,28,0,7,x,1,0.3586327910015825,None,7,0,28,0,,,,,78.20805458301038,,78.20090095800697,78.20805458301038,79.19927145801194,79.19927145801194,79.19927145801194,79.19927145801194,79.19927145801194,80.19975954100664,80.19975954100664,80.56148933300574,x,1,0.3586327910015825,None,,,,,1,001,2025-10-02_17h12.43.988,motor sequence learning,,2025.1.1,None,2025-10-02 17h13.09.745393 +0530,
150,v,29,1,7,v,1,0.3482253340043826,None,7,1,29,1,,,,,80.56506604100286,,80.56174687499879,80.56506604100286,81.55911712501256,81.55911712501256,81.55911712501256,81.55911712501256,81.55911712501256,82.55917037501058,82.55917037501058,82.911531500009,v,1,0.3482253340043826,None,,,,,1,001,2025-10-02_17h12.43.988,motor sequence learning,,2025.1.1,None,2025-10-02 17h13.09.745393 +0530,
50,c,30,2,7,c,1,0.4182408329943428,None,7,2,30,2,,,,,82.91536191600608,,82.91177674999926,82.91536191600608,83.90922025000327,83.90922025000327,83.90922025000327,83.90922025000327,83.90922025000327,84.90912275000301,84.90912275000301,85.32856566600094,c,1,0.4182408329943428,None,,,,,1,001,2025-10-02_17h12.43.988,motor sequence learning,,2025.1.1,None,2025-10-02 17h13.09.745393 +0530,
-150,z,31,3,7,z,1,0.34153999999398366,None,7,3,31,3,,,,,85.33260962500935,,85.32888195800479,85.33260962500935,86.32585608299996,86.32585608299996,86.32585608299996,86.32585608299996,86.33186975000717,87.3257768330077,87.3257768330077,87.67778366600396,z,1,0.34153999999398366,None,,,,,1,001,2025-10-02_17h12.43.988,motor sequence learning,,2025.1.1,None,2025-10-02 17h13.09.745393 +0530,
-50,x,32,0,8,x,1,0.3484973749873461,None,8,0,32,0,,,,,87.68266629100253,,87.67802125000162,87.68266629100253,88.67584766600339,88.67584766600339,88.67584766600339,88.67584766600339,88.68155741599912,89.67576541600283,89.67576541600283,90.02794316600193,x,1,0.3484973749873461,None,,,,,1,001,2025-10-02_17h12.43.988,motor sequence learning,,2025.1.1,None,2025-10-02 17h13.09.745393 +0530,
150,v,33,1,8,v,1,0.25726974999997765,None,8,1,33,1,,,,,90.03184320800938,,90.0282294159988,90.03184320800938,91.02582066600735,91.02582066600735,91.02582066600735,91.02582066600735,91.02582066600735,92.02591662500345,92.02591662500345,92.29446533300506,v,1,0.25726974999997765,None,,,,,1,001,2025-10-02_17h12.43.988,motor sequence learning,,2025.1.1,None,2025-10-02 17h13.09.745393 +0530,
50,c,34,2,8,c,1,0.2516911249986151,None,8,2,34,2,,,,,92.29965041601099,,92.29467579101038,92.29965041601099,93.2925848330051,93.2925848330051,93.2925848330051,93.2925848330051,93.2976429160044,94.29244683300203,94.29244683300203,94.55086445801135,c,1,0.2516911249986151,None,,,,,1,001,2025-10-02_17h12.43.988,motor sequence learning,,2025.1.1,None,2025-10-02 17h13.09.745393 +0530,
-150,z,35,3,8,z,1,0.2929731659969548,None,8,3,35,3,,,,,94.55814920800913,,94.55117070800043,94.55814920800913,95.54934458300704,95.54934458300704,95.54934458300704,95.54934458300704,95.54934458300704,96.54910941600974,96.54910941600974,96.84473974999855,z,1,0.2929731659969548,None,,,,,1,001,2025-10-02_17h12.43.988,motor sequence learning,,2025.1.1,None,2025-10-02 17h13.09.745393 +0530,
-50,x,36,0,9,x,1,0.288413665999542,None,9,0,36,0,,,,,96.848486916002,,96.84497637501045,96.848486916002,97.84257695800625,97.84257695800625,97.84257695800625,97.84257695800625,97.84257695800625,98.84267204100615,98.84267204100615,99.13462370799971,x,1,0.288413665999542,None,,,,,1,001,2025-10-02_17h12.43.988,motor sequence learning,,2025.1.1,None,2025-10-02 17h13.09.745393 +0530,
150,v,37,1,9,v,1,0.25783483299892396,None,9,1,37,1,,,,,99.1416774160025,,99.13502724999853,99.1416774160025,100.13255583299906,100.13255583299906,100.13255583299906,100.13255583299906,100.13255583299906,101.13207833300112,101.13207833300112,101.39518962500733,v,1,0.25783483299892396,None,,,,,1,001,2025-10-02_17h12.43.988,motor sequence learning,,2025.1.1,None,2025-10-02 17h13.09.745393 +0530,
50,c,38,2,9,c,1,0.25624004199926276,None,9,2,38,2,,,,,101.40154849999817,,101.39549175000866,101.40154849999817,102.39252595799917,102.39252595799917,102.39252595799917,102.39252595799917,102.39880550000817,103.39256512500287,103.39256512500287,103.650993208008,c,1,0.25624004199926276,None,,,,,1,001,2025-10-02_17h12.43.988,motor sequence learning,,2025.1.1,None,2025-10-02 17h13.09.745393 +0530,
-150,z,39,3,9,z,1,0.2691397080052411,None,9,3,39,3,,,,,103.65923229100008,,103.6512992909993,103.65923229100008,104.64852141600568,104.64852141600568,104.64852141600568,104.64852141600568,104.64852141600568,105.64870375000464,105.64870375000464,105.92797158300527,z,1,0.2691397080052411,None,,,,,1,001,2025-10-02_17h12.43.988,motor sequence learning,,2025.1.1,None,2025-10-02 17h13.09.745393 +0530,
-50,x,40,0,10,x,1,0.25952466699527577,None,10,0,40,0,,,,,105.9339786250057,,105.92819625000993,105.9339786250057,106.92598629101121,106.92598629101121,106.92598629101121,106.92598629101121,106.93236379099835,107.92536162500619,107.92536162500619,108.19478720800544,x,1,0.25952466699527577,None,,,,,1,001,2025-10-02_17h12.43.988,motor sequence learning,,2025.1.1,None,2025-10-02 17h13.09.745393 +0530,
150,v,41,1,10,v,1,0.32521599999745376,None,10,1,41,1,,,,,108.20056854101131,,108.19504883300397,108.20056854101131,109.19254595800885,109.19254595800885,109.19254595800885,109.19254595800885,109.19835279100516,110.19255887500185,110.19255887500185,110.52797200001078,v,1,0.32521599999745376,None,,,,,1,001,2025-10-02_17h12.43.988,motor sequence learning,,2025.1.1,None,2025-10-02 17h13.09.745393 +0530,
50,c,42,2,10,c,1,0.2569285000063246,None,10,2,42,2,,,,,110.53357966600743,,110.52819312500651,110.53357966600743,111.52590054100438,111.52590054100438,111.52590054100438,111.52590054100438,111.53175125000416,112.52592350001214,112.52592350001214,112.78441466600634,c,1,0.2569285000063246,None,,,,,1,001,2025-10-02_17h12.43.988,motor sequence learning,,2025.1.1,None,2025-10-02 17h13.09.745393 +0530,
-150,z,43,3,10,z,1,0.8915040830033831,None,10,3,43,3,,,,,112.7926246660063,,112.78471241600346,112.7926246660063,113.78260166601103,113.78260166601103,113.78260166601103,113.78260166601103,113.78260166601103,114.78223820800486,114.78223820800486,115.6782835410122,z,1,0.8915040830033831,None,,,,,1,001,2025-10-02_17h12.43.988,motor sequence learning,,2025.1.1,None,2025-10-02 17h13.09.745393 +0530,
-50,x,44,0,11,x,1,0.39870320798945613,None,11,0,44,0,,,,,115.68211325000448,,115.67856875000871,115.68211325000448,116.67589958300232,116.67589958300232,116.67589958300232,116.67589958300232,116.67589958300232,117.67594812500465,117.67594812500465,118.07849454101233,x,1,0.39870320798945613,None,,,,,1,001,2025-10-02_17h12.43.988,motor sequence learning,,2025.1.1,None,2025-10-02 17h13.09.745393 +0530,
150,v,45,1,11,v,1,0.2045365420053713,None,11,1,45,1,,,,,118.08227374999842,,118.07876158300496,118.08227374999842,119.07593954099866,119.07593954099866,119.07593954099866,119.07593954099866,119.07593954099866,120.07606554101221,120.07606554101221,120.28486925001198,v,1,0.2045365420053713,None,,,,,1,001,2025-10-02_17h12.43.988,motor sequence learning,,2025.1.1,None,2025-10-02 17h13.09.745393 +0530,
50,c,46,2,11,c,1,0.08017662500787992,None,11,2,46,2,,,,,120.29156366600364,,120.28517575000296,120.29156366600364,121.2827043330035,121.2827043330035,121.2827043330035,121.2827043330035,121.2827043330035,122.2823862080113,122.2823862080113,122.36743500000739,c,1,0.08017662500787992,None,,,,,1,001,2025-10-02_17h12.43.988,motor sequence learning,,2025.1.1,None,2025-10-02 17h13.09.745393 +0530,
-150,z,47,3,11,z,1,0.2674997499998426,None,11,3,47,3,,,,,122.37510295800166,,122.36768491601106,122.37510295800166,123.36508270799823,123.36508270799823,123.36508270799823,123.36508270799823,123.36508270799823,124.36505175000639,124.36505175000639,124.64493754100113,z,1,0.2674997499998426,None,,,,,1,001,2025-10-02_17h12.43.988,motor sequence learning,,2025.1.1,None,2025-10-02 17h13.09.745393 +0530,
-50,x,48,0,12,x,1,0.2808265420026146,None,12,0,48,0,,,,,124.65007800000603,,124.64524658300797,124.65007800000603,125.64273395801138,125.64273395801138,125.64273395801138,125.64273395801138,125.6489402080042,126.64269633300137,126.64269633300137,126.92805524999858,x,1,0.2808265420026146,None,,,,,1,001,2025-10-02_17h12.43.988,motor sequence learning,,2025.1.1,None,2025-10-02 17h13.09.745393 +0530,
150,v,49,1,12,v,1,0.24934466699778568,None,12,1,49,1,,,,,126.9319152500102,,126.92832204099977,126.9319152500102,127.92600520800625,127.92600520800625,127.92600520800625,127.92600520800625,127.93201366600988,128.92607662500814,128.92607662500814,129.17819737500395,v,1,0.24934466699778568,None,,,,,1,001,2025-10-02_17h12.43.988,motor sequence learning,,2025.1.1,None,2025-10-02 17h13.09.745393 +0530,
50,c,50,2,12,c,1,0.2933292500092648,None,12,2,50,2,,,,,129.18196300001,,129.17852600000333,129.18196300001,130.17605366600037,130.17605366600037,130.17605366600037,130.17605366600037,130.18166349999956,131.1759705410077,131.1759705410077,131.4779336250067,c,1,0.2933292500092648,None,,,,,1,001,2025-10-02_17h12.43.988,motor sequence learning,,2025.1.1,None,2025-10-02 17h13.09.745393 +0530,
-150,z,51,3,12,z,1,0.3662831669935258,None,12,3,51,3,,,,,131.48278758300876,,131.47814887500135,131.48278758300876,132.47601541600307,132.47601541600307,132.47601541600307,132.47601541600307,132.4821441660024,133.47604316601064,133.47604316601064,133.84476316600922,z,1,0.3662831669935258,None,,,,,1,001,2025-10-02_17h12.43.988,motor sequence learning,,2025.1.1,None,2025-10-02 17h13.09.745393 +0530,
-50,x,52,0,13,x,1,0.33552866699756123,None,13,0,52,0,,,,,133.84856604100787,,133.8450023750047,133.84856604100787,134.84272462500667,134.84272462500667,134.84272462500667,134.84272462500667,134.84272462500667,135.84268879100273,135.84268879100273,136.18443479100824,x,1,0.33552866699756123,None,,,,,1,001,2025-10-02_17h12.43.988,motor sequence learning,,2025.1.1,None,2025-10-02 17h13.09.745393 +0530,
150,v,53,1,13,v,1,0.3118855829961831,None,13,1,53,1,,,,,136.19163100000878,,136.18474258300557,136.19163100000878,137.18311466601153,137.18311466601153,137.18311466601153,137.18311466601153,137.18311466601153,138.18229337500816,138.18229337500816,138.49517237499822,v,1,0.3118855829961831,None,,,,,1,001,2025-10-02_17h12.43.988,motor sequence learning,,2025.1.1,None,2025-10-02 17h13.09.745393 +0530,
50,c,54,2,13,c,1,0.2906166669999948,None,13,2,54,2,,,,,138.4992182499991,,138.49547616600466,138.4992182499991,139.4927157080092,139.4927157080092,139.4927157080092,139.4927157080092,139.4927157080092,140.49272287500207,140.49272287500207,140.78416833300435,c,1,0.2906166669999948,None,,,,,1,001,2025-10-02_17h12.43.988,motor sequence learning,,2025.1.1,None,2025-10-02 17h13.09.745393 +0530,
-150,z,55,3,13,z,1,0.2961756250006147,None,13,3,55,3,,,,,140.79270945800818,,140.78443591600808,140.79270945800818,141.7829392499989,141.7829392499989,141.7829392499989,141.7829392499989,141.7829392499989,142.7827664159995,142.7827664159995,143.08441049999965,z,1,0.2961756250006147,None,,,,,1,001,2025-10-02_17h12.43.988,motor sequence learning,,2025.1.1,None,2025-10-02 17h13.09.745393 +0530,
-50,x,56,0,14,x,1,0.01733379099459853,None,14,0,56,0,,,,,143.0917106249981,,143.0847115409997,143.0917106249981,144.083056708012,144.083056708012,144.083056708012,144.083056708012,144.083056708012,145.0816125410056,145.0816125410056,145.10027816600632,x,1,0.01733379099459853,None,,,,,1,001,2025-10-02_17h12.43.988,motor sequence learning,,2025.1.1,None,2025-10-02 17h13.09.745393 +0530,
150,v,57,1,14,v,1,0.2634946670004865,None,14,1,57,1,,,,,145.10941925000225,,145.10055183300574,145.10941925000225,146.09865579100733,146.09865579100733,146.09865579100733,146.09865579100733,146.09865579100733,147.0985387910041,147.0985387910041,147.36617791600293,v,1,0.2634946670004865,None,,,,,1,001,2025-10-02_17h12.43.988,motor sequence learning,,2025.1.1,None,2025-10-02 17h13.09.745393 +0530,
50,c,58,2,14,c,1,0.28584954200778157,None,14,2,58,2,,,,,147.37607850000495,,147.36639858300623,147.37607850000495,148.3652490000095,148.3652490000095,148.3652490000095,148.3652490000095,148.3652490000095,149.36510437499965,149.36510437499965,149.66144787501253,c,1,0.28584954200778157,None,,,,,1,001,2025-10-02_17h12.43.988,motor sequence learning,,2025.1.1,None,2025-10-02 17h13.09.745393 +0530,
-150,z,59,3,14,z,1,0.2815766249987064,None,14,3,59,3,,,,,149.66729783300252,,149.66172954101057,149.66729783300252,150.65946237499884,150.65946237499884,150.65946237499884,150.65946237499884,150.6654809580068,151.65940283300006,151.65940283300006,151.94495487499807,z,1,0.2815766249987064,None,,,,,1,001,2025-10-02_17h12.43.988,motor sequence learning,,2025.1.1,None,2025-10-02 17h13.09.745393 +0530,
-50,x,60,0,15,x,1,0.25816970800224226,None,15,0,60,0,,,,,151.94869104100508,,151.94521945800807,151.94869104100508,152.94278858300822,152.94278858300822,152.94278858300822,152.94278858300822,152.94278858300822,153.9427305410063,153.9427305410063,154.21146833300008,x,1,0.25816970800224226,None,,,,,1,001,2025-10-02_17h12.43.988,motor sequence learning,,2025.1.1,None,2025-10-02 17h13.09.745393 +0530,
150,v,61,1,15,v,1,0.23547091700311285,None,15,1,61,1,,,,,154.2162730830023,,154.21172195801046,154.2162730830023,155.20944975000748,155.20944975000748,155.20944975000748,155.20944975000748,155.21594137500506,156.2093752080109,156.2093752080109,156.44951791600033,v,1,0.23547091700311285,None,,,,,1,001,2025-10-02_17h12.43.988,motor sequence learning,,2025.1.1,None,2025-10-02 17h13.09.745393 +0530,
50,c,62,2,15,c,1,0.23845183399680536,None,15,2,62,2,,,,,156.45949945801112,,156.44973379099974,156.45949945801112,157.44887950000702,157.44887950000702,157.44887950000702,157.44887950000702,157.44887950000702,158.4473603330116,158.4473603330116,158.69506758300122,c,1,0.23845183399680536,None,,,,,1,001,2025-10-02_17h12.43.988,motor sequence learning,,2025.1.1,None,2025-10-02 17h13.09.745393 +0530,
-150,z,63,3,15,z,1,0.22094600000127684,None,15,3,63,3,,,,,158.7012663330097,,158.69533312501153,158.7012663330097,159.69276520800486,159.69276520800486,159.69276520800486,159.69276520800486,159.6992892910057,160.69283745800203,160.69283745800203,160.9175801250094,z,1,0.22094600000127684,None,,,,,1,001,2025-10-02_17h12.43.988,motor sequence learning,,2025.1.1,None,2025-10-02 17h13.09.745393 +0530,
-50,x,64,0,16,x,1,0.2686006250005448,None,16,0,64,0,,,,,160.9260822500073,,160.917823374999,160.9260822500073,161.91607987500902,161.91607987500902,161.91607987500902,161.91607987500902,161.91607987500902,162.9160613330023,162.9160613330023,163.19545812500292,x,1,0.2686006250005448,None,,,,,1,001,2025-10-02_17h12.43.988,motor sequence learning,,2025.1.1,None,2025-10-02 17h13.09.745393 +0530,
