pos,corr_resp,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,fixation.started,line1.started,line2.started,line3.started,line4.started,fixation.stopped,probe.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,trials_2.key_resp.keys,trials_2.key_resp.corr,trials_2.key_resp.rt,trials_2.key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
-50,x,12,0,3,x,1,0.25819712498923764,None,3,0,12,0,,,,,27.83438566699624,,27.82599341700552,27.83438566699624,28.826010292003048,28.826010292003048,28.826010292003048,28.826010292003048,28.826010292003048,29.82471687499492,29.82471687499492,30.08527820900781,x,1,0.25819712498923764,None,,,,,5,001,2025-10-02_18h28.59.078,motor sequence learning,,2025.1.1,None,2025-10-02 18h29.26.803622 +0530,
150,v,13,1,3,v,1,0.31581766599265393,None,3,1,13,1,,,,,30.093725124999764,,30.085675499998615,30.093725124999764,31.075913624998066,31.075913624998066,31.075913624998066,31.075913624998066,31.090382499998668,32.084025208998355,32.084025208998355,32.40209862499614,v,1,0.31581766599265393,None,,,,,5,001,2025-10-02_18h28.59.078,motor sequence learning,,2025.1.1,None,2025-10-02 18h29.26.803622 +0530,
50,c,14,2,3,c,1,0.2663389989902498,None,3,2,14,2,,,,,32.40678120900702,,32.40268708400254,32.40678120900702,33.400690499998746,33.400690499998746,33.400690499998746,33.400690499998746,33.40854425000725,34.39942229200096,34.39942229200096,34.66860270900361,c,1,0.2663389989902498,None,,,,,5,001,2025-10-02_18h28.59.078,motor sequence learning,,2025.1.1,None,2025-10-02 18h29.26.803622 +0530,
-150,z,15,3,3,z,1,0.5415405410021776,None,3,3,15,3,,,,,34.67394829199475,,34.66930525000498,34.67394829199475,35.66736708399549,35.66736708399549,35.66736708399549,35.66736708399549,35.67401745899406,36.66724687500391,36.66724687500391,37.2184497499984,z,1,0.5415405410021776,None,,,,,5,001,2025-10-02_18h28.59.078,motor sequence learning,,2025.1.1,None,2025-10-02 18h29.26.803622 +0530,
-50,x,16,0,4,x,1,0.36945862500579096,None,4,0,16,0,,,,,37.22708062500169,,37.21887949999655,37.22708062500169,38.21676862500317,38.21676862500317,38.21676862500317,38.21676862500317,38.2243238749943,39.21720658399863,39.21720658399863,39.59124104199873,x,1,0.36945862500579096,None,,,,,5,001,2025-10-02_18h28.59.078,motor sequence learning,,2025.1.1,None,2025-10-02 18h29.26.803622 +0530,
150,v,17,1,4,v,1,0.2468459579977207,None,4,1,17,1,,,,,39.600982834002934,,39.59182545900694,39.600982834002934,40.58416029199725,40.58416029199725,40.58416029199725,40.58416029199725,40.59193537500687,41.58280095900409,41.58280095900409,41.833833666998544,v,1,0.2468459579977207,None,,,,,5,001,2025-10-02_18h28.59.078,motor sequence learning,,2025.1.1,None,2025-10-02 18h29.26.803622 +0530,
50,c,18,2,4,c,1,0.19169716599571984,None,4,2,18,2,,,,,41.84175449999748,,41.8342548340006,41.84175449999748,42.827151542005595,42.827151542005595,42.827151542005595,42.827151542005595,42.85129641700769,43.8248967499967,43.8248967499967,44.02249808399938,c,1,0.19169716599571984,None,,,,,5,001,2025-10-02_18h28.59.078,motor sequence learning,,2025.1.1,None,2025-10-02 18h29.26.803622 +0530,
-150,z,19,3,4,z,1,0.2362900830048602,None,4,3,19,3,,,,,44.03359341699979,,44.02292645900161,44.03359341699979,45.016292959000566,45.016292959000566,45.016292959000566,45.016292959000566,45.02377991699905,46.016134042001795,46.016134042001795,46.259297084005084,z,1,0.2362900830048602,None,,,,,5,001,2025-10-02_18h28.59.078,motor sequence learning,,2025.1.1,None,2025-10-02 18h29.26.803622 +0530,
-50,x,20,0,5,x,1,0.25298233299690764,None,5,0,20,0,,,,,46.26747945899842,,46.25969395900029,46.26747945899842,47.26033770899812,47.26033770899812,47.26033770899812,47.26033770899812,47.26033770899812,48.258386208995944,48.258386208995944,48.51788233399566,x,1,0.25298233299690764,None,,,,,5,001,2025-10-02_18h28.59.078,motor sequence learning,,2025.1.1,None,2025-10-02 18h29.26.803622 +0530,
150,v,21,1,5,v,1,0.3000461240008008,None,5,1,21,1,,,,,48.526102667005034,,48.518341999995755,48.526102667005034,49.51095808400714,49.51095808400714,49.51095808400714,49.51095808400714,49.534371166999335,50.506381166997016,50.506381166997016,50.808298083997215,v,1,0.3000461240008008,None,,,,,5,001,2025-10-02_18h28.59.078,motor sequence learning,,2025.1.1,None,2025-10-02 18h29.26.803622 +0530,
50,c,22,2,5,c,1,0.2836625830095727,None,5,2,22,2,,,,,50.81659800000489,,50.80871520900109,50.81659800000489,51.80996337499528,51.80996337499528,51.80996337499528,51.80996337499528,51.80996337499528,52.80774908400781,52.80774908400781,53.10174650000408,c,1,0.2836625830095727,None,,,,,5,001,2025-10-02_18h28.59.078,motor sequence learning,,2025.1.1,None,2025-10-02 18h29.26.803622 +0530,
-150,z,23,3,5,z,1,0.4355904580006609,None,5,3,23,3,,,,,53.11007933400106,,53.102314375006245,53.11007933400106,54.100728417004575,54.100728417004575,54.100728417004575,54.100728417004575,54.10734912499902,55.09957062499598,55.09957062499598,55.54114299999492,z,1,0.4355904580006609,None,,,,,5,001,2025-10-02_18h28.59.078,motor sequence learning,,2025.1.1,None,2025-10-02 18h29.26.803622 +0530,
-50,x,24,0,6,x,1,0.7068269989977125,None,6,0,24,0,,,,,55.54952950000006,,55.5415678749996,55.54952950000006,56.54250879200117,56.54250879200117,56.54250879200117,56.54250879200117,56.54250879200117,57.53446012499626,57.53446012499626,58.25193733400374,x,1,0.7068269989977125,None,,,,,5,001,2025-10-02_18h28.59.078,motor sequence learning,,2025.1.1,None,2025-10-02 18h29.26.803622 +0530,
150,v,25,1,6,v,1,0.285076415995718,None,6,1,25,1,,,,,58.260062500005006,,58.25229645900254,58.260062500005006,59.242691999999806,59.242691999999806,59.242691999999806,59.242691999999806,59.24989550000464,60.251054834006936,60.251054834006936,60.53941037500044,v,1,0.285076415995718,None,,,,,5,001,2025-10-02_18h28.59.078,motor sequence learning,,2025.1.1,None,2025-10-02 18h29.26.803622 +0530,
50,c,26,2,6,c,1,0.02763549999508541,None,6,2,26,2,,,,,60.55115358400508,,60.53972349999822,60.55115358400508,61.532961292003165,61.532961292003165,61.532961292003165,61.532961292003165,61.55108824999479,62.533567709004274,62.533567709004274,62.56821145900176,c,1,0.02763549999508541,None,,,,,5,001,2025-10-02_18h28.59.078,motor sequence learning,,2025.1.1,None,2025-10-02 18h29.26.803622 +0530,
-150,z,27,3,6,z,1,0.3758814160100883,None,6,3,27,3,,,,,62.57633895899926,,62.56854491699778,62.57633895899926,63.56006533400796,63.56006533400796,63.56006533400796,63.56006533400796,63.56751616700785,64.55814454199572,64.55814454199572,64.93539983400842,z,1,0.3758814160100883,None,,,,,5,001,2025-10-02_18h28.59.078,motor sequence learning,,2025.1.1,None,2025-10-02 18h29.26.803622 +0530,
-50,x,28,0,7,x,1,2.035312416992383,None,7,0,28,0,,,,,64.94357595899783,,64.93579800000589,64.94357595899783,65.9273780000076,65.9273780000076,65.9273780000076,65.9273780000076,65.93497954199847,66.92567374999635,66.92567374999635,68.96816370899614,x,1,2.035312416992383,None,,,,,5,001,2025-10-02_18h28.59.078,motor sequence learning,,2025.1.1,None,2025-10-02 18h29.26.803622 +0530,
150,v,29,1,7,v,1,0.2641135830053827,None,7,1,29,1,,,,,68.97572362500068,,68.96851120900828,68.97572362500068,69.95874062500661,69.95874062500661,69.95874062500661,69.95874062500661,69.9663633339951,70.95878779199847,70.95878779199847,71.22429508400091,v,1,0.2641135830053827,None,,,,,5,001,2025-10-02_18h28.59.078,motor sequence learning,,2025.1.1,None,2025-10-02 18h29.26.803622 +0530,
50,c,30,2,7,c,1,0.2666290830093203,None,7,2,30,2,,,,,71.2340147089999,,71.22460383399448,71.2340147089999,72.22591049999755,72.22591049999755,72.22591049999755,72.22591049999755,72.22591049999755,73.22531287500169,73.22531287500169,73.50154462500359,c,1,0.2666290830093203,None,,,,,5,001,2025-10-02_18h28.59.078,motor sequence learning,,2025.1.1,None,2025-10-02 18h29.26.803622 +0530,
-150,z,31,3,7,z,1,0.432403416998568,None,7,3,31,3,,,,,73.50866612499522,,73.5018885419995,73.50866612499522,74.4928362500068,74.4928362500068,74.4928362500068,74.4928362500068,74.4999439999956,75.4913630420051,75.4913630420051,75.93590520900034,z,1,0.432403416998568,None,,,,,5,001,2025-10-02_18h28.59.078,motor sequence learning,,2025.1.1,None,2025-10-02 18h29.26.803622 +0530,
-50,x,32,0,8,x,1,0.6386458749911981,None,8,0,32,0,,,,,75.94473000000289,,75.93631950000417,75.94473000000289,76.93359816700104,76.93359816700104,76.93359816700104,76.93359816700104,76.94107116700616,77.93299566699716,77.93299566699716,78.57593037499464,x,1,0.6386458749911981,None,,,,,5,001,2025-10-02_18h28.59.078,motor sequence learning,,2025.1.1,None,2025-10-02 18h29.26.803622 +0530,
150,v,33,1,8,v,1,0.3163558749947697,None,8,1,33,1,,,,,78.60096029199485,,78.5763511670084,78.60096029199485,79.57621395900787,79.57621395900787,79.57621395900787,79.57621395900787,79.59165658400161,80.57538645900786,80.57538645900786,80.9023614589969,v,1,0.3163558749947697,None,,,,,5,001,2025-10-02_18h28.59.078,motor sequence learning,,2025.1.1,None,2025-10-02 18h29.26.803622 +0530,
50,c,34,2,8,c,1,0.3720799580041785,None,8,2,34,2,,,,,80.91066358399985,,80.90279525000369,80.91066358399985,81.89980775000004,81.89980775000004,81.89980775000004,81.89980775000004,81.90724962500099,82.89964150000014,82.89964150000014,83.2747255419963,c,1,0.3720799580041785,None,,,,,5,001,2025-10-02_18h28.59.078,motor sequence learning,,2025.1.1,None,2025-10-02 18h29.26.803622 +0530,
-150,z,35,3,8,z,1,0.41544254099426325,None,8,3,35,3,,,,,83.2836810000008,,83.27517000000807,83.2836810000008,84.26635074999649,84.26635074999649,84.26635074999649,84.26635074999649,84.27381712499482,85.27523391699651,85.27523391699651,85.6917859170062,z,1,0.41544254099426325,None,,,,,5,001,2025-10-02_18h28.59.078,motor sequence learning,,2025.1.1,None,2025-10-02 18h29.26.803622 +0530,
-50,x,36,0,9,x,1,0.2927354999992531,None,9,0,36,0,,,,,85.70135229200241,,85.69218687500688,85.70135229200241,86.6925662499998,86.6925662499998,86.6925662499998,86.6925662499998,86.6925662499998,87.69085287500639,87.69085287500639,87.98536237499502,x,1,0.2927354999992531,None,,,,,5,001,2025-10-02_18h28.59.078,motor sequence learning,,2025.1.1,None,2025-10-02 18h29.26.803622 +0530,
150,v,37,1,9,v,1,0.3105544580030255,None,9,1,37,1,,,,,87.99395487499714,,87.98578566699871,87.99395487499714,88.98331829199742,88.98331829199742,88.98331829199742,88.98331829199742,88.99099483400641,89.9839415000024,89.9839415000024,90.30062541700318,v,1,0.3105544580030255,None,,,,,5,001,2025-10-02_18h28.59.078,motor sequence learning,,2025.1.1,None,2025-10-02 18h29.26.803622 +0530,
50,c,38,2,9,c,1,0.6122691659984412,None,9,2,38,2,,,,,90.30640162499913,,90.30096854199655,90.30640162499913,91.2927533750044,91.2927533750044,91.2927533750044,91.2927533750044,91.29993854199711,92.29211841699725,92.29211841699725,92.9071090840007,c,1,0.6122691659984412,None,,,,,5,001,2025-10-02_18h28.59.078,motor sequence learning,,2025.1.1,None,2025-10-02 18h29.26.803622 +0530,
-150,z,39,3,9,z,1,0.39568016600969713,None,9,3,39,3,,,,,92.91632420899987,,92.90745387499919,92.91632420899987,93.89972416700039,93.89972416700039,93.89972416700039,93.89972416700039,93.90717891699751,94.89974141700077,94.89974141700077,95.30236895900453,z,1,0.39568016600969713,None,,,,,5,001,2025-10-02_18h28.59.078,motor sequence learning,,2025.1.1,None,2025-10-02 18h29.26.803622 +0530,
-50,x,40,0,10,x,1,0.3098120829963591,None,10,0,40,0,,,,,95.31145533399831,,95.3028123749973,95.31145533399831,96.2938058340078,96.2938058340078,96.2938058340078,96.2938058340078,96.30133620899869,97.29964470899722,97.29964470899722,97.61898566699529,x,1,0.3098120829963591,None,,,,,5,001,2025-10-02_18h28.59.078,motor sequence learning,,2025.1.1,None,2025-10-02 18h29.26.803622 +0530,
150,v,41,1,10,v,1,0.2727819159917999,None,10,1,41,1,,,,,97.62673004200042,,97.61942554199777,97.62673004200042,98.61071004200494,98.61071004200494,98.61071004200494,98.61071004200494,98.61830445899977,99.61755012499634,99.61755012499634,99.89132912500645,v,1,0.2727819159917999,None,,,,,5,001,2025-10-02_18h28.59.078,motor sequence learning,,2025.1.1,None,2025-10-02 18h29.26.803622 +0530,
50,c,42,2,10,c,1,0.3121862499974668,None,10,2,42,2,,,,,99.901331999994,,99.89166745900002,99.901331999994,100.88306649999868,100.88306649999868,100.88306649999868,100.88306649999868,100.90138595900498,101.88300720900588,101.88300720900588,102.20171366700379,c,1,0.3121862499974668,None,,,,,5,001,2025-10-02_18h28.59.078,motor sequence learning,,2025.1.1,None,2025-10-02 18h29.26.803622 +0530,
-150,z,43,3,10,z,1,0.9418469999945955,None,10,3,43,3,,,,,102.20966804200725,,102.20216216699919,102.20966804200725,103.1930516249995,103.1930516249995,103.1930516249995,103.1930516249995,103.2005976250075,104.19222479200107,104.19222479200107,105.13492241699714,z,1,0.9418469999945955,None,,,,,5,001,2025-10-02_18h28.59.078,motor sequence learning,,2025.1.1,None,2025-10-02 18h29.26.803622 +0530,
-50,x,44,0,11,x,1,0.3003677499946207,None,11,0,44,0,,,,,105.14013679200434,,105.1352653750073,105.14013679200434,106.12555687500571,106.12555687500571,106.12555687500571,106.12555687500571,106.13315304199932,107.1236326250073,107.1236326250073,107.43532029200287,x,1,0.3003677499946207,None,,,,,5,001,2025-10-02_18h28.59.078,motor sequence learning,,2025.1.1,None,2025-10-02 18h29.26.803622 +0530,
150,v,45,1,11,v,1,0.25611537499935366,None,11,1,45,1,,,,,107.4432459170057,,107.43578425000305,107.4432459170057,108.43437095900299,108.43437095900299,108.43437095900299,108.43437095900299,108.44192374999693,109.43408824999642,109.43408824999642,109.69205250000232,v,1,0.25611537499935366,None,,,,,5,001,2025-10-02_18h28.59.078,motor sequence learning,,2025.1.1,None,2025-10-02 18h29.26.803622 +0530,
50,c,46,2,11,c,1,0.27691733300162014,None,11,2,46,2,,,,,109.7010190840083,,109.69239558400295,109.7010190840083,110.69237354199868,110.69237354199868,110.69237354199868,110.69237354199868,110.69237354199868,111.69104541699926,111.69104541699926,111.97437587499735,c,1,0.27691733300162014,None,,,,,5,001,2025-10-02_18h28.59.078,motor sequence learning,,2025.1.1,None,2025-10-02 18h29.26.803622 +0530,
-150,z,47,3,11,z,1,0.32247308299702127,None,11,3,47,3,,,,,111.983016416998,,111.97472862500581,111.983016416998,112.9664725420007,112.9664725420007,112.9664725420007,112.9664725420007,112.97405566700036,113.96646179200616,113.96646179200616,114.29230108400225,z,1,0.32247308299702127,None,,,,,5,001,2025-10-02_18h28.59.078,motor sequence learning,,2025.1.1,None,2025-10-02 18h29.26.803622 +0530,
-50,x,48,0,12,x,1,0.29689212499943096,None,12,0,48,0,,,,,114.30179541700636,,114.29270241700578,114.30179541700636,115.29372729199531,115.29372729199531,115.29372729199531,115.29372729199531,115.29372729199531,116.28313020900532,116.28313020900532,116.585841084001,x,1,0.29689212499943096,None,,,,,5,001,2025-10-02_18h28.59.078,motor sequence learning,,2025.1.1,None,2025-10-02 18h29.26.803622 +0530,
150,v,49,1,12,v,1,0.28622599999653175,None,12,1,49,1,,,,,116.59435012500035,,116.58634974999586,116.59435012500035,117.5847990839975,117.5847990839975,117.5847990839975,117.5847990839975,117.59300458400685,118.58468174999871,118.58468174999871,118.876389750003,v,1,0.28622599999653175,None,,,,,5,001,2025-10-02_18h28.59.078,motor sequence learning,,2025.1.1,None,2025-10-02 18h29.26.803622 +0530,
50,c,50,2,12,c,1,0.316407790989615,None,12,2,50,2,,,,,118.88547212499543,,118.87682408399996,118.88547212499543,119.87688141700346,119.87688141700346,119.87688141700346,119.87688141700346,119.87688141700346,120.87447883399727,120.87447883399727,121.19212387500738,c,1,0.316407790989615,None,,,,,5,001,2025-10-02_18h28.59.078,motor sequence learning,,2025.1.1,None,2025-10-02 18h29.26.803622 +0530,
-150,z,51,3,12,z,1,0.7874057920125779,None,12,3,51,3,,,,,121.20133799999894,,121.19251000000804,121.20133799999894,122.18313641700661,122.18313641700661,122.18313641700661,122.18313641700661,122.20096825000655,123.19229649999761,123.19229649999761,123.98571120899578,z,1,0.7874057920125779,None,,,,,5,001,2025-10-02_18h28.59.078,motor sequence learning,,2025.1.1,None,2025-10-02 18h29.26.803622 +0530,
-50,x,52,0,13,x,1,0.6073753329983447,None,13,0,52,0,,,,,123.99407841700304,,123.98615129200334,123.99407841700304,124.98375083399878,124.98375083399878,124.98375083399878,124.98375083399878,124.99124116700841,125.98420633400383,125.98420633400383,126.60152312500577,x,1,0.6073753329983447,None,,,,,5,001,2025-10-02_18h28.59.078,motor sequence learning,,2025.1.1,None,2025-10-02 18h29.26.803622 +0530,
150,v,53,1,13,v,1,0.6348681240051519,None,13,1,53,1,,,,,126.60670195899729,,126.60187679200317,126.60670195899729,127.59335991699481,127.59335991699481,127.59335991699481,127.59335991699481,127.60049733400228,128.591835291998,128.591835291998,129.2351009999984,v,1,0.6348681240051519,None,,,,,5,001,2025-10-02_18h28.59.078,motor sequence learning,,2025.1.1,None,2025-10-02 18h29.26.803622 +0530,
50,c,54,2,13,c,1,0.29875883299973793,None,13,2,54,2,,,,,129.24261912499787,,129.23544670900446,129.24261912499787,130.22641004199977,130.22641004199977,130.22641004199977,130.22641004199977,130.23341250000522,131.22576808399754,131.22576808399754,131.52608566700656,c,1,0.29875883299973793,None,,,,,5,001,2025-10-02_18h28.59.078,motor sequence learning,,2025.1.1,None,2025-10-02 18h29.26.803622 +0530,
-150,z,55,3,13,z,1,0.27330579100816976,None,13,3,55,3,,,,,131.53459041699534,,131.52642583400302,131.53459041699534,132.52745304199925,132.52745304199925,132.52745304199925,132.52745304199925,132.52745304199925,133.52415241699782,133.52415241699782,133.80254595899896,z,1,0.27330579100816976,None,,,,,5,001,2025-10-02_18h28.59.078,motor sequence learning,,2025.1.1,None,2025-10-02 18h29.26.803622 +0530,
-50,x,56,0,14,x,1,0.2761044579965528,None,14,0,56,0,,,,,133.81077220900625,,133.80301062500803,133.81077220900625,134.79407516699575,134.79407516699575,134.79407516699575,134.79407516699575,134.80145349999657,135.80133200000273,135.80133200000273,136.08608758400078,x,1,0.2761044579965528,None,,,,,5,001,2025-10-02_18h28.59.078,motor sequence learning,,2025.1.1,None,2025-10-02 18h29.26.803622 +0530,
150,v,57,1,14,v,1,0.2990786250011297,None,14,1,57,1,,,,,136.09432487499726,,136.0865145419957,136.09432487499726,137.08390383400547,137.08390383400547,137.08390383400547,137.08390383400547,137.09121158400376,138.08340262499405,138.08340262499405,138.3849297919951,v,1,0.2990786250011297,None,,,,,5,001,2025-10-02_18h28.59.078,motor sequence learning,,2025.1.1,None,2025-10-02 18h29.26.803622 +0530,
50,c,58,2,14,c,1,0.2396794999949634,None,14,2,58,2,,,,,138.39417858399975,,138.3853727090027,138.39417858399975,139.37664787500398,139.37664787500398,139.37664787500398,139.37664787500398,139.38424291700358,140.3756375840021,140.3756375840021,140.6184109589958,c,1,0.2396794999949634,None,,,,,5,001,2025-10-02_18h28.59.078,motor sequence learning,,2025.1.1,None,2025-10-02 18h29.26.803622 +0530,
-150,z,59,3,14,z,1,0.31578487499791663,None,14,3,59,3,,,,,140.62360150000313,,140.61875183400116,140.62360150000313,141.61057733399502,141.61057733399502,141.61057733399502,141.61057733399502,141.61813941699802,142.61770820899983,142.61770820899983,142.93551483399642,z,1,0.31578487499791663,None,,,,,5,001,2025-10-02_18h28.59.078,motor sequence learning,,2025.1.1,None,2025-10-02 18h29.26.803622 +0530,
-50,x,60,0,15,x,1,0.36791487500886433,None,15,0,60,0,,,,,142.9408327919955,,142.93599187499785,142.9408327919955,143.9344267090055,143.9344267090055,143.9344267090055,143.9344267090055,143.94176474999404,144.93438058400352,144.93438058400352,145.30814983400342,x,1,0.36791487500886433,None,,,,,5,001,2025-10-02_18h28.59.078,motor sequence learning,,2025.1.1,None,2025-10-02 18h29.26.803622 +0530,
150,v,61,1,15,v,1,0.4390979169984348,None,15,1,61,1,,,,,145.31658054199943,,145.3084971250064,145.31658054199943,146.30752029200085,146.30752029200085,146.30752029200085,146.30752029200085,146.30752029200085,147.30811020900728,147.30811020900728,147.75205304200063,v,1,0.4390979169984348,None,,,,,5,001,2025-10-02_18h28.59.078,motor sequence learning,,2025.1.1,None,2025-10-02 18h29.26.803622 +0530,
50,c,62,2,15,c,1,0.572525208001025,None,15,2,62,2,,,,,147.7570870000054,,147.7524728749995,147.7570870000054,148.74505554200732,148.74505554200732,148.74505554200732,148.74505554200732,148.76833454200823,149.74263154200162,149.74263154200162,150.31933091700193,c,1,0.572525208001025,None,,,,,5,001,2025-10-02_18h28.59.078,motor sequence learning,,2025.1.1,None,2025-10-02 18h29.26.803622 +0530,
-150,z,63,3,15,z,1,0.26591562399698887,None,15,3,63,3,,,,,150.32855800000834,,150.31977587500296,150.32855800000834,151.3180851250072,151.3180851250072,151.3180851250072,151.3180851250072,151.32465591700748,152.31725037499564,152.31725037499564,152.58578779200616,z,1,0.26591562399698887,None,,,,,5,001,2025-10-02_18h28.59.078,motor sequence learning,,2025.1.1,None,2025-10-02 18h29.26.803622 +0530,
-50,x,64,0,16,x,1,0.3322303750028368,None,16,0,64,0,,,,,152.5937241250067,,152.58613254199736,152.5937241250067,153.57677091700316,153.57677091700316,153.57677091700316,153.57677091700316,153.58439566699963,154.58492804200796,154.58492804200796,154.919052792,x,1,0.3322303750028368,None,,,,,5,001,2025-10-02_18h28.59.078,motor sequence learning,,2025.1.1,None,2025-10-02 18h29.26.803622 +0530,
