thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
13,0,13,[np.float64(0.05)],[np.float64(-0.2866666666666667)],[1],[0],[0],[0.7394552909972845],[None],13,0,13,0,13.262012084000162,,5,13.25488191700424,13.262012084000162,13.262012084000162,0.009506417001830414,13.994382292003138,[np.float64(0.05)],[np.float64(-0.2866666666666667)],[1],[0],[0],[0.7394552909972845],[None],02,001,2025-10-01_18h58.22.109,visual search,,2025.1.1,None,2025-10-01 18h58.29.146168 +0530,
14,0,14,[np.float64(-0.4116666666666667)],[np.float64(0.09333333333333334)],[1],[0],[0],[0.898980500001926],[None],14,0,14,0,14.02025795901136,,10,14.011775417005992,14.02025795901136,14.02025795901136,0.017242625006474555,14.91080100000545,[np.float64(-0.4116666666666667)],[np.float64(0.09333333333333334)],[1],[0],[0],[0.898980500001926],[None],02,001,2025-10-01_18h58.22.109,visual search,,2025.1.1,None,2025-10-01 18h58.29.146168 +0530,
15,0,15,[np.float64(0.13166666666666665)],[np.float64(-0.4083333333333333)],[1],[0],[0],[1.1569213749899063],['target'],15,0,15,0,14.92687270900933,,5,14.920223000008264,14.92687270900933,14.92687270900933,0.00927287500235252,16.077191042000777,[np.float64(0.13166666666666665)],[np.float64(-0.4083333333333333)],[1],[0],[0],[1.1569213749899063],['target'],02,001,2025-10-01_18h58.22.109,visual search,,2025.1.1,None,2025-10-01 18h58.29.146168 +0530,
16,0,16,[np.float64(0.22666666666666666)],[np.float64(0.2783333333333333)],[1],[0],[0],[1.4578340409934754],[None],16,0,16,0,16.09351500000048,,5,16.086460709004314,16.09351500000048,16.09351500000048,0.00914295800612308,17.544342625013087,[np.float64(0.22666666666666666)],[np.float64(0.2783333333333333)],[1],[0],[0],[1.4578340409934754],[None],02,001,2025-10-01_18h58.22.109,visual search,,2025.1.1,None,2025-10-01 18h58.29.146168 +0530,
17,0,17,[np.float64(-0.3883333333333333)],[np.float64(-0.38666666666666666)],[1],[0],[0],[1.1237467500031926],['target'],17,0,17,0,17.560920750009245,,5,17.554112334008096,17.560920750009245,17.560920750009245,0.009645917001762427,18.67790716700256,[np.float64(-0.3883333333333333)],[np.float64(-0.38666666666666666)],[1],[0],[0],[1.1237467500031926],['target'],02,001,2025-10-01_18h58.22.109,visual search,,2025.1.1,None,2025-10-01 18h58.29.146168 +0530,
18,0,18,[np.float64(0.03166666666666667)],[np.float64(-0.19833333333333333)],[1],[0],[0],[1.1162433329882333],[None],18,0,18,0,18.70407691701257,,10,18.69522429200879,18.70407691701257,18.70407691701257,0.01719654099724721,19.811501167001552,[np.float64(0.03166666666666667)],[np.float64(-0.19833333333333333)],[1],[0],[0],[1.1162433329882333],[None],02,001,2025-10-01_18h58.22.109,visual search,,2025.1.1,None,2025-10-01 18h58.29.146168 +0530,
19,0,19,[np.float64(-0.43)],[np.float64(0.04666666666666667)],[1],[0],[0],[1.2404894170031184],[None],19,0,19,0,19.82748962500773,,5,19.820687167011783,19.82748962500773,19.82748962500773,0.009060124997631647,21.061218500006362,[np.float64(-0.43)],[np.float64(0.04666666666666667)],[1],[0],[0],[1.2404894170031184],[None],02,001,2025-10-01_18h58.22.109,visual search,,2025.1.1,None,2025-10-01 18h58.29.146168 +0530,
20,0,20,[np.float64(0.415)],[np.float64(0.11666666666666667)],[1],[0],[0],[1.0163344590109773],[None],20,0,20,0,21.087234292004723,,10,21.07862708400353,21.087234292004723,21.087234292004723,0.017289416995481588,22.094995042003575,[np.float64(0.415)],[np.float64(0.11666666666666667)],[1],[0],[0],[1.0163344590109773],[None],02,001,2025-10-01_18h58.22.109,visual search,,2025.1.1,None,2025-10-01 18h58.29.146168 +0530,
21,0,21,[np.float64(-0.4866666666666667)],[np.float64(-0.315)],[1],[0],[0],[1.1903393329994287],[None],21,0,21,0,22.11086625000462,,5,22.104202542002895,22.11086625000462,22.11086625000462,0.009064583005965687,23.294583084003534,[np.float64(-0.4866666666666667)],[np.float64(-0.315)],[1],[0],[0],[1.1903393329994287],[None],02,001,2025-10-01_18h58.22.109,visual search,,2025.1.1,None,2025-10-01 18h58.29.146168 +0530,
22,0,22,[np.float64(-0.43833333333333335)],[np.float64(-0.055)],[1],[0],[0],[0.7166687499993714],[None],22,0,22,0,23.321122250010376,,10,23.311786834005034,23.321122250010376,23.321122250010376,0.01709095800470095,24.028490584008978,[np.float64(-0.43833333333333335)],[np.float64(-0.055)],[1],[0],[0],[0.7166687499993714],[None],02,001,2025-10-01_18h58.22.109,visual search,,2025.1.1,None,2025-10-01 18h58.29.146168 +0530,
23,0,23,[np.float64(-0.16166666666666665)],[np.float64(0.025)],[1],[0],[0],[0.9067986250011018],[None],23,0,23,0,24.04397554200841,,5,24.03775141701044,24.04397554200841,24.04397554200841,0.009119708993239328,24.94459108400042,[np.float64(-0.16166666666666665)],[np.float64(0.025)],[1],[0],[0],[0.9067986250011018],[None],02,001,2025-10-01_18h58.22.109,visual search,,2025.1.1,None,2025-10-01 18h58.29.146168 +0530,
24,0,24,[np.float64(0.47)],[np.float64(0.3416666666666667)],[1],[0],[0],[2.067006124998443],[None],24,0,24,0,24.970240750000812,,10,24.961539916999754,24.970240750000812,24.970240750000812,0.01683216700621415,27.028590292000445,[np.float64(0.47)],[np.float64(0.3416666666666667)],[1],[0],[0],[2.067006124998443],[None],02,001,2025-10-01_18h58.22.109,visual search,,2025.1.1,None,2025-10-01 18h58.29.146168 +0530,
25,0,25,[np.float64(-0.37166666666666665)],[np.float64(0.24666666666666667)],[1],[0],[0],[1.0652044169983128],[None],25,0,25,0,27.05448908401013,,10,27.045690334009123,27.05448908401013,27.05448908401013,0.016954207996604964,28.110938500001794,[np.float64(-0.37166666666666665)],[np.float64(0.24666666666666667)],[1],[0],[0],[1.0652044169983128],[None],02,001,2025-10-01_18h58.22.109,visual search,,2025.1.1,None,2025-10-01 18h58.29.146168 +0530,
26,0,26,[np.float64(-0.27666666666666667)],[np.float64(-0.12666666666666668)],[1],[0],[0],[0.8744103329954669],['target'],26,0,26,0,28.12711704200774,,5,28.12016850001237,28.12711704200774,28.12711704200774,0.009081040989258327,28.99462462500378,[np.float64(-0.27666666666666667)],[np.float64(-0.12666666666666668)],[1],[0],[0],[0.8744103329954669],['target'],02,001,2025-10-01_18h58.22.109,visual search,,2025.1.1,None,2025-10-01 18h58.29.146168 +0530,
27,0,27,[np.float64(-0.08666666666666667)],[np.float64(-0.2733333333333333)],[1],[0],[0],[0.7906196669937344],['target'],27,0,27,0,29.010181959005422,,5,29.003962292001233,29.010181959005422,29.010181959005422,0.00918745799572207,29.794621875000303,[np.float64(-0.08666666666666667)],[np.float64(-0.2733333333333333)],[1],[0],[0],[0.7906196669937344],['target'],02,001,2025-10-01_18h58.22.109,visual search,,2025.1.1,None,2025-10-01 18h58.29.146168 +0530,
28,0,28,[np.float64(-0.44166666666666665)],[np.float64(0.08833333333333333)],[1],[0],[0],[0.9565959580068011],[None],28,0,28,0,29.811037292005494,,5,29.80388474999927,29.811037292005494,29.811037292005494,0.009133415995165706,30.76052491700102,[np.float64(-0.44166666666666665)],[np.float64(0.08833333333333333)],[1],[0],[0],[0.9565959580068011],[None],02,001,2025-10-01_18h58.22.109,visual search,,2025.1.1,None,2025-10-01 18h58.29.146168 +0530,
29,0,29,[np.float64(-0.09166666666666666)],[np.float64(-0.1)],[1],[0],[0],[0.9177017089969013],['target'],29,0,29,0,30.78638795900042,,10,30.777777459006757,30.78638795900042,30.78638795900042,0.017131291999248788,31.69551658400451,[np.float64(-0.09166666666666666)],[np.float64(-0.1)],[1],[0],[0],[0.9177017089969013],['target'],02,001,2025-10-01_18h58.22.109,visual search,,2025.1.1,None,2025-10-01 18h58.29.146168 +0530,
30,0,30,[np.float64(0.30833333333333335)],[np.float64(-0.46166666666666667)],[1],[0],[0],[0.9899714170023799],['target'],30,0,30,0,31.711385167000117,,5,31.704880959005095,31.711385167000117,31.711385167000117,0.009195457998430356,32.69489650000469,[np.float64(0.30833333333333335)],[np.float64(-0.46166666666666667)],[1],[0],[0],[0.9899714170023799],['target'],02,001,2025-10-01_18h58.22.109,visual search,,2025.1.1,None,2025-10-01 18h58.29.146168 +0530,
31,0,31,[np.float64(-0.265)],[np.float64(0.18833333333333332)],[1],[0],[0],[1.049754292005673],['target'],31,0,31,0,32.72128875000635,,10,32.71223416700377,32.72128875000635,32.72128875000635,0.017218125009094365,33.76202479201311,[np.float64(-0.265)],[np.float64(0.18833333333333332)],[1],[0],[0],[1.049754292005673],['target'],02,001,2025-10-01_18h58.22.109,visual search,,2025.1.1,None,2025-10-01 18h58.29.146168 +0530,
32,0,32,[np.float64(-0.39666666666666667)],[np.float64(0.45166666666666666)],[1],[0],[0],[1.2161290829972131],[None],32,0,32,0,33.787837959011085,,10,33.779253959000926,33.787837959011085,33.787837959011085,0.01708824999514036,34.995419792001485,[np.float64(-0.39666666666666667)],[np.float64(0.45166666666666666)],[1],[0],[0],[1.2161290829972131],[None],02,001,2025-10-01_18h58.22.109,visual search,,2025.1.1,None,2025-10-01 18h58.29.146168 +0530,
33,0,33,[np.float64(0.20666666666666667)],[np.float64(-0.305)],[1],[0],[0],[1.3568596660043113],['target'],33,0,33,0,35.01116079201165,,5,35.00453054200625,35.01116079201165,35.01116079201165,0.008965208995505236,36.361462917004246,[np.float64(0.20666666666666667)],[np.float64(-0.305)],[1],[0],[0],[1.3568596660043113],['target'],02,001,2025-10-01_18h58.22.109,visual search,,2025.1.1,None,2025-10-01 18h58.29.146168 +0530,
34,0,34,[np.float64(0.39166666666666666)],[np.float64(-0.445)],[1],[0],[0],[1.6240964579919819],[None],34,0,34,0,36.377437500006636,,5,36.37066883400257,36.377437500006636,36.377437500006636,0.00908970899763517,37.99483829201199,[np.float64(0.39166666666666666)],[np.float64(-0.445)],[1],[0],[0],[1.6240964579919819],[None],02,001,2025-10-01_18h58.22.109,visual search,,2025.1.1,None,2025-10-01 18h58.29.146168 +0530,
35,0,35,[np.float64(0.3383333333333333)],[np.float64(-0.4033333333333333)],[1],[0],[0],[0.5496601250051754],[None],35,0,35,0,38.02179066700046,,10,38.01211175000935,38.02179066700046,38.02179066700046,0.017154707995359786,38.561810375002096,[np.float64(0.3383333333333333)],[np.float64(-0.4033333333333333)],[1],[0],[0],[0.5496601250051754],[None],02,001,2025-10-01_18h58.22.109,visual search,,2025.1.1,None,2025-10-01 18h58.29.146168 +0530,
36,0,36,[np.float64(-0.31)],[np.float64(-0.03666666666666667)],[1],[0],[0],[1.2404343750094995],[None],36,0,36,0,38.57798791700043,,5,38.57106516700878,38.57798791700043,38.57798791700043,0.009130374994128942,39.811544125012006,[np.float64(-0.31)],[np.float64(-0.03666666666666667)],[1],[0],[0],[1.2404343750094995],[None],02,001,2025-10-01_18h58.22.109,visual search,,2025.1.1,None,2025-10-01 18h58.29.146168 +0530,
37,0,37,[np.float64(0.16833333333333333)],[np.float64(0.32166666666666666)],[1],[0],[0],[0.8739238749985816],[None],37,0,37,0,39.8275561670016,,5,39.82075500000792,39.8275561670016,39.8275561670016,0.009084417004487477,40.69472600000154,[np.float64(0.16833333333333333)],[np.float64(0.32166666666666666)],[1],[0],[0],[0.8739238749985816],[None],02,001,2025-10-01_18h58.22.109,visual search,,2025.1.1,None,2025-10-01 18h58.29.146168 +0530,
38,0,38,[np.float64(-0.19166666666666668)],[np.float64(-0.37666666666666665)],[1],[0],[0],[1.0073686660034582],['target'],38,0,38,0,40.71043783400091,,5,40.704008167012944,40.71043783400091,40.71043783400091,0.009160458008409478,41.71141816700401,[np.float64(-0.19166666666666668)],[np.float64(-0.37666666666666665)],[1],[0],[0],[1.0073686660034582],['target'],02,001,2025-10-01_18h58.22.109,visual search,,2025.1.1,None,2025-10-01 18h58.29.146168 +0530,
39,0,39,[np.float64(-0.45)],[np.float64(0.16166666666666665)],[1],[0],[0],[0.9411650420079241],[None],39,0,39,0,41.72741325000243,,5,41.72054966700671,41.72741325000243,41.72741325000243,0.009015082992846146,42.661751917010406,[np.float64(-0.45)],[np.float64(0.16166666666666665)],[1],[0],[0],[0.9411650420079241],[None],02,001,2025-10-01_18h58.22.109,visual search,,2025.1.1,None,2025-10-01 18h58.29.146168 +0530,
40,0,40,[np.float64(-0.028333333333333332)],[np.float64(-0.4116666666666667)],[1],[0],[0],[1.4741323339985684],[None],40,0,40,0,42.677697334002005,,5,42.67059745900042,42.677697334002005,42.677697334002005,0.008737500000279397,44.144775834007305,[np.float64(-0.028333333333333332)],[np.float64(-0.4116666666666667)],[1],[0],[0],[1.4741323339985684],[None],02,001,2025-10-01_18h58.22.109,visual search,,2025.1.1,None,2025-10-01 18h58.29.146168 +0530,
41,0,41,[np.float64(0.145)],[np.float64(-0.37333333333333335)],[1],[0],[0],[1.057510041995556],['target'],41,0,41,0,44.16088462500193,,5,44.15410175001307,44.16088462500193,44.16088462500193,0.009201708002365194,45.211655375009286,[np.float64(0.145)],[np.float64(-0.37333333333333335)],[1],[0],[0],[1.057510041995556],['target'],02,001,2025-10-01_18h58.22.109,visual search,,2025.1.1,None,2025-10-01 18h58.29.146168 +0530,
42,0,42,[np.float64(-0.2833333333333333)],[np.float64(-0.185)],[1],[0],[0],[0.84921137499623],['target'],42,0,42,0,45.238354875007644,,10,45.228998834005324,45.238354875007644,45.238354875007644,0.01722374999371823,46.07825254200725,[np.float64(-0.2833333333333333)],[np.float64(-0.185)],[1],[0],[0],[0.84921137499623],['target'],02,001,2025-10-01_18h58.22.109,visual search,,2025.1.1,None,2025-10-01 18h58.29.146168 +0530,
43,0,43,[np.float64(0.44)],[np.float64(-0.235)],[1],[0],[0],[1.4819020830036607],[None],43,0,43,0,46.10523841700342,,10,46.09576700000616,46.10523841700342,46.10523841700342,0.017369459004839882,47.577706625001156,[np.float64(0.44)],[np.float64(-0.235)],[1],[0],[0],[1.4819020830036607],[None],02,001,2025-10-01_18h58.22.109,visual search,,2025.1.1,None,2025-10-01 18h58.29.146168 +0530,
44,0,44,[np.float64(0.42)],[np.float64(0.2966666666666667)],[1],[0],[0],[1.2914238340017619],[None],44,0,44,0,47.593379625002854,,5,47.58694670900877,47.593379625002854,47.593379625002854,0.009100458002649248,48.87841745901096,[np.float64(0.42)],[np.float64(0.2966666666666667)],[1],[0],[0],[1.2914238340017619],[None],02,001,2025-10-01_18h58.22.109,visual search,,2025.1.1,None,2025-10-01 18h58.29.146168 +0530,
45,0,45,[np.float64(-0.37)],[np.float64(-0.31333333333333335)],[1],[0],[0],[1.2329747909971047],[None],45,0,45,0,48.904209334010375,,10,48.89570354200259,48.904209334010375,48.904209334010375,0.01716366699838545,50.12872104201233,[np.float64(-0.37)],[np.float64(-0.31333333333333335)],[1],[0],[0],[1.2329747909971047],[None],02,001,2025-10-01_18h58.22.109,visual search,,2025.1.1,None,2025-10-01 18h58.29.146168 +0530,
46,0,46,[np.float64(0.15666666666666668)],[np.float64(-0.03833333333333333)],[1],[0],[0],[0.8995607079996262],[None],46,0,46,0,50.15439762501046,,10,50.14586945901101,50.15439762501046,50.15439762501046,0.01700779199018143,51.0454740000132,[np.float64(0.15666666666666668)],[np.float64(-0.03833333333333333)],[1],[0],[0],[0.8995607079996262],[None],02,001,2025-10-01_18h58.22.109,visual search,,2025.1.1,None,2025-10-01 18h58.29.146168 +0530,
47,0,47,[np.float64(0.155)],[np.float64(-0.03166666666666667)],[1],[0],[0],[2.14924324999447],[None],47,0,47,0,51.07118862500647,,10,51.0626850000117,51.07118862500647,51.07118862500647,0.01706254101009108,53.211971167009324,[np.float64(0.155)],[np.float64(-0.03166666666666667)],[1],[0],[0],[2.14924324999447],[None],02,001,2025-10-01_18h58.22.109,visual search,,2025.1.1,None,2025-10-01 18h58.29.146168 +0530,
48,0,48,[np.float64(0.19)],[np.float64(-0.11)],[1],[0],[0],[0.7493628340016585],[None],48,0,48,0,53.238444625007105,,10,53.22934029200405,53.238444625007105,53.238444625007105,0.01722537500609178,53.97874791700451,[np.float64(0.19)],[np.float64(-0.11)],[1],[0],[0],[0.7493628340016585],[None],02,001,2025-10-01_18h58.22.109,visual search,,2025.1.1,None,2025-10-01 18h58.29.146168 +0530,
49,0,49,[np.float64(0.4083333333333333)],[np.float64(0.33)],[1],[0],[0],[0.9233957499964163],[None],49,0,49,0,53.995284917007666,,5,53.98818395900889,53.995284917007666,53.995284917007666,0.009281374994316138,54.91162100000656,[np.float64(0.4083333333333333)],[np.float64(0.33)],[1],[0],[0],[0.9233957499964163],[None],02,001,2025-10-01_18h58.22.109,visual search,,2025.1.1,None,2025-10-01 18h58.29.146168 +0530,
50,0,50,[np.float64(0.22333333333333333)],[np.float64(0.07833333333333334)],[1],[0],[0],[0.7828046669892501],[None],50,0,50,0,54.93795329199929,,10,54.92895020901051,54.93795329199929,54.93795329199929,0.0172120830102358,55.7117859590071,[np.float64(0.22333333333333333)],[np.float64(0.07833333333333334)],[1],[0],[0],[0.7828046669892501],[None],02,001,2025-10-01_18h58.22.109,visual search,,2025.1.1,None,2025-10-01 18h58.29.146168 +0530,
51,0,51,[np.float64(0.22333333333333333)],[np.float64(0.07833333333333334)],[1],[0],[0],[1.4074808329896769],[None],51,0,51,0,55.72790479200194,,5,55.72078104200773,55.72790479200194,55.72790479200194,0.008874458013451658,57.12831583400839,[np.float64(0.22333333333333333)],[np.float64(0.07833333333333334)],[1],[0],[0],[1.4074808329896769],[None],02,001,2025-10-01_18h58.22.109,visual search,,2025.1.1,None,2025-10-01 18h58.29.146168 +0530,
52,0,52,[np.float64(-0.25333333333333335)],[np.float64(-0.07666666666666666)],[1],[0],[0],[0.7068518750020303],[None],52,0,52,0,57.14490329200635,,5,57.13786791700113,57.14490329200635,57.14490329200635,0.009412291998160072,57.844755834012176,[np.float64(-0.25333333333333335)],[np.float64(-0.07666666666666666)],[1],[0],[0],[0.7068518750020303],[None],02,001,2025-10-01_18h58.22.109,visual search,,2025.1.1,None,2025-10-01 18h58.29.146168 +0530,
53,0,53,[np.float64(-0.058333333333333334)],[np.float64(-0.20333333333333334)],[1],[0],[0],[1.0344740409927908],[None],53,0,53,0,57.87040708400309,,10,57.861630167011754,57.87040708400309,57.87040708400309,0.01677195800584741,58.89614437500131,[np.float64(-0.058333333333333334)],[np.float64(-0.20333333333333334)],[1],[0],[0],[1.0344740409927908],[None],02,001,2025-10-01_18h58.22.109,visual search,,2025.1.1,None,2025-10-01 18h58.29.146168 +0530,
54,0,54,[np.float64(-0.19166666666666668)],[np.float64(0.041666666666666664)],[1],[0],[0],[1.1064691249921452],[None],54,0,54,0,58.91213679200155,,5,58.90545179200126,58.91213679200155,58.91213679200155,0.009169249999104068,60.011967667000135,[np.float64(-0.19166666666666668)],[np.float64(0.041666666666666664)],[1],[0],[0],[1.1064691249921452],[None],02,001,2025-10-01_18h58.22.109,visual search,,2025.1.1,None,2025-10-01 18h58.29.146168 +0530,
55,0,55,[np.float64(0.15666666666666668)],[np.float64(0.14833333333333334)],[1],[0],[0],[0.98221904199454],[None],55,0,55,0,60.03884029200708,,10,60.029298959008884,60.03884029200708,60.03884029200708,0.0172168330027489,61.01154737500474,[np.float64(0.15666666666666668)],[np.float64(0.14833333333333334)],[1],[0],[0],[0.98221904199454],[None],02,001,2025-10-01_18h58.22.109,visual search,,2025.1.1,None,2025-10-01 18h58.29.146168 +0530,
56,0,56,[np.float64(0.17833333333333334)],[np.float64(-0.32166666666666666)],[1],[0],[0],[1.0005017090006731],[None],56,0,56,0,61.036632667004596,,10,61.028315458999714,61.036632667004596,61.036632667004596,0.016640875008306466,62.02885429200251,[np.float64(0.17833333333333334)],[np.float64(-0.32166666666666666)],[1],[0],[0],[1.0005017090006731],[None],02,001,2025-10-01_18h58.22.109,visual search,,2025.1.1,None,2025-10-01 18h58.29.146168 +0530,
57,0,57,[np.float64(-0.09333333333333334)],[np.float64(0.435)],[1],[0],[0],[1.256686124994303],[None],57,0,57,0,62.044859459012514,,5,62.03793750000477,62.044859459012514,62.044859459012514,0.008943124994402751,63.294665167006315,[np.float64(-0.09333333333333334)],[np.float64(0.435)],[1],[0],[0],[1.256686124994303],[None],02,001,2025-10-01_18h58.22.109,visual search,,2025.1.1,None,2025-10-01 18h58.29.146168 +0530,
58,0,58,[np.float64(-0.15166666666666667)],[np.float64(0.395)],[1],[0],[0],[0.9001752500043949],['target'],58,0,58,0,63.3212089590088,,10,63.31208925000101,63.3212089590088,63.3212089590088,0.017310167007963173,64.21229966700776,[np.float64(-0.15166666666666667)],[np.float64(0.395)],[1],[0],[0],[0.9001752500043949],['target'],02,001,2025-10-01_18h58.22.109,visual search,,2025.1.1,None,2025-10-01 18h58.29.146168 +0530,
59,0,59,[np.float64(0.24)],[np.float64(-0.345)],[1],[0],[0],[1.1649900000047637],['target'],59,0,59,0,64.23860825000156,,10,64.22993941701134,64.23860825000156,64.23860825000156,0.01747941700159572,65.3949680000078,[np.float64(0.24)],[np.float64(-0.345)],[1],[0],[0],[1.1649900000047637],['target'],02,001,2025-10-01_18h58.22.109,visual search,,2025.1.1,None,2025-10-01 18h58.29.146168 +0530,
