thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
38,0,38,[np.float64(-0.19874476987447698)],[np.float64(-0.08054393305439331)],[1],[0],[0],[1.0866475829971023],['target'],38,0,38,0,47.77310037500865,,5,47.764558291004505,47.77310037500865,47.77310037500865,0.013263958011521026,48.851266083001974,[np.float64(-0.19874476987447698)],[np.float64(-0.08054393305439331)],[1],[0],[0],[1.0866475829971023],['target'],05,001,2025-10-01_19h19.01.376,visual search,,2025.1.1,None,2025-10-01 19h19.07.548635 +0530,
39,0,39,[np.float64(-0.23430962343096234)],[np.float64(0.28870292887029286)],[1],[0],[0],[1.1701816249988042],['target'],39,0,39,0,48.87242816601065,,5,48.864003916009096,48.87242816601065,48.87242816601065,0.012566290999529883,50.03424175000691,[np.float64(-0.23430962343096234)],[np.float64(0.28870292887029286)],[1],[0],[0],[1.1701816249988042],['target'],05,001,2025-10-01_19h19.01.376,visual search,,2025.1.1,None,2025-10-01 19h19.07.548635 +0530,
40,0,40,[np.float64(0.45292887029288703)],[np.float64(-0.17782426778242677)],[1],[0],[0],[1.245331416008412],['target'],40,0,40,0,50.065550500003155,,10,50.05462695800816,50.065550500003155,50.065550500003155,0.02021775000321213,51.300001291005174,[np.float64(0.45292887029288703)],[np.float64(-0.17782426778242677)],[1],[0],[0],[1.245331416008412],['target'],05,001,2025-10-01_19h19.01.376,visual search,,2025.1.1,None,2025-10-01 19h19.07.548635 +0530,
41,0,41,[np.float64(-0.09309623430962342)],[np.float64(0.4675732217573222)],[1],[0],[0],[1.9068072499940172],['target'],41,0,41,0,51.330072041004314,,10,51.31943954101007,51.330072041004314,51.330072041004314,0.01927429200441111,53.22629691600741,[np.float64(-0.09309623430962342)],[np.float64(0.4675732217573222)],[1],[0],[0],[1.9068072499940172],['target'],05,001,2025-10-01_19h19.01.376,visual search,,2025.1.1,None,2025-10-01 19h19.07.548635 +0530,
42,0,42,[np.float64(-0.18723849372384938)],[np.float64(0.15585774058577406)],[1],[0],[0],[1.1075367500016],['target'],42,0,42,0,53.253435875012656,,10,53.24317216601048,53.253435875012656,53.253435875012656,0.016739915998186916,54.350754416009295,[np.float64(-0.18723849372384938)],[np.float64(0.15585774058577406)],[1],[0],[0],[1.1075367500016],['target'],05,001,2025-10-01_19h19.01.376,visual search,,2025.1.1,None,2025-10-01 19h19.07.548635 +0530,
43,0,43,[np.float64(-0.350418410041841)],[np.float64(-0.35355648535564854)],[1],[0],[0],[1.614543625008082],['target'],43,0,43,0,54.38045112500549,,10,54.36994716600748,54.38045112500549,54.38045112500549,0.01902729200082831,55.984535041003255,[np.float64(-0.350418410041841)],[np.float64(-0.35355648535564854)],[1],[0],[0],[1.614543625008082],['target'],05,001,2025-10-01_19h19.01.376,visual search,,2025.1.1,None,2025-10-01 19h19.07.548635 +0530,
44,0,44,[np.float64(-0.08577405857740586)],[np.float64(-0.4121338912133891)],[1],[0],[0],[0.9969553330010967],['target'],44,0,44,0,56.01349520801159,,10,56.0029612500075,56.01349520801159,56.01349520801159,0.0182390420086449,56.999957375010126,[np.float64(-0.08577405857740586)],[np.float64(-0.4121338912133891)],[1],[0],[0],[0.9969553330010967],['target'],05,001,2025-10-01_19h19.01.376,visual search,,2025.1.1,None,2025-10-01 19h19.07.548635 +0530,
45,0,45,[np.float64(-0.3723849372384937)],[np.float64(0.39748953974895396)],[1],[0],[0],[1.440497375006089],['target'],45,0,45,0,57.01862591601093,,5,57.01055025000824,57.01862591601093,57.01862591601093,0.010428290988784283,58.45109970800695,[np.float64(-0.3723849372384937)],[np.float64(0.39748953974895396)],[1],[0],[0],[1.440497375006089],['target'],05,001,2025-10-01_19h19.01.376,visual search,,2025.1.1,None,2025-10-01 19h19.07.548635 +0530,
46,0,46,[np.float64(0.4246861924686193)],[np.float64(0.27615062761506276)],[1],[0],[0],[1.6462531249999302],['target'],46,0,46,0,58.48240237501159,,10,58.47106520801026,58.48240237501159,58.48240237501159,0.01982175000011921,60.117356750008184,[np.float64(0.4246861924686193)],[np.float64(0.27615062761506276)],[1],[0],[0],[1.6462531249999302],['target'],05,001,2025-10-01_19h19.01.376,visual search,,2025.1.1,None,2025-10-01 19h19.07.548635 +0530,
47,0,47,[np.float64(0.36610878661087864)],[np.float64(0.32426778242677823)],[1],[0],[0],[1.5328205000114394],['target'],47,0,47,0,60.145481291008764,,10,60.13572920800652,60.145481291008764,60.145481291008764,0.01820529199903831,61.66859804101114,[np.float64(0.36610878661087864)],[np.float64(0.32426778242677823)],[1],[0],[0],[1.5328205000114394],['target'],05,001,2025-10-01_19h19.01.376,visual search,,2025.1.1,None,2025-10-01 19h19.07.548635 +0530,
48,0,48,[np.float64(-0.14958158995815898)],[np.float64(-0.3117154811715481)],[1],[0],[0],[1.1883960830018623],['target'],48,0,48,0,61.687649541010614,,5,61.679487625006004,61.687649541010614,61.687649541010614,0.010717083001509309,62.86794187501073,[np.float64(-0.14958158995815898)],[np.float64(-0.3117154811715481)],[1],[0],[0],[1.1883960830018623],['target'],05,001,2025-10-01_19h19.01.376,visual search,,2025.1.1,None,2025-10-01 19h19.07.548635 +0530,
49,0,49,[np.float64(-0.4341004184100418)],[np.float64(0.0198744769874477)],[1],[0],[0],[0.9029212500026915],['target'],49,0,49,0,62.88956458300527,,5,62.8807781659998,62.88956458300527,62.88956458300527,0.012663000001339242,63.78375704100472,[np.float64(-0.4341004184100418)],[np.float64(0.0198744769874477)],[1],[0],[0],[0.9029212500026915],['target'],05,001,2025-10-01_19h19.01.376,visual search,,2025.1.1,None,2025-10-01 19h19.07.548635 +0530,
50,0,50,[np.float64(-0.27615062761506276)],[np.float64(-0.4351464435146444)],[1],[0],[0],[1.6368351669952972],['target'],50,0,50,0,63.80566154100234,,5,63.797006375010824,63.80566154100234,63.80566154100234,0.013081791999866255,65.43389733300137,[np.float64(-0.27615062761506276)],[np.float64(-0.4351464435146444)],[1],[0],[0],[1.6368351669952972],['target'],05,001,2025-10-01_19h19.01.376,visual search,,2025.1.1,None,2025-10-01 19h19.07.548635 +0530,
51,0,51,[np.float64(0.1412133891213389)],[np.float64(0.4100418410041841)],[1],[0],[0],[1.7281099169922527],['target'],51,0,51,0,65.46650570801285,,10,65.4556900000025,65.46650570801285,65.46650570801285,0.021626166999340057,67.18383337500563,[np.float64(0.1412133891213389)],[np.float64(0.4100418410041841)],[1],[0],[0],[1.7281099169922527],['target'],05,001,2025-10-01_19h19.01.376,visual search,,2025.1.1,None,2025-10-01 19h19.07.548635 +0530,
52,0,52,[np.float64(-0.47280334728033474)],[np.float64(-0.4330543933054393)],[1],[0],[0],[1.2577224999986356],['target'],52,0,52,0,67.20175725000445,,5,67.19374329100538,67.20175725000445,67.20175725000445,0.009770042001036927,68.45152541600692,[np.float64(-0.47280334728033474)],[np.float64(-0.4330543933054393)],[1],[0],[0],[1.2577224999986356],['target'],05,001,2025-10-01_19h19.01.376,visual search,,2025.1.1,None,2025-10-01 19h19.07.548635 +0530,
53,0,53,[np.float64(0.252092050209205)],[np.float64(-0.08891213389121339)],[1],[0],[0],[1.6597340419975808],['target'],53,0,53,0,68.4850165000098,,10,68.47417425000458,68.4850165000098,68.4850165000098,0.02248208300443366,70.13394487500773,[np.float64(0.252092050209205)],[np.float64(-0.08891213389121339)],[1],[0],[0],[1.6597340419975808],['target'],05,001,2025-10-01_19h19.01.376,visual search,,2025.1.1,None,2025-10-01 19h19.07.548635 +0530,
54,0,54,[np.float64(-0.23744769874476987)],[np.float64(0.45292887029288703)],[1],[0],[0],[1.8314490830089198],['target'],54,0,54,0,70.16240137501154,,10,70.1522455830127,70.16240137501154,70.16240137501154,0.018139291991246864,71.98373433300003,[np.float64(-0.23744769874476987)],[np.float64(0.45292887029288703)],[1],[0],[0],[1.8314490830089198],['target'],05,001,2025-10-01_19h19.01.376,visual search,,2025.1.1,None,2025-10-01 19h19.07.548635 +0530,
55,0,55,[np.float64(-0.200836820083682)],[np.float64(0.2186192468619247)],[1],[0],[0],[0.9063376670092111],['target'],55,0,55,0,72.0015787500015,,5,71.99352250000811,72.0015787500015,72.0015787500015,0.009647083992604166,72.89993350001168,[np.float64(-0.200836820083682)],[np.float64(0.2186192468619247)],[1],[0],[0],[0.9063376670092111],['target'],05,001,2025-10-01_19h19.01.376,visual search,,2025.1.1,None,2025-10-01 19h19.07.548635 +0530,
56,0,56,[np.float64(-0.4916317991631799)],[np.float64(-0.3305439330543933)],[1],[0],[0],[1.2883794590015896],['target'],56,0,56,0,72.92057395800657,,5,72.91202566600987,72.92057395800657,72.92057395800657,0.011911249996046536,74.20045462501002,[np.float64(-0.4916317991631799)],[np.float64(-0.3305439330543933)],[1],[0],[0],[1.2883794590015896],['target'],05,001,2025-10-01_19h19.01.376,visual search,,2025.1.1,None,2025-10-01 19h19.07.548635 +0530,
57,0,57,[np.float64(-0.41527196652719667)],[np.float64(0.41736401673640167)],[1],[0],[0],[1.1380210000061197],['target'],57,0,57,0,74.22031670800061,,5,74.21204854101234,74.22031670800061,74.22031670800061,0.01144041599764023,75.35011675000715,[np.float64(-0.41527196652719667)],[np.float64(0.41736401673640167)],[1],[0],[0],[1.1380210000061197],['target'],05,001,2025-10-01_19h19.01.376,visual search,,2025.1.1,None,2025-10-01 19h19.07.548635 +0530,
