thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
58,0,58,[np.float64(0.03556485355648536)],[np.float64(-0.1799163179916318)],[1],[0],[0],[0.8146192499989411],[None],58,0,58,0,69.24345754199021,,10,69.23299874999793,69.24345754199021,69.24345754199021,0.018085333998897113,70.0476701669977,[np.float64(0.03556485355648536)],[np.float64(-0.1799163179916318)],[1],[0],[0],[0.8146192499989411],[None],03,001,2025-10-01_19h03.25.185,visual search,,2025.1.1,None,2025-10-01 19h03.31.469254 +0530,
59,0,59,[np.float64(0.4027196652719665)],[np.float64(0.41422594142259417)],[1],[0],[0],[1.3243037500069477],[None],59,0,59,0,70.06666379199305,,5,70.05859291699016,70.06666379199305,70.06666379199305,0.010765166996861808,71.38295095799549,[np.float64(0.4027196652719665)],[np.float64(0.41422594142259417)],[1],[0],[0],[1.3243037500069477],[None],03,001,2025-10-01_19h03.25.185,visual search,,2025.1.1,None,2025-10-01 19h03.31.469254 +0530,
60,0,60,[np.float64(-0.10774058577405858)],[np.float64(0.3106694560669456)],[1],[0],[0],[1.1627926669898443],[None],60,0,60,0,71.41285020799842,,10,71.40260216699971,71.41285020799842,71.41285020799842,0.019517125008860603,72.565437207988,[np.float64(-0.10774058577405858)],[np.float64(0.3106694560669456)],[1],[0],[0],[1.1627926669898443],[None],03,001,2025-10-01_19h03.25.185,visual search,,2025.1.1,None,2025-10-01 19h03.31.469254 +0530,
61,0,61,[np.float64(-0.11715481171548117)],[np.float64(0.2186192468619247)],[1],[0],[0],[0.6242709579964867],[None],61,0,61,0,72.58380174999184,,5,72.57562212499033,72.58380174999184,72.58380174999184,0.010044834009022452,73.19995154198841,[np.float64(-0.11715481171548117)],[np.float64(0.2186192468619247)],[1],[0],[0],[0.6242709579964867],[None],03,001,2025-10-01_19h03.25.185,visual search,,2025.1.1,None,2025-10-01 19h03.31.469254 +0530,
62,0,62,[np.float64(-0.1412133891213389)],[np.float64(-0.06694560669456066)],[1],[0],[0],[0.7548651249962859],['target'],62,0,62,0,73.22010741700069,,5,73.21154508298787,73.22010741700069,73.22010741700069,0.011453625003923662,73.96647883299738,[np.float64(-0.1412133891213389)],[np.float64(-0.06694560669456066)],[1],[0],[0],[0.7548651249962859],['target'],03,001,2025-10-01_19h03.25.185,visual search,,2025.1.1,None,2025-10-01 19h03.31.469254 +0530,
63,0,63,[np.float64(-0.4801255230125523)],[np.float64(0.40481171548117156)],[1],[0],[0],[0.9858387080021203],[None],63,0,63,0,73.98853458299709,,5,73.9798967079987,73.98853458299709,73.98853458299709,0.013256499994895421,74.96578904199123,[np.float64(-0.4801255230125523)],[np.float64(0.40481171548117156)],[1],[0],[0],[0.9858387080021203],[None],03,001,2025-10-01_19h03.25.185,visual search,,2025.1.1,None,2025-10-01 19h03.31.469254 +0530,
64,0,64,[np.float64(0.34205020920502094)],[np.float64(0.3619246861924686)],[1],[0],[0],[1.1035333330073627],[None],64,0,64,0,74.98630495800171,,5,74.97747266700026,74.98630495800171,74.98630495800171,0.011549207993084565,76.08105854199675,[np.float64(0.34205020920502094)],[np.float64(0.3619246861924686)],[1],[0],[0],[1.1035333330073627],[None],03,001,2025-10-01_19h03.25.185,visual search,,2025.1.1,None,2025-10-01 19h03.31.469254 +0530,
65,0,65,[np.float64(0.33472803347280333)],[np.float64(0.14644351464435146)],[1],[0],[0],[0.998946583000361],[None],65,0,65,0,76.11093658299069,,10,76.10038316699502,76.11093658299069,76.11093658299069,0.01919758299482055,77.09938254200097,[np.float64(0.33472803347280333)],[np.float64(0.14644351464435146)],[1],[0],[0],[0.998946583000361],[None],03,001,2025-10-01_19h03.25.185,visual search,,2025.1.1,None,2025-10-01 19h03.31.469254 +0530,
66,0,66,[np.float64(0.4309623430962343)],[np.float64(-0.15481171548117154)],[1],[0],[0],[0.8632405410025967],[None],66,0,66,0,77.12889695799095,,10,77.11852554199868,77.12889695799095,77.12889695799095,0.01898020799853839,77.98181370800012,[np.float64(0.4309623430962343)],[np.float64(-0.15481171548117154)],[1],[0],[0],[0.8632405410025967],[None],03,001,2025-10-01_19h03.25.185,visual search,,2025.1.1,None,2025-10-01 19h03.31.469254 +0530,
67,0,67,[np.float64(-0.2594142259414226)],[np.float64(0.41841004184100417)],[1],[0],[0],[1.3322459170012735],[None],67,0,67,0,78.01181641699804,,10,78.00012420798885,78.01181641699804,78.01181641699804,0.01816099999996368,79.33242058299948,[np.float64(-0.2594142259414226)],[np.float64(0.41841004184100417)],[1],[0],[0],[1.3322459170012735],[None],03,001,2025-10-01_19h03.25.185,visual search,,2025.1.1,None,2025-10-01 19h03.31.469254 +0530,
68,0,68,[np.float64(0.4320083682008368)],[np.float64(0.27510460251046026)],[1],[0],[0],[1.0812692500039702],[None],68,0,68,0,79.36087862499699,,10,79.3509856669989,79.36087862499699,79.36087862499699,0.01842095899337437,80.432313332989,[np.float64(0.4320083682008368)],[np.float64(0.27510460251046026)],[1],[0],[0],[1.0812692500039702],[None],03,001,2025-10-01_19h03.25.185,visual search,,2025.1.1,None,2025-10-01 19h03.31.469254 +0530,
69,0,69,[np.float64(-0.17677824267782427)],[np.float64(0.348326359832636)],[1],[0],[0],[1.0896385420055594],[None],69,0,69,0,80.4513888329966,,5,80.44308237500081,80.4513888329966,80.4513888329966,0.01060337500530295,81.53277537498798,[np.float64(-0.17677824267782427)],[np.float64(0.348326359832636)],[1],[0],[0],[1.0896385420055594],[None],03,001,2025-10-01_19h03.25.185,visual search,,2025.1.1,None,2025-10-01 19h03.31.469254 +0530,
70,0,70,[np.float64(0.4205020920502092)],[np.float64(-0.20188284518828453)],[1],[0],[0],[1.8469252500071889],[None],70,0,70,0,81.56290745799197,,10,81.55240737499844,81.56290745799197,81.56290745799197,0.019501999995554797,83.39937633299269,[np.float64(0.4205020920502092)],[np.float64(-0.20188284518828453)],[1],[0],[0],[1.8469252500071889],[None],03,001,2025-10-01_19h03.25.185,visual search,,2025.1.1,None,2025-10-01 19h03.31.469254 +0530,
71,0,71,[np.float64(0.038702928870292884)],[np.float64(-0.0700836820083682)],[1],[0],[0],[0.791704999996],[None],71,0,71,0,83.41817704199639,,5,83.41002045798814,83.41817704199639,83.41817704199639,0.010504749996471219,84.20180620798783,[np.float64(0.038702928870292884)],[np.float64(-0.0700836820083682)],[1],[0],[0],[0.791704999996],[None],03,001,2025-10-01_19h03.25.185,visual search,,2025.1.1,None,2025-10-01 19h03.31.469254 +0530,
72,0,72,[np.float64(-0.3985355648535565)],[np.float64(-0.08577405857740586)],[1],[0],[0],[0.808022915996844],[None],72,0,72,0,84.23431499999424,,10,84.2234074579901,84.23431499999424,84.23431499999424,0.02141825000580866,85.03147158298816,[np.float64(-0.3985355648535565)],[np.float64(-0.08577405857740586)],[1],[0],[0],[0.808022915996844],[None],03,001,2025-10-01_19h03.25.185,visual search,,2025.1.1,None,2025-10-01 19h03.31.469254 +0530,
73,0,73,[np.float64(0.38284518828451886)],[np.float64(-0.46234309623430964)],[1],[0],[0],[1.3082922079920536],[None],73,0,73,0,85.04962208299548,,5,85.04115183299291,85.04962208299548,85.04962208299548,0.009542875006445684,86.34953858298832,[np.float64(0.38284518828451886)],[np.float64(-0.46234309623430964)],[1],[0],[0],[1.3082922079920536],[None],03,001,2025-10-01_19h03.25.185,visual search,,2025.1.1,None,2025-10-01 19h03.31.469254 +0530,
74,0,74,[np.float64(0.04079497907949791)],[np.float64(0.2301255230125523)],[1],[0],[0],[0.7451385830063373],['target'],74,0,74,0,86.38243958300154,,10,86.3716462500015,86.38243958300154,86.38243958300154,0.021881832988583483,87.1168335830007,[np.float64(0.04079497907949791)],[np.float64(0.2301255230125523)],[1],[0],[0],[0.7451385830063373],['target'],03,001,2025-10-01_19h03.25.185,visual search,,2025.1.1,None,2025-10-01 19h03.31.469254 +0530,
75,0,75,[np.float64(0.3901673640167364)],[np.float64(0.4696652719665272)],[1],[0],[0],[1.3523079169972334],['target'],75,0,75,0,87.14610891698976,,10,87.1353010419989,87.14610891698976,87.14610891698976,0.018310791012481786,88.48765458299022,[np.float64(0.3901673640167364)],[np.float64(0.4696652719665272)],[1],[0],[0],[1.3523079169972334],['target'],03,001,2025-10-01_19h03.25.185,visual search,,2025.1.1,None,2025-10-01 19h03.31.469254 +0530,
76,0,76,[np.float64(0.25313807531380755)],[np.float64(0.15271966527196654)],[1],[0],[0],[0.9030952090106439],[None],76,0,76,0,88.50537600000098,,5,88.49783749999187,88.50537600000098,88.50537600000098,0.010042916008387692,89.4010083329922,[np.float64(0.25313807531380755)],[np.float64(0.15271966527196654)],[1],[0],[0],[0.9030952090106439],[None],03,001,2025-10-01_19h03.25.185,visual search,,2025.1.1,None,2025-10-01 19h03.31.469254 +0530,
77,0,77,[np.float64(0.38702928870292885)],[np.float64(0.05439330543933055)],[1],[0],[0],[0.9854745829943568],['target'],77,0,77,0,89.42316291699535,,5,89.41440399999556,89.42316291699535,89.42316291699535,0.013231374992756173,90.3999472919968,[np.float64(0.38702928870292885)],[np.float64(0.05439330543933055)],[1],[0],[0],[0.9854745829943568],['target'],03,001,2025-10-01_19h03.25.185,visual search,,2025.1.1,None,2025-10-01 19h03.31.469254 +0530,
78,0,78,[np.float64(0.25732217573221755)],[np.float64(0.3106694560669456)],[1],[0],[0],[0.8364055830024881],['target'],78,0,78,0,90.42075620799733,,5,90.41211070799909,90.42075620799733,90.42075620799733,0.011997666006209329,91.24857404199429,[np.float64(0.25732217573221755)],[np.float64(0.3106694560669456)],[1],[0],[0],[0.8364055830024881],['target'],03,001,2025-10-01_19h03.25.185,visual search,,2025.1.1,None,2025-10-01 19h03.31.469254 +0530,
79,0,79,[np.float64(0.12761506276150628)],[np.float64(-0.19874476987447698)],[1],[0],[0],[1.1070958329946734],[None],79,0,79,0,91.26750399998855,,5,91.2591093749943,91.26750399998855,91.26750399998855,0.010375666999607347,92.36626383299881,[np.float64(0.12761506276150628)],[np.float64(-0.19874476987447698)],[1],[0],[0],[1.1070958329946734],[None],03,001,2025-10-01_19h03.25.185,visual search,,2025.1.1,None,2025-10-01 19h03.31.469254 +0530,
80,0,80,[np.float64(0.45502092050209203)],[np.float64(0.19665271966527198)],[1],[0],[0],[1.3355218749929918],['target'],80,0,80,0,92.38777066698822,,5,92.37904824998986,92.38777066698822,92.38777066698822,0.012650624994421378,93.71462383298785,[np.float64(0.45502092050209203)],[np.float64(0.19665271966527198)],[1],[0],[0],[1.3355218749929918],['target'],03,001,2025-10-01_19h03.25.185,visual search,,2025.1.1,None,2025-10-01 19h03.31.469254 +0530,
81,0,81,[np.float64(0.09937238493723849)],[np.float64(0.401673640167364)],[1],[0],[0],[1.048695833000238],[None],81,0,81,0,93.74315862500225,,10,93.73261533299228,93.74315862500225,93.74315862500225,0.017870542011223733,94.78135508298874,[np.float64(0.09937238493723849)],[np.float64(0.401673640167364)],[1],[0],[0],[1.048695833000238],[None],03,001,2025-10-01_19h03.25.185,visual search,,2025.1.1,None,2025-10-01 19h03.31.469254 +0530,
82,0,82,[np.float64(0.011506276150627616)],[np.float64(-0.2918410041841004)],[1],[0],[0],[1.3326223329931963],[None],82,0,82,0,94.81018633299391,,10,94.79953462499543,94.81018633299391,94.81018633299391,0.018041625007754192,96.13220858298882,[np.float64(0.011506276150627616)],[np.float64(-0.2918410041841004)],[1],[0],[0],[1.3326223329931963],[None],03,001,2025-10-01_19h03.25.185,visual search,,2025.1.1,None,2025-10-01 19h03.31.469254 +0530,
83,0,83,[np.float64(0.0596234309623431)],[np.float64(-0.4131799163179916)],[1],[0],[0],[1.44084241699602],[None],83,0,83,0,96.15030341700185,,5,96.14260779198958,96.15030341700185,96.15030341700185,0.010235374997137114,97.58352541699423,[np.float64(0.0596234309623431)],[np.float64(-0.4131799163179916)],[1],[0],[0],[1.44084241699602],[None],03,001,2025-10-01_19h03.25.185,visual search,,2025.1.1,None,2025-10-01 19h03.31.469254 +0530,
84,0,84,[np.float64(-0.35355648535564854)],[np.float64(-0.07322175732217573)],[1],[0],[0],[1.1961509160028072],[None],84,0,84,0,97.61385504200007,,10,97.60273062498891,97.61385504200007,97.61385504200007,0.019064499996602535,98.79892620799365,[np.float64(-0.35355648535564854)],[np.float64(-0.07322175732217573)],[1],[0],[0],[1.1961509160028072],[None],03,001,2025-10-01_19h03.25.185,visual search,,2025.1.1,None,2025-10-01 19h03.31.469254 +0530,
85,0,85,[np.float64(0.2217573221757322)],[np.float64(0.25732217573221755)],[1],[0],[0],[1.4401479170046514],[None],85,0,85,0,98.81726024999807,,5,98.8091330419993,98.81726024999807,98.81726024999807,0.010064959002193063,100.24933924998913,[np.float64(0.2217573221757322)],[np.float64(0.25732217573221755)],[1],[0],[0],[1.4401479170046514],[None],03,001,2025-10-01_19h03.25.185,visual search,,2025.1.1,None,2025-10-01 19h03.31.469254 +0530,
86,0,86,[np.float64(0.009414225941422594)],[np.float64(-0.4246861924686193)],[1],[0],[0],[1.5799738339992473],['target'],86,0,86,0,100.28032787499251,,10,100.2692121250002,100.28032787499251,100.28032787499251,0.019738540999242105,101.84923833300127,[np.float64(0.009414225941422594)],[np.float64(-0.4246861924686193)],[1],[0],[0],[1.5799738339992473],['target'],03,001,2025-10-01_19h03.25.185,visual search,,2025.1.1,None,2025-10-01 19h03.31.469254 +0530,
87,0,87,[np.float64(0.33368200836820083)],[np.float64(0.0)],[1],[0],[0],[1.1468067499954486],['target'],87,0,87,0,101.87969054200221,,10,101.86910204199376,101.87969054200221,101.87969054200221,0.01969799998914823,103.01595612498932,[np.float64(0.33368200836820083)],[np.float64(0.0)],[1],[0],[0],[1.1468067499954486],['target'],03,001,2025-10-01_19h03.25.185,visual search,,2025.1.1,None,2025-10-01 19h03.31.469254 +0530,
88,0,88,[np.float64(-0.33158995815899583)],[np.float64(-0.02092050209205021)],[1],[0],[0],[1.306668167002499],['target'],88,0,88,0,103.03462770799524,,5,103.02640204199997,103.03462770799524,103.03462770799524,0.01030262499989476,104.33314187500218,[np.float64(-0.33158995815899583)],[np.float64(-0.02092050209205021)],[1],[0],[0],[1.306668167002499],['target'],03,001,2025-10-01_19h03.25.185,visual search,,2025.1.1,None,2025-10-01 19h03.31.469254 +0530,
89,0,89,[np.float64(0.46443514644351463)],[np.float64(0.4205020920502092)],[1],[0],[0],[1.4207680830004392],[None],89,0,89,0,104.35449004199472,,5,104.34577687499404,104.35449004199472,104.35449004199472,0.012469083987525664,105.76662099998794,[np.float64(0.46443514644351463)],[np.float64(0.4205020920502092)],[1],[0],[0],[1.4207680830004392],[None],03,001,2025-10-01_19h03.25.185,visual search,,2025.1.1,None,2025-10-01 19h03.31.469254 +0530,
90,0,90,[np.float64(0.24372384937238495)],[np.float64(-0.11401673640167365)],[1],[0],[0],[1.7704643339966424],[None],90,0,90,0,105.7889807499887,,5,105.78018216700002,105.7889807499887,105.7889807499887,0.013397999995504506,107.55072608299088,[np.float64(0.24372384937238495)],[np.float64(-0.11401673640167365)],[1],[0],[0],[1.7704643339966424],[None],03,001,2025-10-01_19h03.25.185,visual search,,2025.1.1,None,2025-10-01 19h03.31.469254 +0530,
91,0,91,[np.float64(0.1589958158995816)],[np.float64(-0.15271966527196654)],[1],[0],[0],[1.0604976670001633],['target'],91,0,91,0,107.58260466699721,,10,107.57158716699632,107.58260466699721,107.58260466699721,0.02069108399155084,108.63212883299275,[np.float64(0.1589958158995816)],[np.float64(-0.15271966527196654)],[1],[0],[0],[1.0604976670001633],['target'],03,001,2025-10-01_19h03.25.185,visual search,,2025.1.1,None,2025-10-01 19h03.31.469254 +0530,
92,0,92,[np.float64(0.348326359832636)],[np.float64(0.2719665271966527)],[1],[0],[0],[0.8989504579949426],[None],92,0,92,0,108.66086295800051,,10,108.64992733299732,108.66086295800051,108.66086295800051,0.017662041005678475,109.54893208299472,[np.float64(0.348326359832636)],[np.float64(0.2719665271966527)],[1],[0],[0],[0.8989504579949426],[None],03,001,2025-10-01_19h03.25.185,visual search,,2025.1.1,None,2025-10-01 19h03.31.469254 +0530,
93,0,93,[np.float64(0.4194560669456067)],[np.float64(-0.09728033472803348)],[1],[0],[0],[0.7144316250050906],['target'],93,0,93,0,109.57746054200106,,10,109.56740233299206,109.57746054200106,109.57746054200106,0.01830379200691823,110.28188629199576,[np.float64(0.4194560669456067)],[np.float64(-0.09728033472803348)],[1],[0],[0],[0.7144316250050906],['target'],03,001,2025-10-01_19h03.25.185,visual search,,2025.1.1,None,2025-10-01 19h03.31.469254 +0530,
94,0,94,[np.float64(-0.3619246861924686)],[np.float64(0.3577405857740586)],[1],[0],[0],[1.0133537499932572],[None],94,0,94,0,110.31221841699153,,10,110.30165112498798,110.31221841699153,110.31221841699153,0.01960637500451412,111.31505999999354,[np.float64(-0.3619246861924686)],[np.float64(0.3577405857740586)],[1],[0],[0],[1.0133537499932572],[None],03,001,2025-10-01_19h03.25.185,visual search,,2025.1.1,None,2025-10-01 19h03.31.469254 +0530,
95,0,95,[np.float64(-0.027196652719665274)],[np.float64(-0.1297071129707113)],[1],[0],[0],[1.175171541995951],['target'],95,0,95,0,111.33241941699816,,5,111.3246505829884,111.33241941699816,111.33241941699816,0.009450959012610838,112.49989887500124,[np.float64(-0.027196652719665274)],[np.float64(-0.1297071129707113)],[1],[0],[0],[1.175171541995951],['target'],03,001,2025-10-01_19h03.25.185,visual search,,2025.1.1,None,2025-10-01 19h03.31.469254 +0530,
96,0,96,[np.float64(-0.14539748953974896)],[np.float64(0.09309623430962342)],[1],[0],[0],[0.8532253339944873],[None],96,0,96,0,112.52121995799826,,5,112.51249408299918,112.52121995799826,112.52121995799826,0.012414750002790242,113.36577437499363,[np.float64(-0.14539748953974896)],[np.float64(0.09309623430962342)],[1],[0],[0],[0.8532253339944873],[None],03,001,2025-10-01_19h03.25.185,visual search,,2025.1.1,None,2025-10-01 19h03.31.469254 +0530,
97,0,97,[np.float64(0.1809623430962343)],[np.float64(-0.09205020920502092)],[1],[0],[0],[0.9969445830065524],[None],97,0,97,0,113.39614795798843,,10,113.38524720798887,113.39614795798843,113.39614795798843,0.019339416990987957,114.3822417499905,[np.float64(0.1809623430962343)],[np.float64(-0.09205020920502092)],[1],[0],[0],[0.9969445830065524],[None],03,001,2025-10-01_19h03.25.185,visual search,,2025.1.1,None,2025-10-01 19h03.31.469254 +0530,
98,0,98,[np.float64(-0.4602510460251046)],[np.float64(-0.2384937238493724)],[1],[0],[0],[0.9808271660003811],[None],98,0,98,0,114.41133116699348,,10,114.40063683300104,114.41133116699348,114.41133116699348,0.018233958006021567,115.38150654199126,[np.float64(-0.4602510460251046)],[np.float64(-0.2384937238493724)],[1],[0],[0],[0.9808271660003811],[None],03,001,2025-10-01_19h03.25.185,visual search,,2025.1.1,None,2025-10-01 19h03.31.469254 +0530,
99,0,99,[np.float64(-0.25313807531380755)],[np.float64(0.09205020920502092)],[1],[0],[0],[0.9006343750079395],['target'],99,0,99,0,115.40984366698831,,10,115.39931412499573,115.40984366698831,115.40984366698831,0.017658541997661814,116.29999879199022,[np.float64(-0.25313807531380755)],[np.float64(0.09205020920502092)],[1],[0],[0],[0.9006343750079395],['target'],03,001,2025-10-01_19h03.25.185,visual search,,2025.1.1,None,2025-10-01 19h03.31.469254 +0530,
100,0,100,[np.float64(-0.29497907949790797)],[np.float64(-0.4435146443514644)],[1],[0],[0],[1.0304109170101583],[None],100,0,100,0,116.32928412499314,,10,116.3186756669893,116.32928412499314,116.32928412499314,0.018511333997594193,117.34913354199671,[np.float64(-0.29497907949790797)],[np.float64(-0.4435146443514644)],[1],[0],[0],[1.0304109170101583],[None],03,001,2025-10-01_19h03.25.185,visual search,,2025.1.1,None,2025-10-01 19h03.31.469254 +0530,
101,0,101,[np.float64(-0.46443514644351463)],[np.float64(-0.25732217573221755)],[1],[0],[0],[1.34680825000396],[None],101,0,101,0,117.37846229199204,,10,117.36788420799712,117.37846229199204,117.37846229199204,0.01861174999794457,118.71475241699954,[np.float64(-0.46443514644351463)],[np.float64(-0.25732217573221755)],[1],[0],[0],[1.34680825000396],[None],03,001,2025-10-01_19h03.25.185,visual search,,2025.1.1,None,2025-10-01 19h03.31.469254 +0530,
102,0,102,[np.float64(0.3138075313807531)],[np.float64(-0.38598326359832635)],[1],[0],[0],[1.5243324589973781],['target'],102,0,102,0,118.734904500001,,5,118.72603724998771,118.734904500001,118.734904500001,0.011110000006738119,120.25043587500113,[np.float64(0.3138075313807531)],[np.float64(-0.38598326359832635)],[1],[0],[0],[1.5243324589973781],['target'],03,001,2025-10-01_19h03.25.185,visual search,,2025.1.1,None,2025-10-01 19h03.31.469254 +0530,
103,0,103,[np.float64(-0.24267782426778242)],[np.float64(-0.33577405857740583)],[1],[0],[0],[0.9691729579935782],['target'],103,0,103,0,120.2721832919924,,5,120.26352008299727,120.2721832919924,120.2721832919924,0.01291129199671559,121.23275491700042,[np.float64(-0.24267782426778242)],[np.float64(-0.33577405857740583)],[1],[0],[0],[0.9691729579935782],['target'],03,001,2025-10-01_19h03.25.185,visual search,,2025.1.1,None,2025-10-01 19h03.31.469254 +0530,
104,0,104,[np.float64(0.4476987447698745)],[np.float64(-0.38389121338912136)],[1],[0],[0],[1.2539726250106469],['target'],104,0,104,0,121.25391316699097,,5,121.24535912499414,121.25391316699097,121.25391316699097,0.012448000008589588,122.49939641699893,[np.float64(0.4476987447698745)],[np.float64(-0.38389121338912136)],[1],[0],[0],[1.2539726250106469],['target'],03,001,2025-10-01_19h03.25.185,visual search,,2025.1.1,None,2025-10-01 19h03.31.469254 +0530,
105,0,105,[np.float64(0.030334728033472803)],[np.float64(-0.027196652719665274)],[1],[0],[0],[1.1381720419885824],[None],105,0,105,0,122.52036033300101,,5,122.5116614169965,122.52036033300101,122.52036033300101,0.012105000001611188,123.6498992919951,[np.float64(0.030334728033472803)],[np.float64(-0.027196652719665274)],[1],[0],[0],[1.1381720419885824],[None],03,001,2025-10-01_19h03.25.185,visual search,,2025.1.1,None,2025-10-01 19h03.31.469254 +0530,
106,0,106,[np.float64(0.3253138075313807)],[np.float64(0.40481171548117156)],[1],[0],[0],[1.01172883399704],[None],106,0,106,0,123.68193437499576,,10,123.6712760419905,123.68193437499576,123.68193437499576,0.02121900000202004,124.68305366700224,[np.float64(0.3253138075313807)],[np.float64(0.40481171548117156)],[1],[0],[0],[1.01172883399704],[None],03,001,2025-10-01_19h03.25.185,visual search,,2025.1.1,None,2025-10-01 19h03.31.469254 +0530,
107,0,107,[np.float64(-0.25418410041841005)],[np.float64(-0.21234309623430964)],[1],[0],[0],[1.53237149999768],['target'],107,0,107,0,124.71157395798946,,10,124.70144191700092,124.71157395798946,124.71157395798946,0.018230209010653198,126.23385237499315,[np.float64(-0.25418410041841005)],[np.float64(-0.21234309623430964)],[1],[0],[0],[1.53237149999768],['target'],03,001,2025-10-01_19h03.25.185,visual search,,2025.1.1,None,2025-10-01 19h03.31.469254 +0530,
108,0,108,[np.float64(0.08054393305439331)],[np.float64(-0.0794979079497908)],[1],[0],[0],[0.8055547499970999],['target'],108,0,108,0,126.25189200000023,,5,126.24336554198817,126.25189200000023,126.25189200000023,0.009376875008456409,127.0490082079923,[np.float64(0.08054393305439331)],[np.float64(-0.0794979079497908)],[1],[0],[0],[0.8055547499970999],['target'],03,001,2025-10-01_19h03.25.185,visual search,,2025.1.1,None,2025-10-01 19h03.31.469254 +0530,
109,0,109,[np.float64(-0.08891213389121339)],[np.float64(0.3901673640167364)],[1],[0],[0],[1.120032999999239],['target'],109,0,109,0,127.06974237499526,,5,127.0617052919988,127.06974237499526,127.06974237499526,0.012502458004746586,128.18180079199374,[np.float64(-0.08891213389121339)],[np.float64(0.3901673640167364)],[1],[0],[0],[1.120032999999239],['target'],03,001,2025-10-01_19h03.25.185,visual search,,2025.1.1,None,2025-10-01 19h03.31.469254 +0530,
110,0,110,[np.float64(-0.2813807531380753)],[np.float64(-0.036610878661087864)],[1],[0],[0],[0.9064619589917129],['target'],110,0,110,0,128.202284916988,,5,128.19337016699137,128.202284916988,128.202284916988,0.011406083998735994,129.09988624999824,[np.float64(-0.2813807531380753)],[np.float64(-0.036610878661087864)],[1],[0],[0],[0.9064619589917129],['target'],03,001,2025-10-01_19h03.25.185,visual search,,2025.1.1,None,2025-10-01 19h03.31.469254 +0530,
111,0,111,[np.float64(-0.4215481171548117)],[np.float64(-0.40481171548117156)],[1],[0],[0],[1.036999374991865],['target'],111,0,111,0,129.1200358329952,,5,129.1116508749983,129.1200358329952,129.1200358329952,0.011635832997853868,130.14872245799052,[np.float64(-0.4215481171548117)],[np.float64(-0.40481171548117156)],[1],[0],[0],[1.036999374991865],['target'],03,001,2025-10-01_19h03.25.185,visual search,,2025.1.1,None,2025-10-01 19h03.31.469254 +0530,
112,0,112,[np.float64(-0.3075313807531381)],[np.float64(0.20815899581589958)],[1],[0],[0],[0.971970208993298],['target'],112,0,112,0,130.1683456669998,,5,130.1605499169964,130.1683456669998,130.1683456669998,0.011680708004860207,131.13258741699974,[np.float64(-0.3075313807531381)],[np.float64(0.20815899581589958)],[1],[0],[0],[0.971970208993298],['target'],03,001,2025-10-01_19h03.25.185,visual search,,2025.1.1,None,2025-10-01 19h03.31.469254 +0530,
113,0,113,[np.float64(0.42887029288702927)],[np.float64(0.2792887029288703)],[1],[0],[0],[1.038541041998542],[None],113,0,113,0,131.1530308329966,,5,131.14457729199785,131.1530308329966,131.1530308329966,0.01183166699775029,132.18318920799356,[np.float64(0.42887029288702927)],[np.float64(0.2792887029288703)],[1],[0],[0],[1.038541041998542],[None],03,001,2025-10-01_19h03.25.185,visual search,,2025.1.1,None,2025-10-01 19h03.31.469254 +0530,
114,0,114,[np.float64(-0.3807531380753138)],[np.float64(-0.14539748953974896)],[1],[0],[0],[1.0262526250007795],[None],114,0,114,0,132.2166549169924,,10,132.2059109999973,132.2166549169924,132.2166549169924,0.02254887500021141,133.23221145800198,[np.float64(-0.3807531380753138)],[np.float64(-0.14539748953974896)],[1],[0],[0],[1.0262526250007795],[None],03,001,2025-10-01_19h03.25.185,visual search,,2025.1.1,None,2025-10-01 19h03.31.469254 +0530,
115,0,115,[np.float64(0.47594142259414224)],[np.float64(-0.4393305439330544)],[1],[0],[0],[0.9910800409998046],[None],115,0,115,0,133.251378749992,,5,133.2426059999998,133.251378749992,133.251378749992,0.010254416993120685,134.2337597500009,[np.float64(0.47594142259414224)],[np.float64(-0.4393305439330544)],[1],[0],[0],[0.9910800409998046],[None],03,001,2025-10-01_19h03.25.185,visual search,,2025.1.1,None,2025-10-01 19h03.31.469254 +0530,
116,0,116,[np.float64(-0.2625523012552301)],[np.float64(0.22384937238493724)],[1],[0],[0],[0.9520449170086067],['target'],116,0,116,0,134.2562337499985,,5,134.24752970799454,134.2562337499985,134.2562337499985,0.013591833005193621,135.19964079199417,[np.float64(-0.2625523012552301)],[np.float64(0.22384937238493724)],[1],[0],[0],[0.9520449170086067],['target'],03,001,2025-10-01_19h03.25.185,visual search,,2025.1.1,None,2025-10-01 19h03.31.469254 +0530,
