thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
10,0,10,[np.float64(-0.02092050209205021)],[np.float64(0.33158995815899583)],[1],[0],[0],[3.4698470419971272],[None],10,0,10,0,14.753337374990224,,5,14.745098125000368,14.753337374990224,14.753337374990224,0.01196962500398513,18.215023500000825,[np.float64(-0.02092050209205021)],[np.float64(0.33158995815899583)],[1],[0],[0],[3.4698470419971272],[None],03,001,2025-10-01_19h03.25.185,visual search,,2025.1.1,None,2025-10-01 19h03.31.469254 +0530,
11,0,11,[np.float64(-0.3797071129707113)],[np.float64(0.3399581589958159)],[1],[0],[0],[2.9448252909933217],['target'],11,0,11,0,18.24605283299752,,10,18.235178124989034,18.24605283299752,18.24605283299752,0.019961167010478675,21.180050249997294,[np.float64(-0.3797071129707113)],[np.float64(0.3399581589958159)],[1],[0],[0],[2.9448252909933217],['target'],03,001,2025-10-01_19h03.25.185,visual search,,2025.1.1,None,2025-10-01 19h03.31.469254 +0530,
12,0,12,[np.float64(0.14958158995815898)],[np.float64(0.2834728033472803)],[1],[0],[0],[0.9838256249931874],['target'],12,0,12,0,21.2075373330008,,10,21.197613208001712,21.2075373330008,21.2075373330008,0.017415374997654,22.181499457990867,[np.float64(0.14958158995815898)],[np.float64(0.2834728033472803)],[1],[0],[0],[0.9838256249931874],['target'],03,001,2025-10-01_19h03.25.185,visual search,,2025.1.1,None,2025-10-01 19h03.31.469254 +0530,
13,0,13,[np.float64(0.4874476987447699)],[np.float64(-0.2730125523012552)],[1],[0],[0],[1.1727400829986436],[None],13,0,13,0,22.199865417002002,,5,22.192209125001682,22.199865417002002,22.199865417002002,0.010525165998842567,23.365003624989185,[np.float64(0.4874476987447699)],[np.float64(-0.2730125523012552)],[1],[0],[0],[1.1727400829986436],[None],03,001,2025-10-01_19h03.25.185,visual search,,2025.1.1,None,2025-10-01 19h03.31.469254 +0530,
14,0,14,[np.float64(-0.3106694560669456)],[np.float64(-0.2510460251046025)],[1],[0],[0],[0.9372742910054512],[None],14,0,14,0,23.384674374989117,,5,23.37659966699721,23.384674374989117,23.384674374989117,0.011462959009804763,24.313945707996027,[np.float64(-0.3106694560669456)],[np.float64(-0.2510460251046025)],[1],[0],[0],[0.9372742910054512],[None],03,001,2025-10-01_19h03.25.185,visual search,,2025.1.1,None,2025-10-01 19h03.31.469254 +0530,
15,0,15,[np.float64(-0.034518828451882845)],[np.float64(-0.252092050209205)],[1],[0],[0],[1.071982666006079],['target'],15,0,15,0,24.334574832988437,,5,24.326410249996115,24.334574832988437,24.334574832988437,0.012286375000257976,25.39846633299021,[np.float64(-0.034518828451882845)],[np.float64(-0.252092050209205)],[1],[0],[0],[1.071982666006079],['target'],03,001,2025-10-01_19h03.25.185,visual search,,2025.1.1,None,2025-10-01 19h03.31.469254 +0530,
16,0,16,[np.float64(-0.1799163179916318)],[np.float64(-0.20815899581589958)],[1],[0],[0],[1.2126572919951286],[None],16,0,16,0,25.421219999989262,,5,25.41243095799291,25.421219999989262,25.421219999989262,0.01379112500580959,26.6251352919935,[np.float64(-0.1799163179916318)],[np.float64(-0.20815899581589958)],[1],[0],[0],[1.2126572919951286],[None],03,001,2025-10-01_19h03.25.185,visual search,,2025.1.1,None,2025-10-01 19h03.31.469254 +0530,
17,0,17,[np.float64(0.36401673640167365)],[np.float64(0.24476987447698745)],[1],[0],[0],[1.0717322080017766],['target'],17,0,17,0,26.65244104199519,,10,26.642734707987984,26.65244104199519,26.65244104199519,0.01749454099626746,27.714526957992348,[np.float64(0.36401673640167365)],[np.float64(0.24476987447698745)],[1],[0],[0],[1.0717322080017766],['target'],03,001,2025-10-01_19h03.25.185,visual search,,2025.1.1,None,2025-10-01 19h03.31.469254 +0530,
18,0,18,[np.float64(-0.11297071129707113)],[np.float64(-0.29707112970711297)],[1],[0],[0],[0.7982040829956532],['target'],18,0,18,0,27.744940167001914,,10,27.734316166999633,27.744940167001914,27.744940167001914,0.019610874995123595,28.532570666997344,[np.float64(-0.11297071129707113)],[np.float64(-0.29707112970711297)],[1],[0],[0],[0.7982040829956532],['target'],03,001,2025-10-01_19h03.25.185,visual search,,2025.1.1,None,2025-10-01 19h03.31.469254 +0530,
19,0,19,[np.float64(0.006276150627615063)],[np.float64(0.4225941422594142)],[1],[0],[0],[1.0381445410021115],[None],19,0,19,0,28.551675791997695,,5,28.54383812499873,28.551675791997695,28.551675791997695,0.01110679199337028,29.582052083002054,[np.float64(0.006276150627615063)],[np.float64(0.4225941422594142)],[1],[0],[0],[1.0381445410021115],[None],03,001,2025-10-01_19h03.25.185,visual search,,2025.1.1,None,2025-10-01 19h03.31.469254 +0530,
20,0,20,[np.float64(-0.29811715481171547)],[np.float64(0.19769874476987448)],[1],[0],[0],[1.3039819580008043],[None],20,0,20,0,29.60383212499437,,5,29.595064666995313,29.60383212499437,29.60383212499437,0.01284420800220687,30.89911604199733,[np.float64(-0.29811715481171547)],[np.float64(0.19769874476987448)],[1],[0],[0],[1.3039819580008043],[None],03,001,2025-10-01_19h03.25.185,visual search,,2025.1.1,None,2025-10-01 19h03.31.469254 +0530,
21,0,21,[np.float64(0.3912133891213389)],[np.float64(0.09623430962343096)],[1],[0],[0],[1.0198666659998707],[None],21,0,21,0,30.921158166995156,,5,30.912288082996383,30.921158166995156,30.921158166995156,0.013006500012124889,31.9322204170021,[np.float64(0.3912133891213389)],[np.float64(0.09623430962343096)],[1],[0],[0],[1.0198666659998707],[None],03,001,2025-10-01_19h03.25.185,visual search,,2025.1.1,None,2025-10-01 19h03.31.469254 +0530,
22,0,22,[np.float64(-0.09414225941422594)],[np.float64(-0.2897489539748954)],[1],[0],[0],[1.128303165998659],['target'],22,0,22,0,31.964062874991214,,10,31.953398541998467,31.964062874991214,31.964062874991214,0.0210159999987809,33.08175399999891,[np.float64(-0.09414225941422594)],[np.float64(-0.2897489539748954)],[1],[0],[0],[1.128303165998659],['target'],03,001,2025-10-01_19h03.25.185,visual search,,2025.1.1,None,2025-10-01 19h03.31.469254 +0530,
23,0,23,[np.float64(0.07845188284518828)],[np.float64(0.49581589958158995)],[1],[0],[0],[0.8457119170052465],[None],23,0,23,0,33.10173704200133,,5,33.093282916990574,33.10173704200133,33.10173704200133,0.011363874989910983,33.939056374991196,[np.float64(0.07845188284518828)],[np.float64(0.49581589958158995)],[1],[0],[0],[0.8457119170052465],[None],03,001,2025-10-01_19h03.25.185,visual search,,2025.1.1,None,2025-10-01 19h03.31.469254 +0530,
24,0,24,[np.float64(-0.4769874476987448)],[np.float64(-0.34414225941422594)],[1],[0],[0],[1.2062709580059163],['target'],24,0,24,0,33.970151417001034,,10,33.95919304199924,33.970151417001034,33.970151417001034,0.020002584002213553,35.16551224999421,[np.float64(-0.4769874476987448)],[np.float64(-0.34414225941422594)],[1],[0],[0],[1.2062709580059163],['target'],03,001,2025-10-01_19h03.25.185,visual search,,2025.1.1,None,2025-10-01 19h03.31.469254 +0530,
25,0,25,[np.float64(-0.10564853556485355)],[np.float64(-0.37552301255230125)],[1],[0],[0],[2.1971222089923685],['target'],25,0,25,0,35.19513670798915,,10,35.18444329198974,35.19513670798915,35.19513670798915,0.01876845800143201,37.3816213329992,[np.float64(-0.10564853556485355)],[np.float64(-0.37552301255230125)],[1],[0],[0],[2.1971222089923685],['target'],03,001,2025-10-01_19h03.25.185,visual search,,2025.1.1,None,2025-10-01 19h03.31.469254 +0530,
26,0,26,[np.float64(-0.19142259414225943)],[np.float64(0.05230125523012552)],[1],[0],[0],[1.0474727920081932],['target'],26,0,26,0,37.41117620799923,,10,37.40046641699155,37.41117620799923,37.41117620799923,0.018674165999982506,38.44799170798797,[np.float64(-0.19142259414225943)],[np.float64(0.05230125523012552)],[1],[0],[0],[1.0474727920081932],['target'],03,001,2025-10-01_19h03.25.185,visual search,,2025.1.1,None,2025-10-01 19h03.31.469254 +0530,
27,0,27,[np.float64(0.3922594142259414)],[np.float64(0.08891213389121339)],[1],[0],[0],[1.281294500004151],['target'],27,0,27,0,38.48141312498774,,10,38.46685020800214,38.48141312498774,38.48141312498774,0.01864391598792281,39.74820349999936,[np.float64(0.3922594142259414)],[np.float64(0.08891213389121339)],[1],[0],[0],[1.281294500004151],['target'],03,001,2025-10-01_19h03.25.185,visual search,,2025.1.1,None,2025-10-01 19h03.31.469254 +0530,
28,0,28,[np.float64(-0.10355648535564854)],[np.float64(0.051255230125523014)],[1],[0],[0],[1.3405944999976782],[None],28,0,28,0,39.76665462499659,,5,39.75889429199742,39.76665462499659,39.76665462499659,0.010505500002182089,41.09956170798978,[np.float64(-0.10355648535564854)],[np.float64(0.051255230125523014)],[1],[0],[0],[1.3405944999976782],[None],03,001,2025-10-01_19h03.25.185,visual search,,2025.1.1,None,2025-10-01 19h03.31.469254 +0530,
29,0,29,[np.float64(0.3169456066945607)],[np.float64(-0.16317991631799164)],[1],[0],[0],[1.0356008329981705],['target'],29,0,29,0,41.12085629199282,,5,41.11232949999976,41.12085629199282,41.12085629199282,0.012596999993547797,42.14799579199462,[np.float64(0.3169456066945607)],[np.float64(-0.16317991631799164)],[1],[0],[0],[1.0356008329981705],['target'],03,001,2025-10-01_19h03.25.185,visual search,,2025.1.1,None,2025-10-01 19h03.31.469254 +0530,
30,0,30,[np.float64(0.4696652719665272)],[np.float64(0.399581589958159)],[1],[0],[0],[0.9395994170045014],['target'],30,0,30,0,42.16776829199807,,5,42.15991579199908,42.16776829199807,42.16776829199807,0.011722540992195718,43.09959129198978,[np.float64(0.4696652719665272)],[np.float64(0.399581589958159)],[1],[0],[0],[0.9395994170045014],['target'],03,001,2025-10-01_19h03.25.185,visual search,,2025.1.1,None,2025-10-01 19h03.31.469254 +0530,
31,0,31,[np.float64(-0.2196652719665272)],[np.float64(0.07740585774058577)],[1],[0],[0],[0.9198170420131646],[None],31,0,31,0,43.120823791992734,,5,43.112574457991286,43.120823791992734,43.120823791992734,0.012805582999135368,44.03247179200116,[np.float64(-0.2196652719665272)],[np.float64(0.07740585774058577)],[1],[0],[0],[0.9198170420131646],[None],03,001,2025-10-01_19h03.25.185,visual search,,2025.1.1,None,2025-10-01 19h03.31.469254 +0530,
32,0,32,[np.float64(0.100418410041841)],[np.float64(-0.4361924686192469)],[1],[0],[0],[1.0598712079954566],[None],32,0,32,0,44.0661710419954,,10,44.05586204199062,44.0661710419954,44.0661710419954,0.023201707997941412,45.11577595799463,[np.float64(0.100418410041841)],[np.float64(-0.4361924686192469)],[1],[0],[0],[1.0598712079954566],[None],03,001,2025-10-01_19h03.25.185,visual search,,2025.1.1,None,2025-10-01 19h03.31.469254 +0530,
33,0,33,[np.float64(0.06380753138075314)],[np.float64(-0.18828451882845187)],[1],[0],[0],[0.8640190419973806],[None],33,0,33,0,45.14459616699605,,10,45.1341521669965,45.14459616699605,45.14459616699605,0.01823829099885188,45.99822033300006,[np.float64(0.06380753138075314)],[np.float64(-0.18828451882845187)],[1],[0],[0],[0.8640190419973806],[None],03,001,2025-10-01_19h03.25.185,visual search,,2025.1.1,None,2025-10-01 19h03.31.469254 +0530,
34,0,34,[np.float64(0.4341004184100418)],[np.float64(-0.2280334728033473)],[1],[0],[0],[0.7659677920019021],[None],34,0,34,0,46.02662320798845,,10,46.01677404200018,46.02662320798845,46.02662320798845,0.018390749988611788,46.78279383300105,[np.float64(0.4341004184100418)],[np.float64(-0.2280334728033473)],[1],[0],[0],[0.7659677920019021],[None],03,001,2025-10-01_19h03.25.185,visual search,,2025.1.1,None,2025-10-01 19h03.31.469254 +0530,
35,0,35,[np.float64(-0.3200836820083682)],[np.float64(0.16527196652719664)],[1],[0],[0],[0.8724321250047069],[None],35,0,35,0,46.80107158298779,,5,46.79320316699159,46.80107158298779,46.80107158298779,0.010242707998258993,47.66570649998903,[np.float64(-0.3200836820083682)],[np.float64(0.16527196652719664)],[1],[0],[0],[0.8724321250047069],[None],03,001,2025-10-01_19h03.25.185,visual search,,2025.1.1,None,2025-10-01 19h03.31.469254 +0530,
36,0,36,[np.float64(0.16422594142259414)],[np.float64(-0.29497907949790797)],[1],[0],[0],[0.9385563749965513],[None],36,0,36,0,47.68607404199429,,5,47.67818375000206,47.68607404199429,47.68607404199429,0.012307166995014995,48.61681395799678,[np.float64(0.16422594142259414)],[np.float64(-0.29497907949790797)],[1],[0],[0],[0.9385563749965513],[None],03,001,2025-10-01_19h03.25.185,visual search,,2025.1.1,None,2025-10-01 19h03.31.469254 +0530,
37,0,37,[np.float64(-0.3912133891213389)],[np.float64(-0.2102510460251046)],[1],[0],[0],[0.787611374995322],[None],37,0,37,0,48.63889429200208,,5,48.6298794579925,48.63889429200208,48.63889429200208,0.012897874999907799,49.41755916699185,[np.float64(-0.3912133891213389)],[np.float64(-0.2102510460251046)],[1],[0],[0],[0.787611374995322],[None],03,001,2025-10-01_19h03.25.185,visual search,,2025.1.1,None,2025-10-01 19h03.31.469254 +0530,
38,0,38,[np.float64(-0.1108786610878661)],[np.float64(0.22698744769874477)],[1],[0],[0],[1.0267256670049392],['target'],38,0,38,0,49.449457124996115,,10,49.43893433299672,49.449457124996115,49.449457124996115,0.021210750011960045,50.465704749993165,[np.float64(-0.1108786610878661)],[np.float64(0.22698744769874477)],[1],[0],[0],[1.0267256670049392],['target'],03,001,2025-10-01_19h03.25.185,visual search,,2025.1.1,None,2025-10-01 19h03.31.469254 +0530,
39,0,39,[np.float64(0.20397489539748953)],[np.float64(-0.24372384937238495)],[1],[0],[0],[0.8795220829924801],[None],39,0,39,0,50.496373041998595,,10,50.48602458299138,50.496373041998595,50.496373041998595,0.020158999992418103,51.36559658299666,[np.float64(0.20397489539748953)],[np.float64(-0.24372384937238495)],[1],[0],[0],[0.8795220829924801],[None],03,001,2025-10-01_19h03.25.185,visual search,,2025.1.1,None,2025-10-01 19h03.31.469254 +0530,
40,0,40,[np.float64(0.37447698744769875)],[np.float64(0.15271966527196654)],[1],[0],[0],[0.8995236670016311],[None],40,0,40,0,51.49302408299991,,5,51.48360712498834,51.49302408299991,51.49302408299991,0.1178590420022374,52.383179124997696,[np.float64(0.37447698744769875)],[np.float64(0.15271966527196654)],[1],[0],[0],[0.8995236670016311],[None],03,001,2025-10-01_19h03.25.185,visual search,,2025.1.1,None,2025-10-01 19h03.31.469254 +0530,
41,0,41,[np.float64(-0.47594142259414224)],[np.float64(-0.2112970711297071)],[1],[0],[0],[0.91971754100814],['target'],41,0,41,0,52.40397762499924,,5,52.39547124999808,52.40397762499924,52.40397762499924,0.01210433300002478,53.31525508299819,[np.float64(-0.47594142259414224)],[np.float64(-0.2112970711297071)],[1],[0],[0],[0.91971754100814],['target'],03,001,2025-10-01_19h03.25.185,visual search,,2025.1.1,None,2025-10-01 19h03.31.469254 +0530,
42,0,42,[np.float64(0.03765690376569038)],[np.float64(-0.3368200836820084)],[1],[0],[0],[0.8618109170056414],[None],42,0,42,0,53.34771987498971,,10,53.33757641699049,53.34771987498971,53.34771987498971,0.022157166997203603,54.19944354199106,[np.float64(0.03765690376569038)],[np.float64(-0.3368200836820084)],[1],[0],[0],[0.8618109170056414],[None],03,001,2025-10-01_19h03.25.185,visual search,,2025.1.1,None,2025-10-01 19h03.31.469254 +0530,
43,0,43,[np.float64(-0.06903765690376569)],[np.float64(0.006276150627615063)],[1],[0],[0],[0.8807333750010002],['target'],43,0,43,0,54.22887420799816,,10,54.218139916993096,54.22887420799816,54.22887420799816,0.01852845800749492,55.098924249992706,[np.float64(-0.06903765690376569)],[np.float64(0.006276150627615063)],[1],[0],[0],[0.8807333750010002],['target'],03,001,2025-10-01_19h03.25.185,visual search,,2025.1.1,None,2025-10-01 19h03.31.469254 +0530,
44,0,44,[np.float64(-0.21548117154811716)],[np.float64(-0.03347280334728033)],[1],[0],[0],[0.9412990420096321],['target'],44,0,44,0,55.11710158298956,,5,55.10931695799809,55.11710158298956,55.11710158298956,0.010225833000731654,56.050687333001406,[np.float64(-0.21548117154811716)],[np.float64(-0.03347280334728033)],[1],[0],[0],[0.9412990420096321],['target'],03,001,2025-10-01_19h03.25.185,visual search,,2025.1.1,None,2025-10-01 19h03.31.469254 +0530,
45,0,45,[np.float64(-0.11820083682008369)],[np.float64(0.01778242677824268)],[1],[0],[0],[0.7688647909963038],[None],45,0,45,0,56.071707291994244,,5,56.06322724999336,56.071707291994244,56.071707291994244,0.012375874997815117,56.83215787498921,[np.float64(-0.11820083682008369)],[np.float64(0.01778242677824268)],[1],[0],[0],[0.7688647909963038],[None],03,001,2025-10-01_19h03.25.185,visual search,,2025.1.1,None,2025-10-01 19h03.31.469254 +0530,
46,0,46,[np.float64(-0.1401673640167364)],[np.float64(-0.12133891213389121)],[1],[0],[0],[0.6949261659901822],['target'],46,0,46,0,56.863876292001805,,10,56.85302545799641,56.863876292001805,56.863876292001805,0.020697832995210774,57.54799695799011,[np.float64(-0.1401673640167364)],[np.float64(-0.12133891213389121)],[1],[0],[0],[0.6949261659901822],['target'],03,001,2025-10-01_19h03.25.185,visual search,,2025.1.1,None,2025-10-01 19h03.31.469254 +0530,
47,0,47,[np.float64(-0.3587866108786611)],[np.float64(0.2709205020920502)],[1],[0],[0],[1.073737707993132],['target'],47,0,47,0,57.56609516699973,,5,57.55868774998817,57.56609516699973,57.56609516699973,0.010542584001086652,58.6324958329933,[np.float64(-0.3587866108786611)],[np.float64(0.2709205020920502)],[1],[0],[0],[1.073737707993132],['target'],03,001,2025-10-01_19h03.25.185,visual search,,2025.1.1,None,2025-10-01 19h03.31.469254 +0530,
48,0,48,[np.float64(0.29602510460251047)],[np.float64(0.11610878661087866)],[1],[0],[0],[1.0030346670100698],[None],48,0,48,0,58.65372337499866,,5,58.645345208002254,58.65372337499866,58.65372337499866,0.012683708002441563,59.64845579199027,[np.float64(0.29602510460251047)],[np.float64(0.11610878661087866)],[1],[0],[0],[1.0030346670100698],[None],03,001,2025-10-01_19h03.25.185,visual search,,2025.1.1,None,2025-10-01 19h03.31.469254 +0530,
49,0,49,[np.float64(-0.08158995815899582)],[np.float64(-0.23640167364016737)],[1],[0],[0],[0.8637589170102729],[None],49,0,49,0,59.67936587499571,,10,59.66875074998825,59.67936587499571,59.67936587499571,0.020133832993451506,60.53255837499455,[np.float64(-0.08158995815899582)],[np.float64(-0.23640167364016737)],[1],[0],[0],[0.8637589170102729],[None],03,001,2025-10-01_19h03.25.185,visual search,,2025.1.1,None,2025-10-01 19h03.31.469254 +0530,
50,0,50,[np.float64(-0.42573221757322177)],[np.float64(0.26569037656903766)],[1],[0],[0],[0.7896298749983544],[None],50,0,50,0,60.550996624995605,,5,60.543338082992705,60.550996624995605,60.550996624995605,0.010621249995892867,61.333043666993035,[np.float64(-0.42573221757322177)],[np.float64(0.26569037656903766)],[1],[0],[0],[0.7896298749983544],[None],03,001,2025-10-01_19h03.25.185,visual search,,2025.1.1,None,2025-10-01 19h03.31.469254 +0530,
51,0,51,[np.float64(-0.4571129707112971)],[np.float64(0.2280334728033473)],[1],[0],[0],[0.9705101250001462],[None],51,0,51,0,61.35421541699907,,5,61.34558095799002,61.35421541699907,61.35421541699907,0.01236491699819453,62.316148166995845,[np.float64(-0.4571129707112971)],[np.float64(0.2280334728033473)],[1],[0],[0],[0.9705101250001462],[None],03,001,2025-10-01_19h03.25.185,visual search,,2025.1.1,None,2025-10-01 19h03.31.469254 +0530,
52,0,52,[np.float64(-0.4110878661087866)],[np.float64(-0.19560669456066945)],[1],[0],[0],[0.8446353750041453],[None],52,0,52,0,62.347310500001186,,10,62.336609374993714,62.347310500001186,62.347310500001186,0.020326334008132108,63.18129766698985,[np.float64(-0.4110878661087866)],[np.float64(-0.19560669456066945)],[1],[0],[0],[0.8446353750041453],[None],03,001,2025-10-01_19h03.25.185,visual search,,2025.1.1,None,2025-10-01 19h03.31.469254 +0530,
53,0,53,[np.float64(0.40690376569037656)],[np.float64(-0.17573221757322174)],[1],[0],[0],[1.0165369589958573],[None],53,0,53,0,63.21043991699116,,10,63.1995748749905,63.21043991699116,63.21043991699116,0.01812920899828896,64.21616112499032,[np.float64(0.40690376569037656)],[np.float64(-0.17573221757322174)],[1],[0],[0],[1.0165369589958573],[None],03,001,2025-10-01_19h03.25.185,visual search,,2025.1.1,None,2025-10-01 19h03.31.469254 +0530,
54,0,54,[np.float64(0.25418410041841005)],[np.float64(0.39748953974895396)],[1],[0],[0],[1.6652414580021286],['target'],54,0,54,0,64.24548791699635,,10,64.23458070799825,64.24548791699635,64.24548791699635,0.018257457995787263,65.89987483299046,[np.float64(0.25418410041841005)],[np.float64(0.39748953974895396)],[1],[0],[0],[1.6652414580021286],['target'],03,001,2025-10-01_19h03.25.185,visual search,,2025.1.1,None,2025-10-01 19h03.31.469254 +0530,
55,0,55,[np.float64(-0.3158995815899582)],[np.float64(0.05753138075313807)],[1],[0],[0],[1.1740302500111284],[None],55,0,55,0,65.91834916699736,,5,65.9103936249885,65.91834916699736,65.91834916699736,0.01034204100142233,67.08450224999979,[np.float64(-0.3158995815899582)],[np.float64(0.05753138075313807)],[1],[0],[0],[1.1740302500111284],[None],03,001,2025-10-01_19h03.25.185,visual search,,2025.1.1,None,2025-10-01 19h03.31.469254 +0530,
56,0,56,[np.float64(0.1401673640167364)],[np.float64(-0.3169456066945607)],[1],[0],[0],[1.1673168749985052],['target'],56,0,56,0,67.10714716700022,,5,67.09816079199663,67.10714716700022,67.10714716700022,0.013491167002939619,68.26554658298846,[np.float64(0.1401673640167364)],[np.float64(-0.3169456066945607)],[1],[0],[0],[1.1673168749985052],['target'],03,001,2025-10-01_19h03.25.185,visual search,,2025.1.1,None,2025-10-01 19h03.31.469254 +0530,
57,0,57,[np.float64(0.19456066945606695)],[np.float64(-0.12761506276150628)],[1],[0],[0],[0.9281459170015296],['target'],57,0,57,0,68.29739804199198,,10,68.2865584169922,68.29739804199198,68.29739804199198,0.02084787499916274,69.21475545800058,[np.float64(0.19456066945606695)],[np.float64(-0.12761506276150628)],[1],[0],[0],[0.9281459170015296],['target'],03,001,2025-10-01_19h03.25.185,visual search,,2025.1.1,None,2025-10-01 19h03.31.469254 +0530,
