thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
53,0,53,[np.float64(-0.41333333333333333)],[np.float64(0.17333333333333334)],[1],[0],[0],[0.7997651249897899],[None],53,0,53,0,72.61177795799449,,10,72.6027816660062,72.61177795799449,72.61177795799449,0.01724241599731613,73.40258616600477,[np.float64(-0.41333333333333333)],[np.float64(0.17333333333333334)],[1],[0],[0],[0.7997651249897899],[None],01,001,2025-10-01_18h50.25.373,visual search,,2025.1.1,None,2025-10-01 18h50.33.700932 +0530,
54,0,54,[np.float64(0.45)],[np.float64(0.24833333333333332)],[1],[0],[0],[1.3231926250009565],['target'],54,0,54,0,73.41831208299845,,5,73.4117613749986,73.41831208299845,73.41831208299845,0.00903699999616947,74.73499016600545,[np.float64(0.45)],[np.float64(0.24833333333333332)],[1],[0],[0],[1.3231926250009565],['target'],01,001,2025-10-01_18h50.25.373,visual search,,2025.1.1,None,2025-10-01 18h50.33.700932 +0530,
55,0,55,[np.float64(-0.5166666666666667)],[np.float64(0.455)],[1],[0],[0],[1.390457832996617],[None],55,0,55,0,74.7509837079997,,5,74.74401658300485,74.7509837079997,74.7509837079997,0.008918333987821825,76.13451616599923,[np.float64(-0.5166666666666667)],[np.float64(0.455)],[1],[0],[0],[1.390457832996617],[None],01,001,2025-10-01_18h50.25.373,visual search,,2025.1.1,None,2025-10-01 18h50.33.700932 +0530,
56,0,56,[np.float64(0.08833333333333333)],[np.float64(-0.29333333333333333)],[1],[0],[0],[1.1914311250002356],['target'],56,0,56,0,76.1511206659925,,5,76.14387587500096,76.1511206659925,76.1511206659925,0.009248667003703304,77.33535758299695,[np.float64(0.08833333333333333)],[np.float64(-0.29333333333333333)],[1],[0],[0],[1.1914311250002356],['target'],01,001,2025-10-01_18h50.25.373,visual search,,2025.1.1,None,2025-10-01 18h50.33.700932 +0530,
57,0,57,[np.float64(0.39)],[np.float64(0.25333333333333335)],[1],[0],[0],[0.9414629590028198],[None],57,0,57,0,77.35192000000097,,5,77.34474395800498,77.35192000000097,77.35192000000097,0.009262834006221965,78.28626145799353,[np.float64(0.39)],[np.float64(0.25333333333333335)],[1],[0],[0],[0.9414629590028198],[None],01,001,2025-10-01_18h50.25.373,visual search,,2025.1.1,None,2025-10-01 18h50.33.700932 +0530,
58,0,58,[np.float64(-0.29833333333333334)],[np.float64(0.22333333333333333)],[1],[0],[0],[1.1657177089946344],['target'],58,0,58,0,78.31251433299622,,10,78.30386149999686,78.31251433299622,78.31251433299622,0.01748541698907502,79.46962575000362,[np.float64(-0.29833333333333334)],[np.float64(0.22333333333333333)],[1],[0],[0],[1.1657177089946344],['target'],01,001,2025-10-01_18h50.25.373,visual search,,2025.1.1,None,2025-10-01 18h50.33.700932 +0530,
59,0,59,[np.float64(0.4716666666666667)],[np.float64(-0.20666666666666667)],[1],[0],[0],[1.2981235830084188],[None],59,0,59,0,79.49698616600654,,10,79.48770466599672,79.49698616600654,79.49698616600654,0.01793929199629929,80.78586716599239,[np.float64(0.4716666666666667)],[np.float64(-0.20666666666666667)],[1],[0],[0],[1.2981235830084188],[None],01,001,2025-10-01_18h50.25.373,visual search,,2025.1.1,None,2025-10-01 18h50.33.700932 +0530,
60,0,60,[np.float64(0.21166666666666667)],[np.float64(0.295)],[1],[0],[0],[1.0405638749944046],[None],60,0,60,0,80.80119899999409,,5,80.7949903330009,80.80119899999409,80.80119899999409,0.008986458007711917,81.83559625000635,[np.float64(0.21166666666666667)],[np.float64(0.295)],[1],[0],[0],[1.0405638749944046],[None],01,001,2025-10-01_18h50.25.373,visual search,,2025.1.1,None,2025-10-01 18h50.33.700932 +0530,
61,0,61,[np.float64(0.17)],[np.float64(0.03833333333333333)],[1],[0],[0],[0.766318541005603],['target'],61,0,61,0,81.86223304099985,,10,81.85275708300469,81.86223304099985,81.86223304099985,0.017048125009750947,82.61910770800023,[np.float64(0.17)],[np.float64(0.03833333333333333)],[1],[0],[0],[0.766318541005603],['target'],01,001,2025-10-01_18h50.25.373,visual search,,2025.1.1,None,2025-10-01 18h50.33.700932 +0530,
62,0,62,[np.float64(-0.33)],[np.float64(0.15333333333333332)],[1],[0],[0],[1.1492640420037787],[None],62,0,62,0,82.64570749999257,,10,82.63642525000614,82.64570749999257,82.64570749999257,0.017186791999847628,83.78573141600646,[np.float64(-0.33)],[np.float64(0.15333333333333332)],[1],[0],[0],[1.1492640420037787],[None],01,001,2025-10-01_18h50.25.373,visual search,,2025.1.1,None,2025-10-01 18h50.33.700932 +0530,
63,0,63,[np.float64(0.36666666666666664)],[np.float64(0.25)],[1],[0],[0],[1.1738829170062672],[None],63,0,63,0,83.80164537500241,,5,83.79497491600341,83.80164537500241,83.80164537500241,0.009100834009586833,84.96891195799981,[np.float64(0.36666666666666664)],[np.float64(0.25)],[1],[0],[0],[1.1738829170062672],[None],01,001,2025-10-01_18h50.25.373,visual search,,2025.1.1,None,2025-10-01 18h50.33.700932 +0530,
64,0,64,[np.float64(-0.051666666666666666)],[np.float64(-0.23333333333333334)],[1],[0],[0],[1.1656457079952816],[None],64,0,64,0,84.9946637499961,,10,84.98612770800537,84.9946637499961,84.9946637499961,0.017094999988330528,86.15181287500309,[np.float64(-0.051666666666666666)],[np.float64(-0.23333333333333334)],[1],[0],[0],[1.1656457079952816],[None],01,001,2025-10-01_18h50.25.373,visual search,,2025.1.1,None,2025-10-01 18h50.33.700932 +0530,
65,0,65,[np.float64(-0.4116666666666667)],[np.float64(-0.4216666666666667)],[1],[0],[0],[1.365298625009018],['target'],65,0,65,0,86.17784762500378,,10,86.16916691600636,86.17784762500378,86.17784762500378,0.01721424999414012,87.53450424999755,[np.float64(-0.4116666666666667)],[np.float64(-0.4216666666666667)],[1],[0],[0],[1.365298625009018],['target'],01,001,2025-10-01_18h50.25.373,visual search,,2025.1.1,None,2025-10-01 18h50.33.700932 +0530,
66,0,66,[np.float64(-0.24)],[np.float64(-0.435)],[1],[0],[0],[1.2084475830051815],['target'],66,0,66,0,87.54995458299527,,5,87.54377020799438,87.54995458299527,87.54995458299527,0.009141791000729427,88.75226616600412,[np.float64(-0.24)],[np.float64(-0.435)],[1],[0],[0],[1.2084475830051815],['target'],01,001,2025-10-01_18h50.25.373,visual search,,2025.1.1,None,2025-10-01 18h50.33.700932 +0530,
67,0,67,[np.float64(-0.09333333333333334)],[np.float64(-0.07666666666666666)],[1],[0],[0],[0.9896640839870088],['target'],67,0,67,0,88.76887312499457,,5,88.76156829099637,88.76887312499457,88.76887312499457,0.009180875000311062,89.7512753750052,[np.float64(-0.09333333333333334)],[np.float64(-0.07666666666666666)],[1],[0],[0],[0.9896640839870088],['target'],01,001,2025-10-01_18h50.25.373,visual search,,2025.1.1,None,2025-10-01 18h50.33.700932 +0530,
68,0,68,[np.float64(0.06)],[np.float64(-0.44333333333333336)],[1],[0],[0],[1.5416904580051778],[None],68,0,68,0,89.76703758300573,,5,89.76061754100374,89.76703758300573,89.76703758300573,0.009222000007866882,91.30237512500025,[np.float64(0.06)],[np.float64(-0.44333333333333336)],[1],[0],[0],[1.5416904580051778],[None],01,001,2025-10-01_18h50.25.373,visual search,,2025.1.1,None,2025-10-01 18h50.33.700932 +0530,
69,0,69,[np.float64(0.34)],[np.float64(-0.22666666666666666)],[1],[0],[0],[1.5401851659989916],['target'],69,0,69,0,91.31862104100583,,5,91.31187833299919,91.31862104100583,91.31862104100583,0.009378707996802405,92.85211387499294,[np.float64(0.34)],[np.float64(-0.22666666666666666)],[1],[0],[0],[1.5401851659989916],['target'],01,001,2025-10-01_18h50.25.373,visual search,,2025.1.1,None,2025-10-01 18h50.33.700932 +0530,
70,0,70,[np.float64(-0.38666666666666666)],[np.float64(-0.42)],[1],[0],[0],[1.157073374997708],['target'],70,0,70,0,92.86767104099272,,5,92.86167420800484,92.86767104099272,92.86767104099272,0.009456332991248928,94.01879383300547,[np.float64(-0.38666666666666666)],[np.float64(-0.42)],[1],[0],[0],[1.157073374997708],['target'],01,001,2025-10-01_18h50.25.373,visual search,,2025.1.1,None,2025-10-01 18h50.33.700932 +0530,
71,0,71,[np.float64(0.35)],[np.float64(0.03666666666666667)],[1],[0],[0],[1.1904325829964364],['target'],71,0,71,0,94.03461320800125,,5,94.02789295799448,94.03461320800125,94.03461320800125,0.008993583003757522,95.21836754100514,[np.float64(0.35)],[np.float64(0.03666666666666667)],[1],[0],[0],[1.1904325829964364],['target'],01,001,2025-10-01_18h50.25.373,visual search,,2025.1.1,None,2025-10-01 18h50.33.700932 +0530,
72,0,72,[np.float64(-0.30666666666666664)],[np.float64(0.058333333333333334)],[1],[0],[0],[1.1246417920046952],[None],72,0,72,0,95.23414670799684,,5,95.22740575000353,95.23414670799684,95.23414670799684,0.008928249997552484,96.35208304099797,[np.float64(-0.30666666666666664)],[np.float64(0.058333333333333334)],[1],[0],[0],[1.1246417920046952],[None],01,001,2025-10-01_18h50.25.373,visual search,,2025.1.1,None,2025-10-01 18h50.33.700932 +0530,
73,0,73,[np.float64(0.12)],[np.float64(-0.30333333333333334)],[1],[0],[0],[1.0498297919984907],['target'],73,0,73,0,96.37889883300522,,10,96.3691073749942,96.37889883300522,96.37889883300522,0.01690970799245406,97.41897124999377,[np.float64(0.12)],[np.float64(-0.30333333333333334)],[1],[0],[0],[1.0498297919984907],['target'],01,001,2025-10-01_18h50.25.373,visual search,,2025.1.1,None,2025-10-01 18h50.33.700932 +0530,
74,0,74,[np.float64(-0.08666666666666667)],[np.float64(-0.09333333333333334)],[1],[0],[0],[0.9410191670031054],['target'],74,0,74,0,97.43472575000487,,5,97.42784499999834,97.43472575000487,97.43472575000487,0.008750292006880045,98.36890975000279,[np.float64(-0.08666666666666667)],[np.float64(-0.09333333333333334)],[1],[0],[0],[0.9410191670031054],['target'],01,001,2025-10-01_18h50.25.373,visual search,,2025.1.1,None,2025-10-01 18h50.33.700932 +0530,
75,0,75,[np.float64(0.12833333333333333)],[np.float64(0.2783333333333333)],[1],[0],[0],[1.0980777499935357],['target'],75,0,75,0,98.39529133299948,,10,98.38631979099591,98.39529133299948,98.39529133299948,0.01729100001102779,99.48443224999937,[np.float64(0.12833333333333333)],[np.float64(0.2783333333333333)],[1],[0],[0],[1.0980777499935357],['target'],01,001,2025-10-01_18h50.25.373,visual search,,2025.1.1,None,2025-10-01 18h50.33.700932 +0530,
76,0,76,[np.float64(0.38166666666666665)],[np.float64(-0.2783333333333333)],[1],[0],[0],[1.2091394580056658],['target'],76,0,76,0,99.49913420800294,,5,99.49310420799884,99.49913420800294,99.49913420800294,0.008551959006581455,100.70229029099573,[np.float64(0.38166666666666665)],[np.float64(-0.2783333333333333)],[1],[0],[0],[1.2091394580056658],['target'],01,001,2025-10-01_18h50.25.373,visual search,,2025.1.1,None,2025-10-01 18h50.33.700932 +0530,
77,0,77,[np.float64(-0.245)],[np.float64(0.35833333333333334)],[1],[0],[0],[1.3495164999912959],[None],77,0,77,0,100.72819112500292,,10,100.71939774999919,100.72819112500292,100.72819112500292,0.01699158299015835,102.06895133299986,[np.float64(-0.245)],[np.float64(0.35833333333333334)],[1],[0],[0],[1.3495164999912959],[None],01,001,2025-10-01_18h50.25.373,visual search,,2025.1.1,None,2025-10-01 18h50.33.700932 +0530,
78,0,78,[np.float64(0.325)],[np.float64(0.42)],[1],[0],[0],[1.2994465000083437],['target'],78,0,78,0,102.09433141599584,,10,102.08597912499681,102.09433141599584,102.09433141599584,0.01689629199972842,103.38547020799888,[np.float64(0.325)],[np.float64(0.42)],[1],[0],[0],[1.2994465000083437],['target'],01,001,2025-10-01_18h50.25.373,visual search,,2025.1.1,None,2025-10-01 18h50.33.700932 +0530,
79,0,79,[np.float64(-0.24333333333333335)],[np.float64(0.4)],[1],[0],[0],[0.9999017079971964],[None],79,0,79,0,103.41123470799357,,10,103.40266487500048,103.41123470799357,103.41123470799357,0.017049125002813525,104.40260958300496,[np.float64(-0.24333333333333335)],[np.float64(0.4)],[1],[0],[0],[0.9999017079971964],[None],01,001,2025-10-01_18h50.25.373,visual search,,2025.1.1,None,2025-10-01 18h50.33.700932 +0530,
80,0,80,[np.float64(-0.475)],[np.float64(0.445)],[1],[0],[0],[1.223638084004051],[None],80,0,80,0,104.41818920799415,,5,104.41189566599496,104.41818920799415,104.41818920799415,0.009154625004157424,105.63558591599576,[np.float64(-0.475)],[np.float64(0.445)],[1],[0],[0],[1.223638084004051],[None],01,001,2025-10-01_18h50.25.373,visual search,,2025.1.1,None,2025-10-01 18h50.33.700932 +0530,
81,0,81,[np.float64(-0.4066666666666667)],[np.float64(0.42333333333333334)],[1],[0],[0],[0.7238857920019655],[None],81,0,81,0,105.65230779099511,,5,105.64528745799907,105.65230779099511,105.65230779099511,0.009590125002432615,106.36921962500492,[np.float64(-0.4066666666666667)],[np.float64(0.42333333333333334)],[1],[0],[0],[0.7238857920019655],[None],01,001,2025-10-01_18h50.25.373,visual search,,2025.1.1,None,2025-10-01 18h50.33.700932 +0530,
82,0,82,[np.float64(0.058333333333333334)],[np.float64(-0.17333333333333334)],[1],[0],[0],[1.316851832991233],['target'],82,0,82,0,106.3949387909961,,10,106.38634691599873,106.3949387909961,106.3949387909961,0.017007207992719486,107.7032473750005,[np.float64(0.058333333333333334)],[np.float64(-0.17333333333333334)],[1],[0],[0],[1.316851832991233],['target'],01,001,2025-10-01_18h50.25.373,visual search,,2025.1.1,None,2025-10-01 18h50.33.700932 +0530,
83,0,83,[np.float64(0.41333333333333333)],[np.float64(0.39)],[1],[0],[0],[1.631677249999484],['target'],83,0,83,0,107.72921233299712,,10,107.72082241599855,107.72921233299712,107.72921233299712,0.01736874999187421,109.3525359579944,[np.float64(0.41333333333333333)],[np.float64(0.39)],[1],[0],[0],[1.631677249999484],['target'],01,001,2025-10-01_18h50.25.373,visual search,,2025.1.1,None,2025-10-01 18h50.33.700932 +0530,
84,0,84,[np.float64(0.3)],[np.float64(0.25166666666666665)],[1],[0],[0],[0.8073283749981783],[None],84,0,84,0,109.3677418330044,,5,109.36148175000562,109.3677418330044,109.3677418330044,0.008813208987703547,110.16886258299928,[np.float64(0.3)],[np.float64(0.25166666666666665)],[1],[0],[0],[0.8073283749981783],[None],01,001,2025-10-01_18h50.25.373,visual search,,2025.1.1,None,2025-10-01 18h50.33.700932 +0530,
85,0,85,[np.float64(0.17666666666666667)],[np.float64(-0.008333333333333333)],[1],[0],[0],[1.3739904999965802],['target'],85,0,85,0,110.18522004100669,,5,110.17812345799757,110.18522004100669,110.18522004100669,0.00914149999152869,111.55215991599835,[np.float64(0.17666666666666667)],[np.float64(-0.008333333333333333)],[1],[0],[0],[1.3739904999965802],['target'],01,001,2025-10-01_18h50.25.373,visual search,,2025.1.1,None,2025-10-01 18h50.33.700932 +0530,
86,0,86,[np.float64(0.17666666666666667)],[np.float64(-0.008333333333333333)],[1],[0],[0],[0.5579385000019101],[None],86,0,86,0,111.5684264159936,,5,111.56147129100282,111.5684264159936,111.5684264159936,0.009170249992166646,112.11945245800598,[np.float64(0.17666666666666667)],[np.float64(-0.008333333333333333)],[1],[0],[0],[0.5579385000019101],[None],01,001,2025-10-01_18h50.25.373,visual search,,2025.1.1,None,2025-10-01 18h50.33.700932 +0530,
87,0,87,[np.float64(-0.405)],[np.float64(0.08666666666666667)],[1],[0],[0],[0.8901305000035791],[None],87,0,87,0,112.13540670799557,,5,112.12839804099349,112.13540670799557,112.13540670799557,0.008826375007629395,113.01856445800513,[np.float64(-0.405)],[np.float64(0.08666666666666667)],[1],[0],[0],[0.8901305000035791],[None],01,001,2025-10-01_18h50.25.373,visual search,,2025.1.1,None,2025-10-01 18h50.33.700932 +0530,
88,0,88,[np.float64(0.43833333333333335)],[np.float64(0.31666666666666665)],[1],[0],[0],[1.0247818329953589],['target'],88,0,88,0,113.0331371659995,,5,113.02738612500252,113.0331371659995,113.0331371659995,0.008721167003386654,114.05221316599636,[np.float64(0.43833333333333335)],[np.float64(0.31666666666666665)],[1],[0],[0],[1.0247818329953589],['target'],01,001,2025-10-01_18h50.25.373,visual search,,2025.1.1,None,2025-10-01 18h50.33.700932 +0530,
89,0,89,[np.float64(-0.08833333333333333)],[np.float64(-0.19)],[1],[0],[0],[1.0651497920043766],['target'],89,0,89,0,114.07943158299895,,10,114.06995237499359,114.07943158299895,114.07943158299895,0.017619166988879442,115.13514633300656,[np.float64(-0.08833333333333333)],[np.float64(-0.19)],[1],[0],[0],[1.0651497920043766],['target'],01,001,2025-10-01_18h50.25.373,visual search,,2025.1.1,None,2025-10-01 18h50.33.700932 +0530,
90,0,90,[np.float64(-0.5016666666666667)],[np.float64(0.15833333333333333)],[1],[0],[0],[0.9848050830041757],['target'],90,0,90,0,115.16083224999602,,10,115.15189529099735,115.16083224999602,115.16083224999602,0.016618790992652066,116.13676554099948,[np.float64(-0.5016666666666667)],[np.float64(0.15833333333333333)],[1],[0],[0],[0.9848050830041757],['target'],01,001,2025-10-01_18h50.25.373,visual search,,2025.1.1,None,2025-10-01 18h50.33.700932 +0530,
91,0,91,[np.float64(-0.016666666666666666)],[np.float64(0.165)],[1],[0],[0],[0.8897635000030277],['target'],91,0,91,0,116.1531764579995,,5,116.14615379099268,116.1531764579995,116.1531764579995,0.009214625009917654,117.03596870800538,[np.float64(-0.016666666666666666)],[np.float64(0.165)],[1],[0],[0],[0.8897635000030277],['target'],01,001,2025-10-01_18h50.25.373,visual search,,2025.1.1,None,2025-10-01 18h50.33.700932 +0530,
92,0,92,[np.float64(0.37333333333333335)],[np.float64(0.37833333333333335)],[1],[0],[0],[2.3487028750096215],['target'],92,0,92,0,117.06322125000588,,10,117.05372316599824,117.06322125000588,117.06322125000588,0.01761558400176,119.40246091599693,[np.float64(0.37333333333333335)],[np.float64(0.37833333333333335)],[1],[0],[0],[2.3487028750096215],['target'],01,001,2025-10-01_18h50.25.373,visual search,,2025.1.1,None,2025-10-01 18h50.33.700932 +0530,
93,0,93,[np.float64(0.04)],[np.float64(0.325)],[1],[0],[0],[1.6240067920007277],['target'],93,0,93,0,119.41806075000204,,5,119.41151479100517,119.41806075000204,119.41806075000204,0.008925540998461656,121.03556999999273,[np.float64(0.04)],[np.float64(0.325)],[1],[0],[0],[1.6240067920007277],['target'],01,001,2025-10-01_18h50.25.373,visual search,,2025.1.1,None,2025-10-01 18h50.33.700932 +0530,
94,0,94,[np.float64(0.235)],[np.float64(-0.17666666666666667)],[1],[0],[0],[1.339548083007685],['target'],94,0,94,0,121.05228133300261,,5,121.04522954100685,121.05228133300261,121.05228133300261,0.009540416998788714,122.38482212499366,[np.float64(0.235)],[np.float64(-0.17666666666666667)],[1],[0],[0],[1.339548083007685],['target'],01,001,2025-10-01_18h50.25.373,visual search,,2025.1.1,None,2025-10-01 18h50.33.700932 +0530,
95,0,95,[np.float64(-0.2633333333333333)],[np.float64(-0.36833333333333335)],[1],[0],[0],[1.4913768749975134],['target'],95,0,95,0,122.4012023749965,,5,122.39412033300323,122.4012023749965,122.4012023749965,0.009176374995149672,123.88555133300542,[np.float64(-0.2633333333333333)],[np.float64(-0.36833333333333335)],[1],[0],[0],[1.4913768749975134],['target'],01,001,2025-10-01_18h50.25.373,visual search,,2025.1.1,None,2025-10-01 18h50.33.700932 +0530,
96,0,96,[np.float64(-0.17)],[np.float64(0.205)],[1],[0],[0],[2.382865457999287],['target'],96,0,96,0,123.91189312499773,,10,123.90333899999678,123.91189312499773,123.91189312499773,0.017643291997956112,126.28625587500574,[np.float64(-0.17)],[np.float64(0.205)],[1],[0],[0],[2.382865457999287],['target'],01,001,2025-10-01_18h50.25.373,visual search,,2025.1.1,None,2025-10-01 18h50.33.700932 +0530,
97,0,97,[np.float64(0.345)],[np.float64(0.16666666666666666)],[1],[0],[0],[1.1227908750006463],[None],97,0,97,0,126.30269075000251,,5,126.2959874579974,126.30269075000251,126.30269075000251,0.009581874997820705,127.41882662499847,[np.float64(0.345)],[np.float64(0.16666666666666666)],[1],[0],[0],[1.1227908750006463],[None],01,001,2025-10-01_18h50.25.373,visual search,,2025.1.1,None,2025-10-01 18h50.33.700932 +0530,
98,0,98,[np.float64(0.27166666666666667)],[np.float64(-0.13833333333333334)],[1],[0],[0],[1.3152516250120243],['target'],98,0,98,0,127.44513525000366,,10,127.43607516599877,127.44513525000366,127.44513525000366,0.017125375001342036,128.75137091599754,[np.float64(0.27166666666666667)],[np.float64(-0.13833333333333334)],[1],[0],[0],[1.3152516250120243],['target'],01,001,2025-10-01_18h50.25.373,visual search,,2025.1.1,None,2025-10-01 18h50.33.700932 +0530,
99,0,99,[np.float64(-0.4816666666666667)],[np.float64(0.135)],[1],[0],[0],[1.083108708000509],['target'],99,0,99,0,128.7779301249975,,10,128.7690090410033,128.7779301249975,128.7779301249975,0.01751154199882876,129.85215766599867,[np.float64(-0.4816666666666667)],[np.float64(0.135)],[1],[0],[0],[1.083108708000509],['target'],01,001,2025-10-01_18h50.25.373,visual search,,2025.1.1,None,2025-10-01 18h50.33.700932 +0530,
100,0,100,[np.float64(0.06666666666666667)],[np.float64(-0.27166666666666667)],[1],[0],[0],[1.290257084008772],[None],100,0,100,0,129.86753404099727,,5,129.86114758299664,129.86753404099727,129.86753404099727,0.008864374991389923,131.15145033299632,[np.float64(0.06666666666666667)],[np.float64(-0.27166666666666667)],[1],[0],[0],[1.290257084008772],[None],01,001,2025-10-01_18h50.25.373,visual search,,2025.1.1,None,2025-10-01 18h50.33.700932 +0530,
101,0,101,[np.float64(0.285)],[np.float64(-0.24833333333333332)],[1],[0],[0],[1.050439083002857],['target'],101,0,101,0,131.17757850000635,,10,131.16847829100152,131.17757850000635,131.17757850000635,0.016926667012739927,132.21896262500377,[np.float64(0.285)],[np.float64(-0.24833333333333332)],[1],[0],[0],[1.050439083002857],['target'],01,001,2025-10-01_18h50.25.373,visual search,,2025.1.1,None,2025-10-01 18h50.33.700932 +0530,
102,0,102,[np.float64(-0.31666666666666665)],[np.float64(0.275)],[1],[0],[0],[1.699655749995145],['target'],102,0,102,0,132.2462056660006,,10,132.23672849999275,132.2462056660006,132.2462056660006,0.017628250003326684,133.93643012500252,[np.float64(-0.31666666666666665)],[np.float64(0.275)],[1],[0],[0],[1.699655749995145],['target'],01,001,2025-10-01_18h50.25.373,visual search,,2025.1.1,None,2025-10-01 18h50.33.700932 +0530,
103,0,103,[np.float64(0.25666666666666665)],[np.float64(-0.25666666666666665)],[1],[0],[0],[1.1066319160017883],[None],103,0,103,0,133.95265083300183,,5,133.94562879099976,133.95265083300183,133.95265083300183,0.009054415990249254,135.05231779099267,[np.float64(0.25666666666666665)],[np.float64(-0.25666666666666665)],[1],[0],[0],[1.1066319160017883],[None],01,001,2025-10-01_18h50.25.373,visual search,,2025.1.1,None,2025-10-01 18h50.33.700932 +0530,
104,0,104,[np.float64(0.4083333333333333)],[np.float64(-0.44333333333333336)],[1],[0],[0],[1.6166673330008052],['target'],104,0,104,0,135.07869187499455,,10,135.0695007500035,135.07869187499455,135.07869187499455,0.01706741600355599,136.6862114579999,[np.float64(0.4083333333333333)],[np.float64(-0.44333333333333336)],[1],[0],[0],[1.6166673330008052],['target'],01,001,2025-10-01_18h50.25.373,visual search,,2025.1.1,None,2025-10-01 18h50.33.700932 +0530,
105,0,105,[np.float64(0.19166666666666668)],[np.float64(-0.15666666666666668)],[1],[0],[0],[1.3156272080086637],['target'],105,0,105,0,136.71305424999446,,10,136.70385129099304,136.71305424999446,136.71305424999446,0.017499790992587805,138.01951854099752,[np.float64(0.19166666666666668)],[np.float64(-0.15666666666666668)],[1],[0],[0],[1.3156272080086637],['target'],01,001,2025-10-01_18h50.25.373,visual search,,2025.1.1,None,2025-10-01 18h50.33.700932 +0530,
106,0,106,[np.float64(0.18666666666666668)],[np.float64(-0.12333333333333334)],[1],[0],[0],[0.7071532080008183],[None],106,0,106,0,138.0356550830038,,5,138.02871299999242,138.0356550830038,138.0356550830038,0.009060333992238156,138.73591899999883,[np.float64(0.18666666666666668)],[np.float64(-0.12333333333333334)],[1],[0],[0],[0.7071532080008183],[None],01,001,2025-10-01_18h50.25.373,visual search,,2025.1.1,None,2025-10-01 18h50.33.700932 +0530,
107,0,107,[np.float64(-0.25833333333333336)],[np.float64(0.29333333333333333)],[1],[0],[0],[1.1498814999940805],['target'],107,0,107,0,138.7614440000034,,10,138.75314683299803,138.7614440000034,138.7614440000034,0.01711254200199619,139.90308437499334,[np.float64(-0.25833333333333336)],[np.float64(0.29333333333333333)],[1],[0],[0],[1.1498814999940805],['target'],01,001,2025-10-01_18h50.25.373,visual search,,2025.1.1,None,2025-10-01 18h50.33.700932 +0530,
108,0,108,[np.float64(0.16666666666666666)],[np.float64(-0.25666666666666665)],[1],[0],[0],[1.5064827089954633],['target'],108,0,108,0,139.9191149160033,,5,139.91239037500054,139.9191149160033,139.9191149160033,0.009176000006846152,141.41891804100305,[np.float64(0.16666666666666666)],[np.float64(-0.25666666666666665)],[1],[0],[0],[1.5064827089954633],['target'],01,001,2025-10-01_18h50.25.373,visual search,,2025.1.1,None,2025-10-01 18h50.33.700932 +0530,
109,0,109,[np.float64(-0.07166666666666667)],[np.float64(-0.265)],[1],[0],[0],[1.3563694580079755],[None],109,0,109,0,141.43532987500657,,5,141.4284655829979,141.43532987500657,141.43532987500657,0.00944300000264775,142.78487950000272,[np.float64(-0.07166666666666667)],[np.float64(-0.265)],[1],[0],[0],[1.3563694580079755],[None],01,001,2025-10-01_18h50.25.373,visual search,,2025.1.1,None,2025-10-01 18h50.33.700932 +0530,
110,0,110,[np.float64(0.44)],[np.float64(-0.04)],[1],[0],[0],[1.350114750006469],['target'],110,0,110,0,142.81094712500635,,10,142.80195866599388,142.81094712500635,142.81094712500635,0.016968374999123625,144.15212637500372,[np.float64(0.44)],[np.float64(-0.04)],[1],[0],[0],[1.350114750006469],['target'],01,001,2025-10-01_18h50.25.373,visual search,,2025.1.1,None,2025-10-01 18h50.33.700932 +0530,
111,0,111,[np.float64(0.06166666666666667)],[np.float64(0.315)],[1],[0],[0],[1.0659852499957196],['target'],111,0,111,0,144.17878562500118,,10,144.16973125000368,144.17878562500118,144.17878562500118,0.017460041999584064,145.23575908299244,[np.float64(0.06166666666666667)],[np.float64(0.315)],[1],[0],[0],[1.0659852499957196],['target'],01,001,2025-10-01_18h50.25.373,visual search,,2025.1.1,None,2025-10-01 18h50.33.700932 +0530,
112,0,112,[np.float64(0.2683333333333333)],[np.float64(-0.008333333333333333)],[1],[0],[0],[0.848663458993542],['target'],112,0,112,0,145.26319212499948,,10,145.25346762499248,145.26319212499948,145.26319212499948,0.017576999991433695,146.10217166600341,[np.float64(0.2683333333333333)],[np.float64(-0.008333333333333333)],[1],[0],[0],[0.848663458993542],['target'],01,001,2025-10-01_18h50.25.373,visual search,,2025.1.1,None,2025-10-01 18h50.33.700932 +0530,
113,0,113,[np.float64(0.20833333333333334)],[np.float64(-0.145)],[1],[0],[0],[1.3674887920060428],['target'],113,0,113,0,146.12790366599802,,10,146.11906204100524,146.12790366599802,146.12790366599802,0.016768166999099776,147.48660383299284,[np.float64(0.20833333333333334)],[np.float64(-0.145)],[1],[0],[0],[1.3674887920060428],['target'],01,001,2025-10-01_18h50.25.373,visual search,,2025.1.1,None,2025-10-01 18h50.33.700932 +0530,
