thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
10,0,10,[np.float64(0.25523012552301255)],[np.float64(-0.06799163179916318)],[1],[0],[0],[0.8871347500098636],[None],10,0,10,0,10.70469487500668,,5,10.697097875003237,10.70469487500668,10.70469487500668,0.010709624999435619,11.584293459003675,[np.float64(0.25523012552301255)],[np.float64(-0.06799163179916318)],[1],[0],[0],[0.8871347500098636],[None],04,001,2025-10-01_19h12.35.392,visual search,,2025.1.1,None,2025-10-01 19h12.42.173735 +0530,
11,0,11,[np.float64(-0.14644351464435146)],[np.float64(0.41841004184100417)],[1],[0],[0],[0.9234905829944182],[None],11,0,11,0,11.605138750004699,,5,11.596884375001537,11.605138750004699,11.605138750004699,0.012414374999934807,12.520427124996786,[np.float64(-0.14644351464435146)],[np.float64(0.41841004184100417)],[1],[0],[0],[0.9234905829944182],[None],04,001,2025-10-01_19h12.35.392,visual search,,2025.1.1,None,2025-10-01 19h12.42.173735 +0530,
12,0,12,[np.float64(0.49581589958158995)],[np.float64(0.3776150627615063)],[1],[0],[0],[1.0038876660109963],['target'],12,0,12,0,12.541870500004734,,5,12.533657541993307,12.541870500004734,12.541870500004734,0.013073916008579545,13.537609042003169,[np.float64(0.49581589958158995)],[np.float64(0.3776150627615063)],[1],[0],[0],[1.0038876660109963],['target'],04,001,2025-10-01_19h12.35.392,visual search,,2025.1.1,None,2025-10-01 19h12.42.173735 +0530,
13,0,13,[np.float64(0.16631799163179917)],[np.float64(0.36610878661087864)],[1],[0],[0],[1.0750789579906268],['target'],13,0,13,0,13.571265042002779,,10,13.561137750002672,13.571265042002779,13.571265042002779,0.02335883298655972,14.636250958996243,[np.float64(0.16631799163179917)],[np.float64(0.36610878661087864)],[1],[0],[0],[1.0750789579906268],['target'],04,001,2025-10-01_19h12.35.392,visual search,,2025.1.1,None,2025-10-01 19h12.42.173735 +0530,
14,0,14,[np.float64(-0.3284518828451883)],[np.float64(-0.3389121338912134)],[1],[0],[0],[1.1646023329958552],['target'],14,0,14,0,14.66373279200343,,10,14.654407958994852,14.66373279200343,14.66373279200343,0.018019790994003415,15.819057833999977,[np.float64(-0.3284518828451883)],[np.float64(-0.3389121338912134)],[1],[0],[0],[1.1646023329958552],['target'],04,001,2025-10-01_19h12.35.392,visual search,,2025.1.1,None,2025-10-01 19h12.42.173735 +0530,
15,0,15,[np.float64(-0.40376569037656906)],[np.float64(0.12552301255230125)],[1],[0],[0],[0.7309338330087485],['target'],15,0,15,0,15.847811667001224,,10,15.83730516700598,15.847811667001224,15.847811667001224,0.018082000009599142,16.56828045900329,[np.float64(-0.40376569037656906)],[np.float64(0.12552301255230125)],[1],[0],[0],[0.7309338330087485],['target'],04,001,2025-10-01_19h12.35.392,visual search,,2025.1.1,None,2025-10-01 19h12.42.173735 +0530,
16,0,16,[np.float64(-0.1412133891213389)],[np.float64(-0.2301255230125523)],[1],[0],[0],[0.756668832997093],[None],16,0,16,0,16.586066125004436,,5,16.578802167001413,16.586066125004436,16.586066125004436,0.010346499999286607,17.335531916993205,[np.float64(-0.1412133891213389)],[np.float64(-0.2301255230125523)],[1],[0],[0],[0.756668832997093],[None],04,001,2025-10-01_19h12.35.392,visual search,,2025.1.1,None,2025-10-01 19h12.42.173735 +0530,
17,0,17,[np.float64(-0.2803347280334728)],[np.float64(-0.2907949790794979)],[1],[0],[0],[0.9030318339937367],['target'],17,0,17,0,17.35682916699443,,5,17.348468124997453,17.35682916699443,17.35682916699443,0.012769583001499996,18.251565917002154,[np.float64(-0.2803347280334728)],[np.float64(-0.2907949790794979)],[1],[0],[0],[0.9030318339937367],['target'],04,001,2025-10-01_19h12.35.392,visual search,,2025.1.1,None,2025-10-01 19h12.42.173735 +0530,
18,0,18,[np.float64(-0.04707112970711297)],[np.float64(0.35669456066945604)],[1],[0],[0],[0.7797161250055069],[None],18,0,18,0,18.28320387500571,,10,18.273253874998773,18.28320387500571,18.28320387500571,0.021509917001822032,19.053015458994196,[np.float64(-0.04707112970711297)],[np.float64(0.35669456066945604)],[1],[0],[0],[0.7797161250055069],[None],04,001,2025-10-01_19h12.35.392,visual search,,2025.1.1,None,2025-10-01 19h12.42.173735 +0530,
19,0,19,[np.float64(-0.27824267782426776)],[np.float64(0.03765690376569038)],[1],[0],[0],[1.073176499994588],['target'],19,0,19,0,19.072206583994557,,5,19.064409333994263,19.072206583994557,19.072206583994557,0.011222916000406258,20.13764916699438,[np.float64(-0.27824267782426776)],[np.float64(0.03765690376569038)],[1],[0],[0],[1.073176499994588],['target'],04,001,2025-10-01_19h12.35.392,visual search,,2025.1.1,None,2025-10-01 19h12.42.173735 +0530,
20,0,20,[np.float64(-0.45397489539748953)],[np.float64(0.06799163179916318)],[1],[0],[0],[0.7413297919993056],[None],20,0,20,0,20.169442166996305,,10,20.15928991700639,20.169442166996305,20.169442166996305,0.02147333399625495,20.900663334003184,[np.float64(-0.45397489539748953)],[np.float64(0.06799163179916318)],[1],[0],[0],[0.7413297919993056],[None],04,001,2025-10-01_19h12.35.392,visual search,,2025.1.1,None,2025-10-01 19h12.42.173735 +0530,
21,0,21,[np.float64(0.5094142259414226)],[np.float64(0.2939330543933054)],[1],[0],[0],[1.633199333009543],[None],21,0,21,0,20.929499167003087,,10,20.91975904199353,20.929499167003087,20.929499167003087,0.01892862499516923,22.553007374997833,[np.float64(0.5094142259414226)],[np.float64(0.2939330543933054)],[1],[0],[0],[1.633199333009543],[None],04,001,2025-10-01_19h12.35.392,visual search,,2025.1.1,None,2025-10-01 19h12.42.173735 +0530,
22,0,22,[np.float64(-0.008368200836820083)],[np.float64(-0.20711297071129708)],[1],[0],[0],[1.0241164170001866],[None],22,0,22,0,22.572157749993494,,5,22.56413120900106,22.572157749993494,22.572157749993494,0.010953500008326955,23.588311375002377,[np.float64(-0.008368200836820083)],[np.float64(-0.20711297071129708)],[1],[0],[0],[1.0241164170001866],[None],04,001,2025-10-01_19h12.35.392,visual search,,2025.1.1,None,2025-10-01 19h12.42.173735 +0530,
23,0,23,[np.float64(-0.17573221757322174)],[np.float64(0.14330543933054393)],[1],[0],[0],[0.7356157080066623],[None],23,0,23,0,23.60995345900301,,5,23.60153683400131,23.60995345900301,23.60995345900301,0.013052000009338371,24.3372066669981,[np.float64(-0.17573221757322174)],[np.float64(0.14330543933054393)],[1],[0],[0],[0.7356157080066623],[None],04,001,2025-10-01_19h12.35.392,visual search,,2025.1.1,None,2025-10-01 19h12.42.173735 +0530,
24,0,24,[np.float64(0.3619246861924686)],[np.float64(0.30962343096234307)],[1],[0],[0],[0.8689202500099782],['target'],24,0,24,0,24.35968624999805,,5,24.350937041992438,24.35968624999805,24.35968624999805,0.013570583003456704,25.21991304200492,[np.float64(0.3619246861924686)],[np.float64(0.30962343096234307)],[1],[0],[0],[0.8689202500099782],['target'],04,001,2025-10-01_19h12.35.392,visual search,,2025.1.1,None,2025-10-01 19h12.42.173735 +0530,
25,0,25,[np.float64(-0.45083682008368203)],[np.float64(-0.16108786610878661)],[1],[0],[0],[1.103420333005488],['target'],25,0,25,0,25.240965499993763,,5,25.23260545899393,25.240965499993763,25.240965499993763,0.012529583997093141,26.33608245900541,[np.float64(-0.45083682008368203)],[np.float64(-0.16108786610878661)],[1],[0],[0],[1.103420333005488],['target'],04,001,2025-10-01_19h12.35.392,visual search,,2025.1.1,None,2025-10-01 19h12.42.173735 +0530,
26,0,26,[np.float64(0.4205020920502092)],[np.float64(-0.44037656903765693)],[1],[0],[0],[1.4115034170099534],[None],26,0,26,0,26.368075417005457,,10,26.357737124999403,26.368075417005457,26.368075417005457,0.021488165992195718,27.76931370899547,[np.float64(0.4205020920502092)],[np.float64(-0.44037656903765693)],[1],[0],[0],[1.4115034170099534],[None],04,001,2025-10-01_19h12.35.392,visual search,,2025.1.1,None,2025-10-01 19h12.42.173735 +0530,
27,0,27,[np.float64(0.40585774058577406)],[np.float64(-0.35669456066945604)],[1],[0],[0],[1.3549560419924092],['target'],27,0,27,0,27.787961584006553,,5,27.779982749998453,27.787961584006553,27.787961584006553,0.010455125011503696,29.13500962499529,[np.float64(0.40585774058577406)],[np.float64(-0.35669456066945604)],[1],[0],[0],[1.3549560419924092],['target'],04,001,2025-10-01_19h12.35.392,visual search,,2025.1.1,None,2025-10-01 19h12.42.173735 +0530,
28,0,28,[np.float64(0.3200836820083682)],[np.float64(0.26464435146443516)],[1],[0],[0],[1.0392845830065198],[None],28,0,28,0,29.155693416993017,,5,29.14730895899993,29.155693416993017,29.155693416993017,0.012093833996914327,30.186639167004614,[np.float64(0.3200836820083682)],[np.float64(0.26464435146443516)],[1],[0],[0],[1.0392845830065198],[None],04,001,2025-10-01_19h12.35.392,visual search,,2025.1.1,None,2025-10-01 19h12.42.173735 +0530,
29,0,29,[np.float64(0.25732217573221755)],[np.float64(0.3891213389121339)],[1],[0],[0],[0.654897208994953],[None],29,0,29,0,30.206683249998605,,5,30.198617417001515,30.206683249998605,30.206683249998605,0.011844667009427212,30.85358254199673,[np.float64(0.25732217573221755)],[np.float64(0.3891213389121339)],[1],[0],[0],[0.654897208994953],[None],04,001,2025-10-01_19h12.35.392,visual search,,2025.1.1,None,2025-10-01 19h12.42.173735 +0530,
30,0,30,[np.float64(0.36506276150627615)],[np.float64(0.3378661087866109)],[1],[0],[0],[0.8023873749916675],['target'],30,0,30,0,30.876162874992588,,5,30.86740854200616,30.876162874992588,30.876162874992588,0.01364741699944716,31.669849375000922,[np.float64(0.36506276150627615)],[np.float64(0.3378661087866109)],[1],[0],[0],[0.8023873749916675],['target'],04,001,2025-10-01_19h12.35.392,visual search,,2025.1.1,None,2025-10-01 19h12.42.173735 +0530,
31,0,31,[np.float64(-0.2939330543933054)],[np.float64(0.2939330543933054)],[1],[0],[0],[0.7037086250056745],[None],31,0,31,0,31.691967167003895,,5,31.682447792001767,31.691967167003895,31.691967167003895,0.012432957999408245,32.38622862499324,[np.float64(-0.2939330543933054)],[np.float64(0.2939330543933054)],[1],[0],[0],[0.7037086250056745],[None],04,001,2025-10-01_19h12.35.392,visual search,,2025.1.1,None,2025-10-01 19h12.42.173735 +0530,
32,0,32,[np.float64(0.21443514644351463)],[np.float64(-0.005230125523012552)],[1],[0],[0],[1.2872439580096398],[None],32,0,32,0,32.40759262499341,,5,32.399146958996425,32.40759262499341,32.40759262499341,0.012723874999210238,33.68645554200339,[np.float64(0.21443514644351463)],[np.float64(-0.005230125523012552)],[1],[0],[0],[1.2872439580096398],[None],04,001,2025-10-01_19h12.35.392,visual search,,2025.1.1,None,2025-10-01 19h12.42.173735 +0530,
33,0,33,[np.float64(-0.010460251046025104)],[np.float64(-0.3064853556485356)],[1],[0],[0],[1.6930532499973197],['target'],33,0,33,0,33.71956479200162,,10,33.709192708993214,33.71956479200162,33.71956479200162,0.02256212499924004,35.40229291700234,[np.float64(-0.010460251046025104)],[np.float64(-0.3064853556485356)],[1],[0],[0],[1.6930532499973197],['target'],04,001,2025-10-01_19h12.35.392,visual search,,2025.1.1,None,2025-10-01 19h12.42.173735 +0530,
34,0,34,[np.float64(0.07426778242677824)],[np.float64(-0.09937238493723849)],[1],[0],[0],[0.8315376250102418],[None],34,0,34,0,35.43140908400528,,10,35.421064084002865,35.43140908400528,35.43140908400528,0.01859195900033228,36.25264645900461,[np.float64(0.07426778242677824)],[np.float64(-0.09937238493723849)],[1],[0],[0],[0.8315376250102418],[None],04,001,2025-10-01_19h12.35.392,visual search,,2025.1.1,None,2025-10-01 19h12.42.173735 +0530,
35,0,35,[np.float64(-0.3692468619246862)],[np.float64(-0.4424686192468619)],[1],[0],[0],[0.8742167500022333],[None],35,0,35,0,36.27235595899401,,5,36.264095209000516,36.27235595899401,36.27235595899401,0.01128679201065097,37.138379084004555,[np.float64(-0.3692468619246862)],[np.float64(-0.4424686192468619)],[1],[0],[0],[0.8742167500022333],[None],04,001,2025-10-01_19h12.35.392,visual search,,2025.1.1,None,2025-10-01 19h12.42.173735 +0530,
36,0,36,[np.float64(0.4445606694560669)],[np.float64(0.15690376569037656)],[1],[0],[0],[1.075376042004791],[None],36,0,36,0,37.170604416998685,,10,37.159987916995306,37.170604416998685,37.170604416998685,0.0213972079945961,38.23544208399835,[np.float64(0.4445606694560669)],[np.float64(0.15690376569037656)],[1],[0],[0],[1.075376042004791],[None],04,001,2025-10-01_19h12.35.392,visual search,,2025.1.1,None,2025-10-01 19h12.42.173735 +0530,
37,0,37,[np.float64(0.29497907949790797)],[np.float64(-0.24372384937238495)],[1],[0],[0],[1.4074853749916656],['target'],37,0,37,0,38.254866375005804,,5,38.24741195900424,38.254866375005804,38.254866375005804,0.01178433300810866,39.65496025000175,[np.float64(0.29497907949790797)],[np.float64(-0.24372384937238495)],[1],[0],[0],[1.4074853749916656],['target'],04,001,2025-10-01_19h12.35.392,visual search,,2025.1.1,None,2025-10-01 19h12.42.173735 +0530,
38,0,38,[np.float64(0.34414225941422594)],[np.float64(0.06380753138075314)],[1],[0],[0],[1.7262596669897903],[None],38,0,38,0,39.68829504199675,,10,39.67747650000092,39.68829504199675,39.68829504199675,0.02233054200769402,41.403779750005924,[np.float64(0.34414225941422594)],[np.float64(0.06380753138075314)],[1],[0],[0],[1.7262596669897903],[None],04,001,2025-10-01_19h12.35.392,visual search,,2025.1.1,None,2025-10-01 19h12.42.173735 +0530,
39,0,39,[np.float64(0.4602510460251046)],[np.float64(-0.09100418410041841)],[1],[0],[0],[0.7962165420030942],[None],39,0,39,0,41.43374475000019,,10,41.42318475000502,41.43374475000019,41.43374475000019,0.019237875007092953,42.21944420899672,[np.float64(0.4602510460251046)],[np.float64(-0.09100418410041841)],[1],[0],[0],[0.7962165420030942],[None],04,001,2025-10-01_19h12.35.392,visual search,,2025.1.1,None,2025-10-01 19h12.42.173735 +0530,
40,0,40,[np.float64(-0.23640167364016737)],[np.float64(-0.3158995815899582)],[1],[0],[0],[1.3069499579869444],['target'],40,0,40,0,42.23874837500625,,5,42.23055670899339,42.23874837500625,42.23874837500625,0.010947957998723723,43.53757020899502,[np.float64(-0.23640167364016737)],[np.float64(-0.3158995815899582)],[1],[0],[0],[1.3069499579869444],['target'],04,001,2025-10-01_19h12.35.392,visual search,,2025.1.1,None,2025-10-01 19h12.42.173735 +0530,
41,0,41,[np.float64(0.3891213389121339)],[np.float64(0.24581589958158995)],[1],[0],[0],[0.9928934999916237],[None],41,0,41,0,43.571316667002975,,10,43.560140417001094,43.571316667002975,43.571316667002975,0.022394250001525506,44.55306308399304,[np.float64(0.3891213389121339)],[np.float64(0.24581589958158995)],[1],[0],[0],[0.9928934999916237],[None],04,001,2025-10-01_19h12.35.392,visual search,,2025.1.1,None,2025-10-01 19h12.42.173735 +0530,
42,0,42,[np.float64(-0.012552301255230125)],[np.float64(0.014644351464435146)],[1],[0],[0],[1.6818869589915266],[None],42,0,42,0,44.581720542002586,,10,44.57132649999403,44.581720542002586,44.581720542002586,0.018115833998308517,46.25324795900087,[np.float64(-0.012552301255230125)],[np.float64(0.014644351464435146)],[1],[0],[0],[1.6818869589915266],[None],04,001,2025-10-01_19h12.35.392,visual search,,2025.1.1,None,2025-10-01 19h12.42.173735 +0530,
43,0,43,[np.float64(-0.26359832635983266)],[np.float64(-0.3106694560669456)],[1],[0],[0],[1.2398854170023696],['target'],43,0,43,0,46.27167591699981,,5,46.26368433400057,46.27167591699981,46.27167591699981,0.010293791987351142,47.50362600000517,[np.float64(-0.26359832635983266)],[np.float64(-0.3106694560669456)],[1],[0],[0],[1.2398854170023696],['target'],04,001,2025-10-01_19h12.35.392,visual search,,2025.1.1,None,2025-10-01 19h12.42.173735 +0530,
44,0,44,[np.float64(0.4225941422594142)],[np.float64(-0.3786610878661088)],[1],[0],[0],[1.051427541009616],[None],44,0,44,0,47.524248166999314,,5,47.5156859169947,47.524248166999314,47.524248166999314,0.011892374997842126,48.56716341699939,[np.float64(0.4225941422594142)],[np.float64(-0.3786610878661088)],[1],[0],[0],[1.051427541009616],[None],04,001,2025-10-01_19h12.35.392,visual search,,2025.1.1,None,2025-10-01 19h12.42.173735 +0530,
45,0,45,[np.float64(-0.4194560669456067)],[np.float64(-0.446652719665272)],[1],[0],[0],[1.5220563339971704],['target'],45,0,45,0,48.58833445899654,,5,48.58046770900546,48.58833445899654,48.58833445899654,0.013215582992415875,50.10260416699748,[np.float64(-0.4194560669456067)],[np.float64(-0.446652719665272)],[1],[0],[0],[1.5220563339971704],['target'],04,001,2025-10-01_19h12.35.392,visual search,,2025.1.1,None,2025-10-01 19h12.42.173735 +0530,
46,0,46,[np.float64(-0.46338912133891214)],[np.float64(0.3619246861924686)],[1],[0],[0],[1.3534658339922316],[None],46,0,46,0,50.12527708399284,,5,50.11598379199859,50.12527708399284,50.12527708399284,0.013204332994064316,51.46953712499817,[np.float64(-0.46338912133891214)],[np.float64(0.3619246861924686)],[1],[0],[0],[1.3534658339922316],[None],04,001,2025-10-01_19h12.35.392,visual search,,2025.1.1,None,2025-10-01 19h12.42.173735 +0530,
47,0,47,[np.float64(-0.448744769874477)],[np.float64(-0.12133891213389121)],[1],[0],[0],[1.0385633749974659],[None],47,0,47,0,51.48995154199656,,5,51.481569875002606,51.48995154199656,51.48995154199656,0.011787084004026838,52.52019174999441,[np.float64(-0.448744769874477)],[np.float64(-0.12133891213389121)],[1],[0],[0],[1.0385633749974659],[None],04,001,2025-10-01_19h12.35.392,visual search,,2025.1.1,None,2025-10-01 19h12.42.173735 +0530,
48,0,48,[np.float64(-0.11401673640167365)],[np.float64(0.17364016736401675)],[1],[0],[0],[0.8873913749994244],[None],48,0,48,0,52.541063666998525,,5,52.532393250003224,52.541063666998525,52.541063666998525,0.01203166700724978,53.419846333999885,[np.float64(-0.11401673640167365)],[np.float64(0.17364016736401675)],[1],[0],[0],[0.8873913749994244],[None],04,001,2025-10-01_19h12.35.392,visual search,,2025.1.1,None,2025-10-01 19h12.42.173735 +0530,
49,0,49,[np.float64(0.3284518828451883)],[np.float64(0.3389121338912134)],[1],[0],[0],[1.4366906250070315],['target'],49,0,49,0,53.44075516700104,,5,53.432038416998694,53.44075516700104,53.44075516700104,0.012019999994663522,54.868788874999154,[np.float64(0.3284518828451883)],[np.float64(0.3389121338912134)],[1],[0],[0],[1.4366906250070315],['target'],04,001,2025-10-01_19h12.35.392,visual search,,2025.1.1,None,2025-10-01 19h12.42.173735 +0530,
50,0,50,[np.float64(-0.034518828451882845)],[np.float64(-0.2834728033472803)],[1],[0],[0],[1.038376625001547],[None],50,0,50,0,54.89010820900148,,5,54.88157608399342,54.89010820900148,54.89010820900148,0.01261279100435786,55.92000504200405,[np.float64(-0.034518828451882845)],[np.float64(-0.2834728033472803)],[1],[0],[0],[1.038376625001547],[None],04,001,2025-10-01_19h12.35.392,visual search,,2025.1.1,None,2025-10-01 19h12.42.173735 +0530,
51,0,51,[np.float64(0.2928870292887029)],[np.float64(-0.4811715481171548)],[1],[0],[0],[1.040003041998716],[None],51,0,51,0,55.940256583999144,,5,55.931769125003484,55.940256583999144,55.940256583999144,0.011611333000473678,56.97183654199762,[np.float64(0.2928870292887029)],[np.float64(-0.4811715481171548)],[1],[0],[0],[1.040003041998716],[None],04,001,2025-10-01_19h12.35.392,visual search,,2025.1.1,None,2025-10-01 19h12.42.173735 +0530,
52,0,52,[np.float64(-0.09623430962343096)],[np.float64(-0.40376569037656906)],[1],[0],[0],[0.9760876249929424],[None],52,0,52,0,57.005300125005306,,10,56.9942104590009,57.005300125005306,57.005300125005306,0.022202583000762388,57.970331499993335,[np.float64(-0.09623430962343096)],[np.float64(-0.40376569037656906)],[1],[0],[0],[0.9760876249929424],[None],04,001,2025-10-01_19h12.35.392,visual search,,2025.1.1,None,2025-10-01 19h12.42.173735 +0530,
53,0,53,[np.float64(-0.3776150627615063)],[np.float64(-0.10146443514644352)],[1],[0],[0],[0.8884799999941606],['target'],53,0,53,0,57.98913320900465,,5,57.981409917003475,57.98913320900465,57.98913320900465,0.01091591699514538,58.86994912500086,[np.float64(-0.3776150627615063)],[np.float64(-0.10146443514644352)],[1],[0],[0],[0.8884799999941606],['target'],04,001,2025-10-01_19h12.35.392,visual search,,2025.1.1,None,2025-10-01 19h12.42.173735 +0530,
54,0,54,[np.float64(0.2175732217573222)],[np.float64(0.42573221757322177)],[1],[0],[0],[1.336929874989437],['target'],54,0,54,0,58.890528250005445,,5,58.88251258399396,58.890528250005445,58.890528250005445,0.012400332998367958,60.21949854200648,[np.float64(0.2175732217573222)],[np.float64(0.42573221757322177)],[1],[0],[0],[1.336929874989437],['target'],04,001,2025-10-01_19h12.35.392,visual search,,2025.1.1,None,2025-10-01 19h12.42.173735 +0530,
55,0,55,[np.float64(0.4780334728033473)],[np.float64(0.23430962343096234)],[1],[0],[0],[1.2704873340117047],['target'],55,0,55,0,60.24128945899429,,5,60.23263108399988,60.24128945899429,60.24128945899429,0.012968750001164153,61.503175000005285,[np.float64(0.4780334728033473)],[np.float64(0.23430962343096234)],[1],[0],[0],[1.2704873340117047],['target'],04,001,2025-10-01_19h12.35.392,visual search,,2025.1.1,None,2025-10-01 19h12.42.173735 +0530,
56,0,56,[np.float64(0.2102510460251046)],[np.float64(0.2395397489539749)],[1],[0],[0],[0.9544276669912506],[None],56,0,56,0,61.524704334005946,,5,61.51606087500113,61.524704334005946,61.524704334005946,0.012726375003694557,62.470541417002096,[np.float64(0.2102510460251046)],[np.float64(0.2395397489539749)],[1],[0],[0],[0.9544276669912506],[None],04,001,2025-10-01_19h12.35.392,visual search,,2025.1.1,None,2025-10-01 19h12.42.173735 +0530,
57,0,57,[np.float64(-0.39748953974895396)],[np.float64(-0.11192468619246862)],[1],[0],[0],[1.1211977080092765],[None],57,0,57,0,62.49110437500349,,5,62.48253837499942,62.49110437500349,62.49110437500349,0.011837792000733316,63.60379908399773,[np.float64(-0.39748953974895396)],[np.float64(-0.11192468619246862)],[1],[0],[0],[1.1211977080092765],[None],04,001,2025-10-01_19h12.35.392,visual search,,2025.1.1,None,2025-10-01 19h12.42.173735 +0530,
